"Index" "AAPL.Adjusted"
2011-08-09 48.916521
2011-08-10 47.566776
2011-08-11 48.875977
2011-08-12 49.306272
2011-08-15 50.145941
2011-08-16 49.762728
2011-08-17 49.757497
2011-08-18 47.875439
2011-08-19 46.564927
2011-08-22 46.618551
2011-08-23 48.862898
2011-08-24 49.200335
2011-08-25 48.878593
2011-08-26 50.168174
2011-08-29 51.003918
2011-08-30 51.006534
2011-08-31 50.331663
2011-09-01 49.834662
2011-09-02 48.921753
2011-09-06 49.665946
2011-09-07 50.21395
2011-09-08 50.241418
2011-09-09 49.370358
2011-09-12 49.6921
2011-09-13 50.304195
2011-09-14 50.916289
2011-09-15 51.394978
2011-09-16 52.381131
2011-09-19 53.836817
2011-09-20 54.074852
2011-09-21 53.903519
2011-09-22 52.553774
2011-09-23 52.878128
2011-09-26 52.730338
2011-09-27 52.218952
2011-09-28 51.924675
2011-09-29 51.082393
2011-09-30 49.87259
2011-10-03 48.993687
2011-10-04 48.71903
2011-10-05 49.471067
2011-10-06 49.355973
2011-10-07 48.365898
2011-10-10 50.852202
2011-10-11 52.353663
2011-10-12 52.602165
2011-10-13 53.418288
2011-10-14 55.1931
2011-10-17 54.930216
2011-10-18 55.22449
2011-10-19 52.135245
2011-10-20 51.702335
2011-10-21 51.383209
2011-10-24 53.070391
2011-10-25 52.024077
2011-10-26 52.394211
2011-10-27 52.929139
2011-10-28 52.963142
2011-10-31 52.940909
2011-11-01 51.859282
2011-11-02 51.976992
2011-11-03 52.717259
2011-11-04 52.347125
2011-11-07 52.280423
2011-11-08 53.130552
2011-11-09 51.698409
2011-11-10 50.38267
2011-11-11 50.304195
2011-11-14 49.603165
2011-11-15 50.854818
2011-11-16 50.323815
2011-11-17 49.361205
2011-11-18 49.038156
2011-11-21 48.262573
2011-11-22 49.243495
2011-11-23 47.99838
2011-11-25 47.551081
2011-11-28 49.192488
2011-11-29 48.810581
2011-11-30 49.987684
2011-12-01 50.737109
2011-12-02 50.968606
2011-12-05 51.40152
2011-12-06 51.132091
2011-12-07 50.888824
2011-12-08 51.094163
2011-12-09 51.481301
2011-12-12 51.248494
2011-12-13 50.852202
2011-12-14 49.7248
2011-12-15 49.561312
2011-12-16 49.833353
2011-12-19 49.988994
2011-12-20 51.786039
2011-12-21 51.851435
2011-12-22 52.126092
2011-12-23 52.751265
2011-12-27 53.16979
2011-12-28 52.66102
2011-12-29 52.985378
2011-12-30 52.969683
2012-01-03 53.7845
2012-01-04 54.073546
2012-01-05 54.673867
2012-01-06 55.245417
2012-01-09 55.157788
2012-01-10 55.355279
2012-01-11 55.265034
2012-01-12 55.113319
2012-01-13 54.906674
2012-01-17 55.546233
2012-01-18 56.123015
2012-01-19 55.94514
2012-01-20 54.97076
2012-01-23 55.900671
2012-01-24 54.985146
2012-01-25 58.418366
2012-01-26 58.152863
2012-01-27 58.499457
2012-01-30 59.248878
2012-01-31 59.702715
2012-02-01 59.664787
2012-02-02 59.524845
2012-02-03 60.121244
2012-02-06 60.682327
2012-02-07 61.317967
2012-02-08 62.344664
2012-02-09 64.501379
2012-02-10 64.534076
2012-02-13 65.734725
2012-02-14 66.631936
2012-02-15 65.089927
2012-02-16 65.683714
2012-02-17 65.671945
2012-02-21 67.336894
2012-02-22 67.100162
2012-02-23 67.538304
2012-02-24 68.325656
2012-02-27 68.763805
2012-02-28 70.025922
2012-02-29 70.945373
2012-03-01 71.210869
2012-03-02 71.303733
2012-03-05 69.731648
2012-03-06 69.352353
2012-03-07 69.408596
2012-03-08 70.886511
2012-03-09 71.302427
2012-03-12 72.195712
2012-03-13 74.301424
2012-03-14 77.11078
2012-03-15 76.585005
2012-03-16 76.586312
2012-03-19 78.617473
2012-03-20 79.253106
2012-03-21 78.800575
2012-03-22 78.387285
2012-03-23 77.956987
2012-03-26 79.386511
2012-03-27 80.367436
2012-03-28 80.778113
2012-03-29 79.763186
2012-03-30 78.41475
2012-04-02 80.910212
2012-04-03 82.308345
2012-04-04 81.653091
2012-04-05 82.878586
2012-04-09 83.212101
2012-04-10 82.193255
2012-04-11 81.900287
2012-04-12 81.451675
2012-04-13 79.157629
2012-04-16 75.874822
2012-04-17 79.742259
2012-04-18 79.564388
2012-04-19 76.830888
2012-04-20 74.939676
2012-04-23 74.772262
2012-04-24 73.278652
2012-04-25 79.7815
2012-04-26 79.480681
2012-04-27 78.865975
2012-04-30 76.378357
2012-05-01 76.1364
2012-05-02 76.639935
2012-05-03 76.095852
2012-05-04 73.928674
2012-05-07 74.481914
2012-05-08 74.311887
2012-05-09 74.442679
2012-05-10 74.617931
2012-05-11 74.119627
2012-05-14 73.009223
2012-05-15 72.348738
2012-05-16 71.421443
2012-05-17 69.334046
2012-05-18 69.368049
2012-05-21 73.409437
2012-05-22 72.845742
2012-05-23 74.623162
2012-05-24 73.937831
2012-05-25 73.541536
2012-05-29 74.846812
2012-05-30 75.749262
2012-05-31 75.560928
2012-06-01 73.371509
2012-06-04 73.803114
2012-06-05 73.612167
2012-06-06 74.740879
2012-06-07 74.774881
2012-06-08 75.899667
2012-06-11 74.702944
2012-06-12 75.355585
2012-06-13 74.83243
2012-06-14 74.750029
2012-06-15 75.090082
2012-06-18 76.613776
2012-06-19 76.826969
2012-06-20 76.608544
2012-06-21 75.553077
2012-06-22 76.132474
2012-06-25 74.650634
2012-06-26 74.815429
2012-06-27 75.138474
2012-06-28 74.425671
2012-06-29 76.380976
2012-07-02 77.495299
2012-07-03 78.396436
2012-07-05 79.773649
2012-07-06 79.242643
2012-07-09 80.290267
2012-07-10 79.547387
2012-07-11 79.053003
2012-07-12 78.329737
2012-07-13 79.123627
2012-07-16 79.377361
2012-07-17 79.381279
2012-07-18 79.292347
2012-07-19 80.346509
2012-07-20 79.036001
2012-07-23 78.974527
2012-07-24 78.593927
2012-07-25 75.199948
2012-07-26 75.188178
2012-07-27 76.532688
2012-07-30 77.823583
2012-07-31 79.880895
2012-08-01 79.364278
2012-08-02 79.492451
2012-08-03 80.526999
2012-08-06 81.422904
2012-08-07 81.208411
2012-08-08 81.071081
2012-08-09 81.533432
2012-08-10 81.660844
2012-08-13 82.751057
2012-08-14 82.973043
2012-08-15 82.860075
2012-08-16 83.583823
2012-08-17 85.129821
2012-08-20 87.368042
2012-08-21 86.174058
2012-08-22 87.856665
2012-08-23 87.037038
2012-08-24 87.114531
2012-08-27 88.751162
2012-08-28 88.635578
2012-08-29 88.460879
2012-08-30 87.199909
2012-08-31 87.379862
2012-09-04 88.657906
2012-09-05 88.035306
2012-09-06 88.828662
2012-09-07 89.376392
2012-09-10 87.051481
2012-09-11 86.769083
2012-09-12 87.97751
2012-09-13 89.710028
2012-09-14 90.800241
2012-09-17 91.916724
2012-09-18 92.196499
2012-09-19 92.221458
2012-09-20 91.774862
2012-09-21 91.957438
2012-09-24 90.735879
2012-09-25 88.470075
2012-09-26 87.371978
2012-09-27 89.491984
2012-09-28 87.624177
2012-10-01 86.611458
2012-10-02 86.86365
2012-10-03 88.195547
2012-10-04 87.584767
2012-10-05 85.718273
2012-10-08 83.824195
2012-10-09 83.519461
2012-10-10 84.184094
2012-10-11 82.501488
2012-10-12 82.712966
2012-10-15 83.376287
2012-10-16 85.350489
2012-10-17 84.670093
2012-10-18 83.097824
2012-10-19 80.103025
2012-10-22 83.2804
2012-10-23 80.565377
2012-10-24 81.021163
2012-10-25 80.063616
2012-10-26 79.335933
2012-10-31 78.195809
2012-11-01 78.356057
2012-11-02 75.763191
2012-11-05 76.790354
2012-11-06 76.557859
2012-11-07 73.628554
2012-11-08 70.956548
2012-11-09 72.185011
2012-11-12 71.626859
2012-11-13 71.636097
2012-11-14 70.841753
2012-11-15 69.355985
2012-11-16 69.627806
2012-11-19 74.648535
2012-11-20 74.012528
2012-11-21 74.116773
2012-11-23 75.409892
2012-11-26 77.788965
2012-11-27 77.162197
2012-11-28 76.919409
2012-11-29 77.766528
2012-11-30 77.22817
2012-12-03 77.34825
2012-12-04 75.983872
2012-12-05 71.093779
2012-12-06 72.208759
2012-12-07 70.362773
2012-12-10 69.910177
2012-12-11 71.436852
2012-12-12 71.121488
2012-12-13 69.893024
2012-12-14 67.267203
2012-12-17 68.460037
2012-12-18 70.448541
2012-12-19 69.447031
2012-12-20 68.8427
2012-12-21 68.526018
2012-12-24 68.636852
2012-12-26 67.690766
2012-12-27 67.962587
2012-12-28 67.240812
2012-12-31 70.220263
2013-01-02 72.444952
2013-01-03 71.530534
2013-01-04 69.538077
2013-01-07 69.129031
2013-01-08 69.315084
2013-01-09 68.231766
2013-01-10 69.077567
2013-01-11 68.654011
2013-01-14 66.206322
2013-01-15 64.117541
2013-01-16 66.778984
2013-01-17 66.329038
2013-01-18 65.975408
2013-01-22 66.604812
2013-01-23 67.824038
2013-01-24 59.443838
2013-01-25 58.042524
2013-01-28 59.355434
2013-01-29 60.469096
2013-01-30 60.27909
2013-01-31 60.102275
2013-02-01 59.855527
2013-02-04 58.364484
2013-02-05 60.412362
2013-02-06 60.347706
2013-02-07 62.142077
2013-02-08 63.039262
2013-02-11 63.696228
2013-02-12 62.099606
2013-02-13 61.981484
2013-02-14 61.925744
2013-02-15 61.072355
2013-02-19 61.049794
2013-02-20 59.571293
2013-02-21 59.201006
2013-02-22 59.831423
2013-02-25 58.768336
2013-02-26 59.58722
2013-02-27 59.00325
2013-02-28 58.582531
2013-03-01 57.131904
2013-03-04 55.74896
2013-03-05 57.220823
2013-03-06 56.493519
2013-03-07 57.146502
2013-03-08 57.297802
2013-03-11 58.114028
2013-03-12 56.861153
2013-03-13 56.850535
2013-03-14 57.401323
2013-03-15 58.882478
2013-03-18 60.48308
2013-03-19 60.319829
2013-03-20 59.999976
2013-03-21 60.086244
2013-03-22 61.304615
2013-03-25 61.526257
2013-03-26 61.20242
2013-03-27 59.999976
2013-03-28 58.749758
2013-04-01 56.92486
2013-04-02 57.041652
2013-04-03 57.333636
2013-04-04 56.766921
2013-04-05 56.167028
2013-04-08 56.566515
2013-04-09 56.66871
2013-04-10 57.8247
2013-04-11 57.6442
2013-04-12 57.042981
2013-04-15 55.722419
2013-04-16 56.570499
2013-04-17 53.459546
2013-04-18 52.032805
2013-04-19 51.831073
2013-04-22 52.911413
2013-04-23 53.9015
2013-04-24 53.812578
2013-04-25 54.200122
2013-04-26 55.370709
2013-04-29 57.085449
2013-04-30 58.765682
2013-05-01 58.302491
2013-05-02 59.129335
2013-05-03 59.721269
2013-05-06 61.145348
2013-05-07 60.873275
2013-05-08 61.560761
2013-05-09 61.023689
2013-05-10 60.516018
2013-05-13 60.752491
2013-05-14 59.29894
2013-05-15 57.293629
2013-05-16 58.059148
2013-05-17 57.882798
2013-05-20 59.174693
2013-05-21 58.737825
2013-05-22 58.963606
2013-05-23 59.069149
2013-05-24 59.471281
2013-05-28 58.975632
2013-05-29 59.44456
2013-05-30 60.330318
2013-05-31 60.083164
2013-06-03 60.215424
2013-06-04 60.027048
2013-06-05 59.465937
2013-06-06 58.577507
2013-06-07 59.025063
2013-06-10 58.634954
2013-06-11 58.462614
2013-06-12 57.739846
2013-06-13 58.243511
2013-06-14 57.453947
2013-06-17 57.714464
2013-06-18 57.683734
2013-06-19 56.512077
2013-06-20 55.689114
2013-06-21 55.242896
2013-06-24 53.778657
2013-06-25 53.79068
2013-06-26 53.181472
2013-06-27 52.608334
2013-06-28 52.975733
2013-07-01 54.671093
2013-07-02 55.909551
2013-07-03 56.218161
2013-07-05 55.766599
2013-07-08 55.449973
2013-07-09 56.425238
2013-07-10 56.208811
2013-07-11 57.085214
2013-07-12 56.981008
2013-07-15 57.105256
2013-07-16 57.473985
2013-07-17 57.488683
2013-07-18 57.6824
2013-07-19 56.772594
2013-07-22 56.954288
2013-07-23 55.976348
2013-07-24 58.851385
2013-07-25 58.582851
2013-07-26 58.915513
2013-07-29 59.823981
2013-07-30 60.56278
2013-07-31 60.457234
2013-08-01 61.011667
2013-08-02 61.794553
2013-08-05 62.717719
2013-08-06 62.156607
2013-08-07 62.120533
2013-08-08 61.996811
2013-08-09 61.114614
2013-08-12 62.850762
2013-08-13 65.837566
2013-08-14 67.03848
2013-08-15 66.959133
2013-08-16 67.553539
2013-08-19 68.281079
2013-08-20 67.384094
2013-08-21 67.557576
2013-08-22 67.638259
2013-08-23 67.377371
2013-08-26 67.639609
2013-08-27 65.705776
2013-08-28 66.016427
2013-08-29 66.124014
2013-08-30 65.521543
2013-09-03 65.704433
2013-09-04 67.064034
2013-09-05 66.604104
2013-09-06 67.000825
2013-09-09 68.069942
2013-09-10 66.519385
2013-09-11 62.897826
2013-09-12 63.567543
2013-09-13 62.519936
2013-09-16 60.532317
2013-09-17 61.231617
2013-09-18 62.490353
2013-09-19 63.515092
2013-09-20 62.857484
2013-09-23 65.981465
2013-09-24 65.774364
2013-09-25 64.756348
2013-09-26 65.387059
2013-09-27 64.920414
2013-09-30 64.113528
2013-10-01 65.621057
2013-10-02 65.836223
2013-10-03 65.00917
2013-10-04 64.958069
2013-10-07 65.592817
2013-10-08 64.677001
2013-10-09 65.436816
2013-10-10 65.846982
2013-10-11 66.273285
2013-10-14 66.707655
2013-10-15 67.062684
2013-10-16 67.389473
2013-10-17 67.84536
2013-10-18 68.43573
2013-10-21 70.112704
2013-10-22 69.912326
2013-10-23 70.596831
2013-10-24 71.531471
2013-10-25 70.731314
2013-10-28 71.258475
2013-10-29 69.483336
2013-10-30 70.588765
2013-10-31 70.292901
2013-11-01 69.933843
2013-11-04 70.837551
2013-11-05 70.662726
2013-11-06 70.46253
2013-11-07 69.322243
2013-11-08 70.413833
2013-11-11 70.209583
2013-11-12 70.339434
2013-11-13 70.423304
2013-11-14 71.441853
2013-11-15 71.013061
2013-11-18 70.152767
2013-11-19 70.277214
2013-11-20 69.661754
2013-11-21 70.492286
2013-11-22 70.311029
2013-11-25 70.843977
2013-11-26 72.150639
2013-11-27 73.849577
2013-11-29 75.217109
2013-12-02 74.562431
2013-12-03 76.603582
2013-12-04 76.425035
2013-12-05 76.817303
2013-12-06 75.751408
2013-12-09 76.618463
2013-12-10 76.499427
2013-12-11 75.932664
2013-12-12 75.821747
2013-12-13 74.995276
2013-12-16 75.410545
2013-12-17 75.071026
2013-12-18 74.500203
2013-12-19 73.646678
2013-12-20 74.263489
2013-12-23 77.113536
2013-12-24 76.786189
2013-12-26 76.276243
2013-12-27 75.760878
2013-12-30 75.007448
2013-12-31 75.886676
2014-01-02 74.81943
2014-01-03 73.175958
2014-01-06 73.574988
2014-01-07 73.048809
2014-01-08 73.511417
2014-01-09 72.57267
2014-01-10 72.088419
2014-01-13 72.465814
2014-01-14 73.907745
2014-01-15 75.391604
2014-01-16 74.970931
2014-01-17 73.134023
2014-01-21 74.27025
2014-01-22 74.600299
2014-01-23 75.23199
2014-01-24 73.864459
2014-01-27 74.463686
2014-01-28 68.511996
2014-01-29 67.734221
2014-01-30 67.603012
2014-01-31 67.713929
2014-02-03 67.839727
2014-02-04 68.821759
2014-02-05 69.335766
2014-02-06 69.739904
2014-02-07 70.715562
2014-02-10 71.982424
2014-02-11 72.930866
2014-02-12 72.925423
2014-02-13 74.083422
2014-02-14 74.023555
2014-02-18 74.295704
2014-02-19 73.122734
2014-02-20 72.276345
2014-02-21 71.473502
2014-02-24 71.786478
2014-02-25 71.039424
2014-02-26 70.398508
2014-02-27 71.802807
2014-02-28 71.608214
2014-03-03 71.815053
2014-03-04 72.288591
2014-03-05 72.440998
2014-03-06 72.221914
2014-03-07 72.179735
2014-03-10 72.245046
2014-03-11 72.948554
2014-03-12 73.019315
2014-03-13 72.20831
2014-03-14 71.397298
2014-03-17 71.676256
2014-03-18 72.310363
2014-03-19 72.291316
2014-03-20 71.942963
2014-03-21 72.510393
2014-03-24 73.370393
2014-03-25 74.159626
2014-03-26 73.450674
2014-03-27 73.13498
2014-03-28 73.053333
2014-03-31 73.037003
2014-04-01 73.705135
2014-04-02 73.827602
2014-04-03 73.315962
2014-04-04 72.36752
2014-04-07 71.231286
2014-04-08 71.227209
2014-04-09 72.163406
2014-04-10 71.232652
2014-04-11 70.706042
2014-04-14 70.987711
2014-04-15 70.481514
2014-04-16 70.624395
2014-04-17 71.431323
2014-04-21 72.279071
2014-04-22 72.35119
2014-04-23 71.405466
2014-04-24 77.259421
2014-04-25 77.826851
2014-04-28 80.840922
2014-04-29 80.601425
2014-04-30 80.296616
2014-05-01 80.485767
2014-05-02 80.63545
2014-05-05 81.775753
2014-05-06 80.884468
2014-05-07 80.601425
2014-05-08 80.457751
2014-05-09 80.122506
2014-05-12 81.120034
2014-05-13 81.247292
2014-05-14 81.262339
2014-05-15 80.571322
2014-05-16 81.760423
2014-05-19 82.729217
2014-05-20 82.745638
2014-05-21 82.964572
2014-05-22 83.095929
2014-05-23 84.034622
2014-05-27 85.608231
2014-05-28 85.386556
2014-05-29 86.94237
2014-05-30 86.616706
2014-06-02 86.021471
2014-06-03 87.237933
2014-06-04 88.234095
2014-06-05 88.580287
2014-06-06 88.336725
2014-06-09 89.750227
2014-06-10 90.277046
2014-06-11 89.903486
2014-06-12 88.399667
2014-06-13 87.43224
2014-06-16 88.313457
2014-06-17 88.198521
2014-06-18 88.294304
2014-06-19 87.987793
2014-06-20 87.077842
2014-06-23 87.001212
2014-06-24 86.474394
2014-06-25 86.551023
2014-06-26 87.068261
2014-06-27 88.102737
2014-06-30 89.012689
2014-07-01 89.577815
2014-07-02 89.539507
2014-07-03 90.066319
2014-07-07 91.924543
2014-07-08 91.330676
2014-07-09 91.368991
2014-07-10 91.033746
2014-07-11 91.206158
2014-07-14 92.384306
2014-07-15 91.301942
2014-07-16 90.784704
2014-07-17 89.16594
2014-07-18 90.449459
2014-07-21 89.980116
2014-07-22 90.727235
2014-07-23 93.093117
2014-07-24 92.939858
2014-07-25 93.55288
2014-07-28 94.845971
2014-07-29 94.23295
2014-07-30 94.012649
2014-07-31 91.570137
2014-08-01 92.077795
2014-08-04 91.560557
2014-08-05 91.110375
2014-08-06 90.957116
2014-08-07 90.947498
2014-08-08 91.197772
2014-08-11 92.401035
2014-08-12 92.381786
2014-08-13 93.604299
2014-08-14 93.85458
2014-08-15 94.316637
2014-08-18 95.452518
2014-08-19 96.771291
2014-08-20 96.809796
2014-08-21 96.819424
2014-08-22 97.531754
2014-08-25 97.74353
2014-08-26 97.117831
2014-08-27 98.311467
2014-08-28 98.426983
2014-08-29 98.667636
2014-09-02 99.437727
2014-09-03 95.240743
2014-09-04 94.451402
2014-09-05 95.26962
2014-09-08 94.682426
2014-09-09 94.326258
2014-09-10 97.223719
2014-09-11 97.637642
2014-09-12 97.859046
2014-09-15 97.830161
2014-09-16 97.088954
2014-09-17 97.782035
2014-09-18 97.984183
2014-09-19 97.185214
2014-09-22 97.281473
2014-09-23 98.802401
2014-09-24 97.945677
2014-09-25 94.210749
2014-09-26 96.983066
2014-09-29 96.366996
2014-09-30 96.983066
2014-10-01 95.471767
2014-10-02 96.164848
2014-10-03 95.895318
2014-10-06 95.895318
2014-10-07 95.057844
2014-10-08 97.0312
2014-10-09 97.242968
2014-10-10 96.963817
2014-10-13 96.078209
2014-10-14 95.057844
2014-10-15 93.893086
2014-10-16 92.660945
2014-10-17 94.018222
2014-10-20 96.030083
2014-10-21 98.638758
2014-10-22 99.139313
2014-10-23 100.910521
2014-10-24 101.285939
2014-10-27 101.180051
2014-10-28 102.749105
2014-10-29 103.32667
2014-10-30 102.980136
2014-10-31 103.961997
2014-11-03 105.309654
2014-11-04 104.539562
2014-11-05 104.789843
2014-11-06 105.089541
2014-11-07 105.389249
2014-11-10 105.215228
2014-11-11 106.056326
2014-11-12 107.554846
2014-11-13 109.072698
2014-11-14 110.387527
2014-11-17 110.203835
2014-11-18 111.63468
2014-11-19 110.861249
2014-11-20 112.446776
2014-11-21 112.601466
2014-11-24 114.689718
2014-11-25 113.69393
2014-11-26 115.047431
2014-11-28 114.979756
2014-12-01 111.247965
2014-12-02 110.822577
2014-12-03 112.079401
2014-12-04 111.654013
2014-12-05 111.18029
2014-12-08 108.66665
2014-12-09 110.329522
2014-12-10 108.231593
2014-12-11 107.912559
2014-12-12 106.085336
2014-12-15 104.635158
2014-12-16 103.204313
2014-12-17 105.775965
2014-12-18 108.908347
2014-12-19 108.067241
2014-12-22 109.188715
2014-12-23 108.802
2014-12-24 108.289605
2014-12-26 110.203835
2014-12-29 110.126498
2014-12-30 108.78266
2014-12-31 106.71374
2015-01-02 105.69862
2015-01-05 102.72092
2015-01-06 102.73059
2015-01-07 104.171098
2015-01-08 108.173588
2015-01-09 108.289605
2015-01-12 105.621276
2015-01-13 106.559059
2015-01-14 106.153011
2015-01-15 103.271988
2015-01-16 102.469554
2015-01-20 105.108881
2015-01-21 105.911314
2015-01-22 108.66665
2015-01-23 109.227388
2015-01-26 109.343397
2015-01-27 105.514929
2015-01-28 111.479991
2015-01-29 114.950754
2015-01-30 113.26855
2015-02-02 114.689718
2015-02-03 114.709057
2015-02-04 115.588828
2015-02-05 116.413846
2015-02-06 115.433537
2015-02-09 116.200313
2015-02-10 118.43269
2015-02-11 121.208608
2015-02-12 122.742159
2015-02-13 123.343934
2015-02-17 124.071885
2015-02-18 124.935719
2015-02-19 124.673652
2015-02-20 125.692786
2015-02-23 129.089888
2015-02-24 128.284288
2015-02-25 125.003653
2015-02-26 126.585737
2015-02-27 124.683368
2015-03-02 125.294836
2015-03-03 125.556903
2015-03-04 124.761003
2015-03-05 122.693634
2015-03-06 122.878043
2015-03-09 123.402168
2015-03-10 120.849491
2015-03-11 118.646223
2015-03-12 120.79125
2015-03-13 119.956533
2015-03-16 121.27655
2015-03-17 123.305109
2015-03-18 124.693069
2015-03-19 123.751585
2015-03-20 122.198625
2015-03-23 123.47011
2015-03-24 122.965401
2015-03-25 119.752707
2015-03-26 120.587424
2015-03-27 119.626532
2015-03-30 122.654809
2015-03-31 120.771841
2015-04-01 120.597133
2015-04-02 121.635675
2015-04-06 123.605993
2015-04-07 122.305392
2015-04-08 121.907442
2015-04-09 122.839218
2015-04-10 123.363343
2015-04-13 123.120693
2015-04-14 122.586867
2015-04-15 123.052751
2015-04-16 122.460684
2015-04-17 121.082433
2015-04-20 123.848643
2015-04-21 123.178934
2015-04-22 124.838653
2015-04-23 125.857786
2015-04-24 126.449853
2015-04-27 128.750172
2015-04-28 126.72162
2015-04-29 124.858069
2015-04-30 121.470675
2015-05-01 125.158953
2015-05-04 124.916303
2015-05-05 122.101567
2015-05-06 121.334791
2015-05-07 122.085269
2015-05-08 124.385455
2015-05-11 123.118401
2015-05-12 122.679809
2015-05-13 122.81626
2015-05-14 125.68174
2015-05-15 125.50631
2015-05-18 126.890318
2015-05-19 126.773364
2015-05-20 126.763608
2015-05-21 128.059901
2015-05-22 129.180748
2015-05-26 126.334757
2015-05-27 128.69342
2015-05-28 128.440015
2015-05-29 126.978033
2015-06-01 127.231438
2015-06-02 126.666151
2015-06-03 126.822085
2015-06-04 126.081352
2015-06-05 125.389341
2015-06-08 124.560893
2015-06-09 124.19052
2015-06-10 125.613522
2015-06-11 125.330864
2015-06-12 123.946856
2015-06-15 123.703192
2015-06-16 124.365958
2015-06-17 124.073566
2015-06-18 124.63886
2015-06-19 123.391303
2015-06-22 124.375706
2015-06-23 123.810405
2015-06-24 124.863034
2015-06-25 124.268494
2015-06-26 123.537503
2015-06-29 121.373768
2015-06-30 122.250959
2015-07-01 123.391303
2015-07-02 123.235362
2015-07-06 122.806512
2015-07-07 122.504371
2015-07-08 119.463445
2015-07-09 117.026808
2015-07-10 120.155449
2015-07-13 122.475132
2015-07-14 122.426397
2015-07-15 123.605728
2015-07-16 125.25289
2015-07-17 126.334757
2015-07-20 128.722674
2015-07-21 127.436122
2015-07-22 122.046282
2015-07-23 121.987805
2015-07-24 121.344529
2015-07-27 119.658373
2015-07-28 120.252913
2015-07-29 119.872798
2015-07-30 119.268517
2015-07-31 118.225637
2015-08-03 115.438123
2015-08-04 111.734432
2015-08-05 112.475172
2015-08-06 112.719936
2015-08-07 113.101772
2015-08-10 117.213856
2015-08-11 111.114268
2015-08-12 112.827634
2015-08-13 112.739522
2015-08-14 113.532563
2015-08-17 114.707448
2015-08-18 114.06126
2015-08-19 112.602453
2015-08-20 110.291855
2015-08-21 103.546087
2015-08-24 100.961352
2015-08-25 101.568368
2015-08-26 107.393819
2015-08-27 110.5562
2015-08-28 110.918457
2015-08-31 110.399553
2015-09-01 105.465056
2015-09-02 109.988339
2015-09-03 108.059584
2015-09-04 106.982605
2015-09-08 109.958969
2015-09-09 107.844189
2015-09-10 110.213528
2015-09-11 111.819197
2015-09-14 112.896168
2015-09-15 113.845864
2015-09-16 113.973148
2015-09-17 111.535266
2015-09-18 111.075104
2015-09-21 112.798263
2015-09-22 111.026155
2015-09-23 111.926895
2015-09-24 112.59266
2015-09-25 112.30873
2015-09-28 110.086252
2015-09-29 106.777002
2015-09-30 107.99105
2015-10-01 107.286121
2015-10-02 108.06937
2015-10-05 108.460998
2015-10-06 108.979902
2015-10-07 108.460998
2015-10-08 107.207794
2015-10-09 109.772951
2015-10-12 109.263832
2015-10-13 109.449857
2015-10-14 107.90293
2015-10-15 109.518392
2015-10-16 108.715557
2015-10-19 109.391116
2015-10-20 111.388405
2015-10-21 111.37862
2015-10-22 113.082193
2015-10-23 116.587254
2015-10-26 112.866798
2015-10-27 112.152083
2015-10-28 116.773271
2015-10-29 118.006897
2015-10-30 116.99846
2015-11-02 118.643292
2015-11-03 120.004194
2015-11-04 119.446126
2015-11-05 118.895499
2015-11-06 119.033154
2015-11-09 118.55136
2015-11-10 114.814979
2015-11-11 114.166033
2015-11-12 113.782563
2015-11-13 110.459148
2015-11-16 112.268345
2015-11-17 111.786551
2015-11-18 115.326277
2015-11-19 116.791328
2015-11-20 117.302627
2015-11-23 115.778574
2015-11-24 116.889653
2015-11-25 116.053885
2015-11-27 115.837567
2015-11-30 116.319369
2015-12-01 115.375435
2015-12-02 114.333185
2015-12-03 113.271265
2015-12-04 117.037143
2015-12-07 116.2997
2015-12-08 116.250541
2015-12-09 113.684239
2015-12-10 114.225026
2015-12-11 111.285088
2015-12-14 110.596811
2015-12-15 108.640123
2015-12-16 109.47589
2015-12-17 107.155409
2015-12-18 104.254795
2015-12-21 105.533033
2015-12-22 105.434708
2015-12-23 106.791601
2015-12-24 106.22131
2015-12-28 105.031569
2015-12-29 106.919422
2015-12-30 105.523198
2015-12-31 103.49769
2016-01-04 103.58618
2016-01-05 100.99038
2016-01-06 99.01403
2016-01-07 94.835186
2016-01-08 95.336649
2016-01-11 96.880363
2016-01-12 98.286422
2016-01-13 95.75945
2016-01-14 97.853786
2016-01-15 95.503801
2016-01-19 95.041677
2016-01-20 95.169497
2016-01-21 94.687703
2016-01-22 99.721977
2016-01-25 97.775131
2016-01-26 98.315919
2016-01-27 91.855917
2016-01-28 92.514698
2016-01-29 95.710285
2016-02-01 94.815524
2016-02-02 92.898175
2016-02-03 94.736862
2016-02-04 95.498081
2016-02-05 92.947509
2016-02-08 93.926221
2016-02-09 93.906445
2016-02-10 93.194657
2016-02-11 92.631159
2016-02-12 92.917852
2016-02-16 95.537625
2016-02-17 97.000746
2016-02-18 95.161963
2016-02-19 94.944471
2016-02-22 95.774885
2016-02-23 93.609872
2016-02-24 95.003784
2016-02-25 95.656259
2016-02-26 95.80455
2016-02-29 95.587058
2016-03-01 99.383251
2016-03-02 99.600743
2016-03-03 100.342188
2016-03-04 101.834965
2016-03-07 100.70797
2016-03-08 99.877548
2016-03-09 99.966525
2016-03-10 100.01595
2016-03-11 101.09352
2016-03-14 101.350549
2016-03-15 103.387056
2016-03-16 104.7612
2016-03-17 104.593141
2016-03-18 104.711767
2016-03-21 104.701886
2016-03-22 105.502644
2016-03-23 104.91937
2016-03-24 104.464619
2016-03-28 103.990098
