"Index" "GOOG.Adjusted"
2011-08-04 288.472026
2011-08-05 289.231278
2011-08-08 272.737727
2011-08-09 286.419069
2011-08-10 274.231229
2011-08-11 280.784706
2011-08-12 281.603875
2011-08-15 278.337143
2011-08-16 269.231233
2011-08-17 266.309134
2011-08-18 252.188248
2011-08-19 245.21521
2011-08-22 248.836597
2011-08-23 259.151279
2011-08-24 261.38405
2011-08-25 259.760676
2011-08-26 263.167287
2011-08-29 269.271198
2011-08-30 270.080391
2011-08-31 270.210264
2011-09-01 265.984484
2011-09-02 262.158297
2011-09-06 260.829614
2011-09-07 266.748723
2011-09-08 267.213253
2011-09-09 262.163285
2011-09-12 264.795649
2011-09-13 264.49597
2011-09-14 265.769692
2011-09-15 271.00945
2011-09-16 273.067396
2011-09-19 273.062408
2011-09-20 273.042425
2011-09-21 269.331146
2011-09-22 260.070362
2011-09-23 262.492954
2011-09-26 265.679785
2011-09-27 269.401071
2011-09-28 264.156294
2011-09-29 263.48698
2011-09-30 257.263172
2011-10-03 247.512918
2011-10-04 250.699734
2011-10-05 252.098341
2011-10-06 257.098352
2011-10-07 257.303137
2011-10-10 268.317138
2011-10-11 271.319137
2011-10-12 273.976503
2011-10-13 279.216261
2011-10-14 295.544962
2011-10-17 290.91457
2011-10-18 294.960537
2011-10-19 290.060424
2011-10-20 291.54395
2011-10-21 294.950561
2011-10-24 297.912594
2011-10-25 291.289223
2011-10-26 292.862626
2011-10-27 299.036462
2011-10-28 299.770743
2011-10-31 296.024487
2011-11-01 289.03647
2011-11-02 292.118369
2011-11-03 298.452066
2011-11-04 297.772746
2011-11-07 303.861662
2011-11-08 305.864648
2011-11-09 300.175355
2011-11-10 297.24328
2011-11-11 303.871638
2011-11-14 306.194317
2011-11-15 307.972565
2011-11-16 305.430107
2011-11-17 300.135389
2011-11-18 297.143366
2011-11-21 290.18032
2011-11-22 289.710772
2011-11-23 284.770724
2011-11-25 281.219276
2011-11-28 293.801692
2011-11-29 291.174315
2011-11-30 299.39612
2011-12-01 306.578946
2011-12-02 309.870648
2011-12-05 312.51302
2011-12-06 311.573954
2011-12-07 311.384164
2011-12-08 307.717808
2011-12-09 313.397156
2011-12-12 312.383147
2011-12-13 312.503043
2011-12-14 308.726798
2011-12-15 309.461079
2011-12-16 312.667863
2011-12-19 310.604929
2011-12-20 314.870675
2011-12-21 312.597938
2011-12-22 314.536018
2011-12-23 316.254288
2011-12-27 319.805735
2011-12-28 319.531026
2011-12-29 320.879661
2011-12-30 322.62792
2012-01-03 332.373186
2012-01-04 333.80677
2012-01-05 329.176378
2012-01-06 324.685865
2012-01-09 310.919604
2012-01-10 311.259279
2012-01-11 312.667863
2012-01-12 314.506029
2012-01-13 312.18335
2012-01-17 313.976563
2012-01-18 316.13941
2012-01-19 319.46609
2012-01-20 292.702795
2012-01-23 292.468021
2012-01-24 290.175332
2012-01-25 284.461038
2012-01-26 283.766722
2012-01-27 289.700796
2012-01-30 288.556945
2012-01-31 289.765732
2012-02-01 290.12536
2012-02-02 292.263236
2012-02-03 297.867641
2012-02-06 304.241273
2012-02-07 303.082428
2012-02-08 304.620914
2012-02-09 305.425089
2012-02-10 302.652876
2012-02-13 305.794723
2012-02-14 304.575961
2012-02-15 302.47805
2012-02-16 302.957574
2012-02-17 302.018509
2012-02-21 306.693824
2012-02-22 303.666854
2012-02-23 302.752759
2012-02-24 304.645885
2012-02-27 304.351163
2012-02-28 308.886629
2012-02-29 308.816705
2012-03-01 310.889645
2012-03-02 310.315226
2012-03-05 306.818708
2012-03-06 302.17834
2012-03-07 303.097423
2012-03-08 303.267261
2012-03-09 299.825703
2012-03-12 302.273235
2012-03-13 308.581962
2012-03-14 307.687849
2012-03-15 310.255278
2012-03-16 312.208321
2012-03-19 316.673864
2012-03-20 316.429113
2012-03-21 319.670874
2012-03-22 322.702863
2012-03-23 320.974587
2012-03-26 324.341201
2012-03-27 323.187375
2012-03-28 327.553004
2012-03-29 323.88166
2012-03-30 320.300254
2012-04-02 323.137403
2012-04-03 320.989551
2012-04-04 317.258289
2012-04-05 315.844688
2012-04-09 315.105449
2012-04-10 313.117428
2012-04-11 317.662871
2012-04-12 325.180384
2012-04-13 311.988542
2012-04-16 302.732776
2012-04-17 304.481035
2012-04-18 303.422104
2012-04-19 299.351167
2012-04-20 297.73278
2012-04-23 298.502008
2012-04-24 300.335186
2012-04-25 304.555978
2012-04-26 307.428105
2012-04-27 307.183354
2012-04-30 302.12341
2012-05-01 301.913607
2012-05-02 303.327209
2012-05-03 305.205309
2012-05-04 298.187334
2012-05-07 303.472045
2012-05-08 306.089446
2012-05-09 304.271262
2012-05-10 306.524016
2012-05-11 302.3132
2012-05-14 301.698816
2012-05-15 305.250263
2012-05-16 314.151389
2012-05-17 311.214326
2012-05-18 299.900615
2012-05-21 306.748784
2012-05-22 300.100412
2012-05-23 304.426106
2012-05-24 301.528978
2012-05-25 295.47005
2012-05-29 296.873645
2012-05-30 293.821674
2012-05-31 290.140354
2012-06-01 285.205295
2012-06-04 289.00648
2012-06-05 284.920579
2012-06-06 289.995487
2012-06-07 288.826666
2012-06-08 289.93557
2012-06-11 283.966519
2012-06-12 282.268201
2012-06-13 280.265216
2012-06-14 279.24622
2012-06-15 281.97351
2012-06-18 285.140358
2012-06-19 290.475012
2012-06-20 288.467038
2012-06-21 282.323161
2012-06-22 285.455033
2012-06-25 280.070407
2012-06-26 282.058429
2012-06-27 284.366112
2012-06-28 281.873596
2012-06-29 289.745749
2012-07-02 289.945546
2012-07-03 293.621878
2012-07-05 297.662856
2012-07-06 292.697807
2012-07-09 292.712801
2012-07-10 290.55993
2012-07-11 285.310166
2012-07-12 284.955526
2012-07-13 287.972519
2012-07-16 287.173333
2012-07-17 288.077421
2012-07-18 290.090413
2012-07-19 296.234259
2012-07-20 305.105426
2012-07-23 307.448087
2012-07-24 303.482052
2012-07-25 303.691825
2012-07-26 306.374161
2012-07-27 317.163394
2012-07-30 315.834711
2012-07-31 316.169369
2012-08-01 316.024532
2012-08-02 314.061482
2012-08-03 320.345207
2012-08-06 321.089464
2012-08-07 319.950602
2012-08-08 320.794742
2012-08-09 320.85469
2012-08-10 320.679864
2012-08-13 329.675885
2012-08-14 333.996591
2012-08-15 333.437136
2012-08-16 336.09949
2012-08-17 338.232347
2012-08-20 337.433161
2012-08-21 334.421155
2012-08-22 338.25233
2012-08-23 338.062509
2012-08-24 338.976604
2012-08-27 334.276288
2012-08-28 338.287307
2012-08-29 343.661926
2012-08-30 340.500096
2012-08-31 342.203371
2012-09-04 340.180403
2012-09-05 340.020572
2012-09-06 349.35125
2012-09-07 352.722883
2012-09-10 350.035559
2012-09-11 345.74983
2012-09-12 345.095511
2012-09-13 352.667923
2012-09-14 354.486137
2012-09-17 354.635961
2012-09-18 358.781841
2012-09-19 363.387232
2012-09-20 363.696918
2012-09-21 366.628993
2012-09-24 374.316314
2012-09-25 374.206424
2012-09-26 376.354307
2012-09-27 377.87278
2012-09-28 376.873766
2012-10-01 380.510132
2012-10-02 378.11753
2012-10-03 380.869791
2012-10-04 383.642004
2012-10-05 383.442207
2012-10-08 378.542094
2012-10-09 371.673973
2012-10-10 371.908717
2012-10-11 375.365269
2012-10-12 372.003642
2012-10-15 370.120523
2012-10-16 371.978672
2012-10-17 377.368285
2012-10-18 347.153456
2012-10-19 340.555025
2012-10-22 338.996587
2012-10-23 339.835739
2012-10-24 338.312278
2012-10-25 338.542034
2012-10-26 337.238352
2012-10-31 339.810768
2012-11-01 343.452123
2012-11-02 343.616973
2012-11-05 341.139451
2012-11-06 340.520079
2012-11-07 333.227333
2012-11-08 325.81974
2012-11-09 331.184382
2012-11-12 332.617967
2012-11-13 329.196361
2012-11-14 325.949612
2012-11-15 323.307241
2012-11-16 323.267275
2012-11-19 333.771793
2012-11-20 334.650911
2012-11-21 332.602972
2012-11-23 333.651927
2012-11-26 330.245316
2012-11-27 335.020545
2012-11-28 341.494091
2012-11-29 345.600006
2012-11-30 348.836748
2012-12-03 347.27831
2012-12-04 345.170423
2012-12-05 343.567031
2012-12-06 345.220364
2012-12-07 341.763812
2012-12-10 342.368221
2012-12-11 348.092491
2012-12-12 348.432167
2012-12-13 350.999595
2012-12-14 350.62996
2012-12-17 360.030593
2012-12-18 360.17543
2012-12-19 359.695936
2012-12-20 360.819804
2012-12-21 357.458146
2012-12-24 354.396199
2012-12-26 354.081525
2012-12-27 352.792807
2012-12-28 349.655948
2012-12-31 353.337268
2013-01-02 361.264351
2013-01-03 361.474154
2013-01-04 368.617014
2013-01-07 367.008634
2013-01-08 366.284329
2013-01-09 368.691926
2013-01-10 370.370261
2013-01-11 369.626004
2013-01-14 361.264351
2013-01-15 362.103533
2013-01-16 357.238367
2013-01-17 355.305306
2013-01-18 351.903714
2013-01-22 351.084514
2013-01-23 370.380268
2013-01-24 376.728929
2013-01-25 376.459178
2013-01-28 374.990647
2013-01-29 376.464197
2013-01-30 376.539109
2013-01-31 377.468168
2013-02-01 387.413261
2013-02-04 379.131508
2013-02-05 382.488177
2013-02-06 384.700966
2013-02-07 386.589073
2013-02-08 392.293391
2013-02-11 390.819841
2013-02-12 389.960707
2013-02-13 391.039621
2013-02-14 393.517173
2013-02-15 396.049623
2013-02-19 403.022676
2013-02-20 395.834832
2013-02-21 397.3683
2013-02-22 399.456234
2013-02-25 394.990692
2013-02-26 394.670999
2013-02-27 399.491181
2013-02-28 400.200491
2013-03-01 402.693007
2013-03-04 410.340363
2013-03-05 418.88183
2013-03-06 415.275422
2013-03-07 415.884819
2013-03-08 415.345377
2013-03-11 416.993723
2013-03-12 413.392303
2013-03-13 412.243465
2013-03-14 410.360345
2013-03-15 406.743962
2013-03-18 403.492194
2013-03-19 405.255448
2013-03-20 406.948746
2013-03-21 405.225458
2013-03-22 404.750953
2013-03-25 404.416265
2013-03-26 405.804896
2013-03-27 400.929754
2013-03-28 396.698985
2013-04-01 400.195503
2013-04-02 406.114582
2013-04-03 402.697995
2013-04-04 397.138544
2013-04-05 391.134546
2013-04-08 387.038638
2013-04-09 388.437215
2013-04-10 394.69597
2013-04-11 394.800871
2013-04-12 394.631034
2013-04-15 390.575091
2013-04-16 396.289386
2013-04-17 390.889796
2013-04-18 382.573096
2013-04-19 399.536135
2013-04-22 399.656031
2013-04-23 403.547154
2013-04-24 406.319367
2013-04-25 404.146544
2013-04-26 400.310381
2013-04-29 409.121569
2013-04-30 411.87383
2013-05-01 409.805909
2013-05-02 414.391317
2013-05-03 422.438296
2013-05-06 430.345396
2013-05-07 428.187537
2013-05-08 436.379383
2013-05-09 435.305427
2013-05-10 439.676074
2013-05-13 438.327439
2013-05-14 443.107656
2013-05-15 457.488302
2013-05-16 451.484304
2013-05-17 454.136651
2013-05-20 453.81197
2013-05-21 453.032735
2013-05-22 444.266501
2013-05-23 440.954815
2013-05-24 436.22451
2013-05-28 440.195564
2013-05-29 433.722018
2013-05-30 434.945799
2013-05-31 435.175585
2013-06-03 433.382372
2013-06-04 429.121615
2013-06-05 429.421325
2013-06-06 431.88884
2013-06-07 439.426336
2013-06-10 444.666094
2013-06-11 439.466301
2013-06-12 435.555195
2013-06-13 438.062675
2013-06-14 437.083675
2013-06-17 442.683092
2013-06-18 449.860899
2013-06-19 449.890888
2013-06-20 441.928828
2013-06-21 440.025726
2013-06-24 434.461287
2013-06-25 432.668074
2013-06-26 436.389359
2013-06-27 438.097653
2013-06-28 439.745998
2013-07-01 443.497273
2013-07-02 440.715053
2013-07-03 442.772999
2013-07-05 446.299475
2013-07-08 452.09367
2013-07-09 452.168613
2013-07-10 452.543235
2013-07-11 459.661125
2013-07-12 461.039749
2013-07-15 461.88392
2013-07-16 459.34645
2013-07-17 458.816985
2013-07-18 454.885896
2013-07-19 447.852926
2013-07-22 454.895872
2013-07-23 451.449326
2013-07-24 450.999761
2013-07-25 443.407366
2013-07-26 442.233526
2013-07-29 440.695071
2013-07-30 445.015746
2013-07-31 443.432337
2013-08-01 451.65913
2013-08-02 452.832939
2013-08-05 452.048716
2013-08-06 447.837931
2013-08-07 444.880885
2013-08-08 445.884887
2013-08-09 444.760989
2013-08-12 442.313457
2013-08-13 440.185557
2013-08-14 434.471263
2013-08-15 429.401342
2013-08-16 428.027706
2013-08-19 432.393335
2013-08-20 432.278457
2013-08-21 434.231501
2013-08-22 436.419318
2013-08-23 434.67109
2013-08-26 432.762969
2013-08-27 424.651084
2013-08-28 423.851867
2013-08-29 427.288437
2013-08-30 423.02771
2013-09-03 429.76097
2013-09-04 435.38037
2013-09-05 439.341417
2013-09-06 439.351393
2013-09-09 443.582192
2013-09-10 443.891878
2013-09-11 447.64811
2013-09-12 446.084684
2013-09-13 444.091675
2013-09-16 443.437325
2013-09-17 442.613137
2013-09-18 451.209564
2013-09-19 448.747038
2013-09-20 451.104663
2013-09-23 442.807945
2013-09-24 442.977783
2013-09-25 438.177584
2013-09-26 438.647101
2013-09-27 437.758008
2013-09-30 437.518246
2013-10-01 443.057714
2013-10-02 443.552202
2013-10-03 437.608153
2013-10-04 435.739997
2013-10-07 432.438319
2013-10-08 426.409319
2013-10-09 427.503228
2013-10-10 433.687071
2013-10-11 435.560183
2013-10-14 437.618129
2013-10-15 440.565198
2013-10-16 448.567193
2013-10-17 443.951796
2013-10-18 505.200653
2013-10-21 501.149699
2013-10-22 502.997872
2013-10-23 515.1907
2013-10-24 512.263613
2013-10-25 507.09378
2013-10-28 506.993866
2013-10-29 517.603255
2013-10-30 514.696181
2013-10-31 514.776112
2013-11-01 513.00787
2013-11-04 512.543341
2013-11-05 510.250622
2013-11-06 510.865006
2013-11-07 503.472377
2013-11-08 507.508367
2013-11-11 504.791084
2013-11-12 505.385486
2013-11-13 515.720166
2013-11-14 517.09876
2013-11-15 516.264626
2013-11-18 515.260594
2013-11-19 512.088788
2013-11-20 510.645227
2013-11-21 516.519352
2013-11-22 515.430432
2013-11-25 522.443481
2013-11-26 528.677234
2013-11-27 531.024914
2013-11-29 529.266617
2013-12-02 526.714214
2013-12-03 526.104818
2013-12-04 528.562356
2013-12-05 528.14275
2013-12-06 534.401535
2013-12-09 538.53242
2013-12-10 541.789145
2013-12-11 538.107795
2013-12-12 534.446458
2013-12-13 529.866038
2013-12-16 535.954985
2013-12-17 534.396516
2013-12-18 541.834068
2013-12-19 542.56838
2013-12-20 549.761182
2013-12-23 556.993949
2013-12-24 555.365586
2013-12-26 558.172777
2013-12-27 558.642325
2013-12-30 554.176782
2013-12-31 559.796182
2014-01-02 556.004972
2014-01-03 551.948999
2014-01-06 558.102883
2014-01-07 568.862096
2014-01-08 570.045943
2014-01-09 564.556416
2014-01-10 564.526426
2014-01-13 560.930026
2014-01-14 574.126886
2014-01-15 573.737269
2014-01-16 577.533436
2014-01-17 574.691299
2014-01-21 581.269747
2014-01-22 581.929085
2014-01-23 579.471546
2014-01-24 561.35459
2014-01-27 550.065849
2014-01-28 560.94502
2014-01-29 552.908048
2014-01-30 567.128832
2014-01-31 589.896102
2014-02-03 566.149832
2014-02-04 568.512445
2014-02-05 571.029962
2014-02-06 579.401591
2014-02-07 588.132849
2014-02-10 585.880095
2014-02-11 594.496536
2014-02-12 592.753234
2014-02-13 599.351695
2014-02-14 600.800244
2014-02-18 604.836204
2014-02-19 600.570489
2014-02-20 601.454563
2014-02-21 601.294763
2014-02-24 605.650385
2014-02-25 609.391653
2014-02-26 609.476541
2014-02-27 608.997078
2014-02-28 607.21883
2014-03-03 600.745284
2014-03-04 606.849165
2014-03-05 608.522511
2014-03-06 609.196844
2014-03-07 606.789247
2014-03-10 605.180837
2014-03-11 599.396618
2014-03-12 603.047979
2014-03-13 593.937081
2014-03-14 585.81522
2014-03-17 595.455584
2014-03-18 605.025994
2014-03-19 599.027014
2014-03-20 597.983016
2014-03-21 590.930063
2014-03-24 578.387583
2014-03-25 578.782219
2014-03-26 565.420539
2014-03-27 558.462551
2014-03-28 559.992565
2014-03-31 556.972503
2014-04-01 567.162558
2014-04-02 567.002574
2014-04-03 569.742571
2014-04-04 543.14246
2014-04-07 538.152456
2014-04-08 554.902495
2014-04-09 564.142557
2014-04-10 540.952433
2014-04-11 530.602392
2014-04-14 532.522392
2014-04-15 536.442444
2014-04-16 556.54249
2014-04-17 536.1024
2014-04-21 528.622414
2014-04-22 534.812425
2014-04-23 526.942391
2014-04-24 525.162363
2014-04-25 516.182352
2014-04-28 517.152359
2014-04-29 527.70241
2014-04-30 526.662388
2014-05-01 531.352435
2014-05-02 527.932411
2014-05-05 527.812392
2014-05-06 515.14233
2014-05-07 509.962321
2014-05-08 511.002313
2014-05-09 518.732375
2014-05-12 529.922427
2014-05-13 533.092437
2014-05-14 526.652412
2014-05-15 519.982324
2014-05-16 520.632362
2014-05-19 528.862391
2014-05-20 529.772418
2014-05-21 538.942465
2014-05-22 545.062459
2014-05-23 552.702492
2014-05-27 565.952575
2014-05-28 561.682564
2014-05-29 560.082534
2014-05-30 559.892559
2014-06-02 553.932488
2014-06-03 544.94244
2014-06-04 544.662436
2014-06-05 553.902499
2014-06-06 556.332503
2014-06-09 562.122552
2014-06-10 560.552511
2014-06-11 558.842499
2014-06-12 551.352476
2014-06-13 551.762475
2014-06-16 544.282488
2014-06-17 543.012465
2014-06-18 553.372481
2014-06-19 554.902495
2014-06-20 556.362492
2014-06-23 564.952579
2014-06-24 564.622572
2014-06-25 578.652627
2014-06-26 576.002598
2014-06-27 577.242632
2014-06-30 575.282606
2014-07-01 582.672624
2014-07-02 582.33766
2014-07-03 584.732656
2014-07-07 582.252649
2014-07-08 571.092587
2014-07-09 576.08259
2014-07-10 571.102563
2014-07-11 579.182645
2014-07-14 584.872627
2014-07-15 584.782659
2014-07-16 582.662648
2014-07-17 573.732579
2014-07-18 595.082696
2014-07-21 589.472645
2014-07-22 594.742713
2014-07-23 595.982686
2014-07-24 593.352671
2014-07-25 589.022681
2014-07-28 590.602697
2014-07-29 585.612633
2014-07-30 587.42265
2014-07-31 571.602592
2014-08-01 566.072533
2014-08-04 573.152619
2014-08-05 565.072537
2014-08-06 566.376589
2014-08-07 563.362525
2014-08-08 568.772565
2014-08-11 567.882551
2014-08-12 562.732562
2014-08-13 574.782577
2014-08-14 574.652582
2014-08-15 573.482626
2014-08-18 582.162619
2014-08-19 586.862643
2014-08-20 584.492618
2014-08-21 583.372664
2014-08-22 582.562642
2014-08-25 580.202654
2014-08-26 577.862619
2014-08-27 571.002557
2014-08-28 569.202577
2014-08-29 571.602592
2014-09-02 577.332601
2014-09-03 577.942611
2014-09-04 581.982621
2014-09-05 586.082672
2014-09-08 589.722659
2014-09-09 581.012615
2014-09-10 583.102636
2014-09-11 581.352659
2014-09-12 575.622589
2014-09-15 573.102616
2014-09-16 579.95264
2014-09-17 584.772622
2014-09-18 589.272695
2014-09-19 596.082692
2014-09-22 587.372648
2014-09-23 581.132634
2014-09-24 587.992634
2014-09-25 575.062581
2014-09-26 577.1026
2014-09-29 576.362594
2014-09-30 577.36259
2014-10-01 568.272597
2014-10-02 570.082554
2014-10-03 575.282606
2014-10-06 577.352614
2014-10-07 563.742534
2014-10-08 572.502582
2014-10-09 560.882518
2014-10-10 544.492476
2014-10-13 533.212394
2014-10-14 537.942408
2014-10-15 530.032409
2014-10-16 524.512387
2014-10-17 511.172305
2014-10-20 520.842349
2014-10-21 526.542369
2014-10-22 532.712427
2014-10-23 543.982471
2014-10-24 539.782415
2014-10-27 540.772435
2014-10-28 548.902458
2014-10-29 549.33247
2014-10-30 550.312514
2014-10-31 559.082538
2014-11-03 555.222525
2014-11-04 554.112486
2014-11-05 545.922484
2014-11-06 542.042458
2014-11-07 541.012473
2014-11-10 547.492463
2014-11-11 550.292501
2014-11-12 547.312465
2014-11-13 545.38249
2014-11-14 544.402446
2014-11-17 536.512399
2014-11-18 535.032449
2014-11-19 536.992415
2014-11-20 534.832438
2014-11-21 537.502419
2014-11-24 539.272471
2014-11-25 541.082428
2014-11-26 540.372473
2014-11-28 541.832471
2014-12-01 533.802391
2014-12-02 533.752389
2014-12-03 531.322384
2014-12-04 537.312445
2014-12-05 525.262369
2014-12-08 526.982357
2014-12-09 533.37244
2014-12-10 526.062353
2014-12-11 528.34241
2014-12-12 518.662359
2014-12-15 513.802351
2014-12-16 495.392242
2014-12-17 504.892295
2014-12-18 511.102319
2014-12-19 516.352313
2014-12-22 524.872383
2014-12-23 530.592416
2014-12-24 528.772422
2014-12-26 534.032392
2014-12-29 530.332426
2014-12-30 530.422394
2014-12-31 526.402397
2015-01-02 524.812404
2015-01-05 513.872306
2015-01-06 501.962262
2015-01-07 501.102268
2015-01-08 502.682285
2015-01-09 496.172244
2015-01-12 492.552239
2015-01-13 496.182251
2015-01-14 500.872267
2015-01-15 501.792271
2015-01-16 508.082288
2015-01-20 506.902294
2015-01-21 518.042373
2015-01-22 534.392388
2015-01-23 539.952437
2015-01-26 535.212448
2015-01-27 518.63237
2015-01-28 510.002318
2015-01-29 510.6623
2015-01-30 534.522445
2015-02-02 528.482381
2015-02-03 529.2424
2015-02-04 522.762349
2015-02-05 527.582391
2015-02-06 531.002415
2015-02-09 527.832406
2015-02-10 536.942412
2015-02-11 535.972405
2015-02-12 542.932472
2015-02-13 549.012501
2015-02-17 542.842443
2015-02-18 539.702422
2015-02-19 542.872432
2015-02-20 538.952441
2015-02-23 531.912381
2015-02-24 536.092424
2015-02-25 543.872489
2015-02-26 555.482516
2015-02-27 558.402511
2015-03-02 571.342601
2015-03-03 573.64261
2015-03-04 573.372583
2015-03-05 575.332609
2015-03-06 567.687558
2015-03-09 568.852557
2015-03-10 555.012538
2015-03-11 551.182515
2015-03-12 555.512505
2015-03-13 547.322503
2015-03-16 554.512509
2015-03-17 550.842471
2015-03-18 559.502513
2015-03-19 557.992512
2015-03-20 560.362537
2015-03-23 558.81251
2015-03-24 570.192597
2015-03-25 558.787539
2015-03-26 555.172522
2015-03-27 548.342512
2015-03-30 552.032502
2015-03-31 548.002468
2015-04-01 542.562439
2015-04-02 535.532417
2015-04-06 536.767432
2015-04-07 537.022404
2015-04-08 541.612446
2015-04-09 540.782472
2015-04-10 540.012416
2015-04-13 539.172466
2015-04-14 530.392405
2015-04-15 532.532429
2015-04-16 533.802391
2015-04-17 524.052386
2015-04-20 535.382408
2015-04-21 533.972413
2015-04-22 539.367458
2015-04-23 547.002472
2015-04-24 565.062561
2015-04-27 555.369995
2015-04-28 553.679993
2015-04-29 549.080017
2015-04-30 537.340027
2015-05-01 537.900024
2015-05-04 540.780029
2015-05-05 530.799988
2015-05-06 524.219971
2015-05-07 530.700012
2015-05-08 538.219971
2015-05-11 535.700012
2015-05-12 529.039978
2015-05-13 529.619995
2015-05-14 538.400024
2015-05-15 533.849976
2015-05-18 532.299988
2015-05-19 537.359985
2015-05-20 539.27002
2015-05-21 542.51001
2015-05-22 540.109985
2015-05-26 532.320007
2015-05-27 539.789978
2015-05-28 539.780029
2015-05-29 532.109985
2015-06-01 533.98999
2015-06-02 539.179993
2015-06-03 540.309998
2015-06-04 536.700012
2015-06-05 533.330017
2015-06-08 526.830017
2015-06-09 526.690002
2015-06-10 536.690002
2015-06-11 534.609985
2015-06-12 532.330017
2015-06-15 527.200012
2015-06-16 528.150024
2015-06-17 529.26001
2015-06-18 536.72998
2015-06-19 536.690002
2015-06-22 538.190002
2015-06-23 540.47998
2015-06-24 537.840027
2015-06-25 535.22998
2015-06-26 531.690002
2015-06-29 521.52002
2015-06-30 520.51001
2015-07-01 521.840027
2015-07-02 523.400024
2015-07-06 522.859985
2015-07-07 525.02002
2015-07-08 516.830017
2015-07-09 520.679993
2015-07-10 530.130005
2015-07-13 546.549988
2015-07-14 561.099976
2015-07-15 560.219971
2015-07-16 579.849976
2015-07-17 672.929993
2015-07-20 663.02002
2015-07-21 662.299988
2015-07-22 662.099976
2015-07-23 644.280029
2015-07-24 623.559998
2015-07-27 627.26001
2015-07-28 628
2015-07-29 631.929993
2015-07-30 632.590027
2015-07-31 625.609985
2015-08-03 631.210022
2015-08-04 629.25
2015-08-05 643.780029
2015-08-06 642.679993
2015-08-07 635.299988
2015-08-10 633.72998
2015-08-11 660.780029
2015-08-12 659.559998
2015-08-13 656.450012
2015-08-14 657.119995
2015-08-17 660.869995
2015-08-18 656.130005
2015-08-19 660.900024
2015-08-20 646.830017
2015-08-21 612.47998
2015-08-24 589.609985
2015-08-25 582.059998
2015-08-26 628.619995
2015-08-27 637.609985
2015-08-28 630.380005
2015-08-31 618.25
2015-09-01 597.789978
2015-09-02 614.340027
2015-09-03 606.25
2015-09-04 600.700012
2015-09-08 614.659973
2015-09-09 612.719971
2015-09-10 621.349976
2015-09-11 625.77002
2015-09-14 623.23999
2015-09-15 635.140015
2015-09-16 635.97998
2015-09-17 642.900024
2015-09-18 629.25
2015-09-21 635.440002
2015-09-22 622.690002
2015-09-23 622.359985
2015-09-24 625.799988
2015-09-25 611.969971
2015-09-28 594.890015
2015-09-29 594.969971
2015-09-30 608.419983
2015-10-01 611.289978
2015-10-02 626.909973
2015-10-05 641.469971
2015-10-06 645.440002
2015-10-07 642.359985
2015-10-08 639.159973
2015-10-09 643.609985
2015-10-12 646.669983
2015-10-13 652.299988
2015-10-14 651.159973
2015-10-15 661.73999
2015-10-16 662.200012
2015-10-19 666.099976
2015-10-20 650.280029
2015-10-21 642.609985
2015-10-22 651.789978
2015-10-23 702
2015-10-26 712.780029
2015-10-27 708.48999
2015-10-28 712.950012
2015-10-29 716.919983
2015-10-30 710.809998
2015-11-02 721.109985
2015-11-03 722.159973
2015-11-04 728.109985
2015-11-05 731.25
2015-11-06 733.76001
2015-11-09 724.890015
2015-11-10 728.320007
2015-11-11 735.400024
2015-11-12 731.22998
2015-11-13 717
2015-11-16 728.960022
2015-11-17 725.299988
2015-11-18 740
2015-11-19 738.409973
2015-11-20 756.599976
2015-11-23 755.97998
2015-11-24 748.280029
2015-11-25 748.150024
2015-11-27 750.26001
2015-11-30 742.599976
2015-12-01 767.039978
2015-12-02 762.380005
2015-12-03 752.539978
2015-12-04 766.809998
2015-12-07 763.25
2015-12-08 762.369995
2015-12-09 751.609985
2015-12-10 749.460022
2015-12-11 738.869995
2015-12-14 747.77002
2015-12-15 743.400024
2015-12-16 758.090027
2015-12-17 749.429993
2015-12-18 739.309998
2015-12-21 747.77002
2015-12-22 750
2015-12-23 750.309998
2015-12-24 748.400024
2015-12-28 762.51001
2015-12-29 776.599976
2015-12-30 771
2015-12-31 758.880005
2016-01-04 741.840027
2016-01-05 742.580017
2016-01-06 743.619995
2016-01-07 726.390015
2016-01-08 714.469971
2016-01-11 716.030029
2016-01-12 726.070007
2016-01-13 700.559998
2016-01-14 714.719971
2016-01-15 694.450012
2016-01-19 701.789978
2016-01-20 698.450012
2016-01-21 706.590027
2016-01-22 725.25
2016-01-25 711.669983
2016-01-26 713.039978
2016-01-27 699.98999
2016-01-28 730.960022
2016-01-29 742.950012
2016-02-01 752
2016-02-02 764.650024
2016-02-03 726.950012
2016-02-04 708.01001
2016-02-05 683.570007
2016-02-08 682.73999
2016-02-09 678.109985
2016-02-10 684.119995
2016-02-11 683.109985
2016-02-12 682.400024
2016-02-16 691
2016-02-17 708.400024
2016-02-18 697.349976
2016-02-19 700.909973
2016-02-22 706.460022
2016-02-23 695.849976
2016-02-24 699.559998
2016-02-25 705.75
2016-02-26 705.070007
2016-02-29 697.77002
2016-03-01 718.809998
2016-03-02 718.849976
2016-03-03 712.419983
2016-03-04 710.890015
2016-03-07 695.159973
2016-03-08 693.969971
2016-03-09 705.23999
2016-03-10 712.820007
2016-03-11 726.820007
2016-03-14 730.48999
2016-03-15 728.330017
2016-03-16 736.090027
2016-03-17 737.780029
2016-03-18 737.599976
2016-03-21 742.090027
2016-03-22 740.75
2016-03-23 738.059998
2016-03-24 735.299988
2016-03-28 733.530029
