"Index" "VLKAY.Adjusted"
2011-08-15 28.647146
2011-08-16 27.937338
2011-08-17 27.646133
2011-08-18 26.026315
2011-08-19 24.934301
2011-08-22 24.069791
2011-08-23 25.125404
2011-08-24 25.980813
2011-08-25 25.598608
2011-08-26 26.262918
2011-08-29 26.899924
2011-08-30 27.009127
2011-08-31 27.391331
2011-09-01 27.536933
2011-09-02 26.299317
2011-09-06 24.843299
2011-09-07 26.171916
2011-09-08 25.216404
2011-09-09 23.96969
2011-09-12 23.751287
2011-09-13 23.796787
2011-09-14 25.070802
2011-09-15 25.989913
2011-09-16 26.080915
2011-09-19 25.116304
2011-09-20 25.716911
2011-09-21 24.615797
2011-09-22 22.559173
2011-09-23 22.759375
2011-09-26 22.641073
2011-09-27 23.696687
2011-09-28 23.177979
2011-09-29 24.02429
2011-09-30 22.559173
2011-10-03 21.139555
2011-10-04 20.893852
2011-10-05 21.612761
2011-10-06 22.568272
2011-10-07 22.932278
2011-10-10 24.160791
2011-10-11 24.388294
2011-10-12 25.343807
2011-10-13 25.371106
2011-10-14 26.108216
2011-10-17 25.161804
2011-10-18 25.780611
2011-10-19 25.362007
2011-10-20 25.143603
2011-10-21 26.053614
2011-10-24 27.027327
2011-10-25 26.390319
2011-10-26 26.936326
2011-10-27 29.71186
2011-10-28 29.84836
2011-10-31 28.528845
2011-11-01 27.109228
2011-11-02 28.547046
2011-11-03 29.839261
2011-11-04 29.156753
2011-11-07 29.438854
2011-11-08 29.84836
2011-11-09 27.800835
2011-11-10 28.292242
2011-11-11 29.284154
2011-11-14 28.947449
2011-11-15 28.665346
2011-11-16 28.119339
2011-11-17 27.236629
2011-11-18 27.072827
2011-11-21 26.42672
2011-11-22 26.162816
2011-11-23 24.570297
2011-11-25 24.197192
2011-11-28 26.344819
2011-11-29 25.716911
2011-11-30 27.527833
2011-12-01 27.182029
2011-12-02 27.618834
2011-12-05 27.618834
2011-12-06 27.646133
2011-12-07 27.755335
2011-12-08 26.454019
2011-12-09 26.990926
2011-12-12 25.480308
2011-12-13 25.143603
2011-12-14 24.233592
2011-12-15 24.297294
2011-12-16 24.351894
2011-12-19 24.169892
2011-12-20 25.216404
2011-12-21 25.034403
2011-12-22 24.961602
2011-12-23 25.079902
2011-12-27 25.098103
2011-12-28 24.279094
2011-12-29 24.297294
2011-12-30 24.288194
2012-01-03 25.953514
2012-01-04 25.75331
2012-01-05 26.135515
2012-01-06 25.525808
2012-01-09 25.735112
2012-01-10 26.044515
2012-01-11 26.454019
2012-01-12 26.899924
2012-01-13 26.253818
2012-01-17 27.36403
2012-01-18 27.891837
2012-01-19 28.729047
2012-01-20 28.98385
2012-01-23 29.02935
2012-01-24 28.829149
2012-01-25 29.548058
2012-01-26 29.684558
2012-01-27 29.84836
2012-01-30 29.566259
2012-01-31 29.593558
2012-02-01 30.494467
2012-02-02 29.993962
2012-02-03 30.758371
2012-02-06 30.803871
2012-02-07 30.603671
2012-02-08 30.903973
2012-02-09 31.358978
2012-02-10 30.53997
2012-02-13 31.240679
2012-02-14 30.576368
2012-02-15 30.030363
2012-02-16 30.52177
2012-02-17 31.031373
2012-02-21 31.058676
2012-02-22 31.049574
2012-02-23 30.467168
2012-02-24 30.922173
2012-02-27 30.549069
2012-02-28 30.976775
2012-02-29 30.831173
2012-03-01 31.431781
2012-03-02 31.331679
2012-03-05 31.358978
2012-03-06 29.666357
2012-03-07 29.793761
2012-03-08 31.031373
2012-03-09 30.703772
2012-03-12 30.621871
2012-03-13 30.503569
2012-03-14 30.940374
2012-03-15 31.131475
2012-03-16 31.031373
2012-03-19 31.067775
2012-03-20 29.402456
2012-03-21 29.575357
2012-03-22 29.238654
2012-03-23 29.75736
2012-03-26 29.748258
2012-03-27 29.75736
2012-03-28 29.64816
2012-03-29 28.647146
2012-03-30 29.402456
2012-04-02 29.821061
2012-04-03 29.038451
2012-04-04 28.12844
2012-04-05 27.937338
2012-04-09 27.837236
2012-04-10 27.054626
2012-04-11 27.982838
2012-04-12 28.619846
2012-04-13 27.910037
2012-04-16 28.12844
2012-04-17 28.75605
2012-04-18 28.419831
2012-04-19 27.738054
2012-04-20 27.859465
2012-04-23 27.009579
2012-04-24 27.653999
2012-04-25 28.58794
2012-04-26 30.932131
2012-04-27 31.567211
2012-04-30 32.006165
2012-05-01 32.342384
2012-05-02 32.080878
2012-05-03 32.491815
2012-05-04 31.595232
2012-05-07 31.501836
2012-05-08 31.006848
2012-05-09 30.446481
2012-05-10 30.016869
2012-05-11 30.31573
2012-05-14 29.671312
2012-05-15 29.363111
2012-05-16 28.933497
2012-05-17 28.457187
2012-05-18 27.999556
2012-05-21 28.522565
2012-05-22 29.166983
2012-05-23 28.625297
2012-05-24 28.12097
2012-05-25 28.186345
2012-05-29 29.325753
2012-05-30 28.167666
2012-05-31 28.139647
2012-06-01 27.093634
2012-06-04 26.645343
2012-06-05 26.766754
2012-06-06 27.63532
2012-06-07 27.766071
2012-06-08 27.523246
2012-06-11 27.448531
2012-06-12 27.831447
2012-06-13 27.121653
2012-06-14 27.037598
2012-06-15 27.682016
2012-06-18 27.392495
2012-06-19 28.092951
2012-06-20 28.177006
2012-06-21 27.121653
2012-06-22 27.196368
2012-06-25 26.402518
2012-06-26 26.402518
2012-06-27 26.393178
2012-06-28 26.458554
2012-06-29 28.083611
2012-07-02 27.878145
2012-07-03 27.896824
2012-07-05 29.633953
2012-07-06 28.849443
2012-07-09 28.774727
2012-07-10 28.952177
2012-07-11 28.868122
2012-07-12 29.269717
2012-07-13 30.418464
2012-07-16 29.99819
2012-07-17 30.091586
2012-07-18 30.1663
2012-07-19 30.474502
2012-07-20 29.942156
2012-07-23 29.166983
2012-07-24 28.513225
2012-07-25 29.652633
2012-07-26 28.354455
2012-07-27 29.307074
2012-07-30 29.344432
2012-07-31 29.746027
2012-08-01 29.465844
2012-08-02 29.026892
2012-08-03 30.353089
2012-08-06 30.623932
2012-08-07 31.193637
2012-08-08 30.679967
2012-08-09 30.904114
2012-08-10 31.128261
2012-08-13 30.736004
2012-08-14 30.866755
2012-08-15 30.595912
2012-08-16 30.679967
2012-08-17 31.053544
2012-08-20 31.053544
2012-08-21 31.202975
2012-08-22 31.473819
2012-08-23 31.174958
2012-08-24 30.521198
2012-08-27 30.726666
2012-08-28 31.128261
2012-08-29 31.333726
2012-08-30 30.175641
2012-08-31 30.418464
2012-09-04 29.185662
2012-09-05 29.279057
2012-09-06 30.539877
2012-09-07 30.866755
2012-09-10 30.586574
2012-09-11 31.399102
2012-09-12 31.894093
2012-09-13 32.389081
2012-09-14 33.631221
2012-09-17 33.472452
2012-09-18 32.501153
2012-09-19 32.771996
2012-09-20 32.650583
2012-09-21 33.192271
2012-09-24 33.248305
2012-09-25 32.631904
2012-09-26 31.473819
2012-09-27 31.707304
2012-09-28 31.28703
2012-10-01 31.28703
2012-10-02 31.847393
2012-10-03 31.613908
2012-10-04 32.594549
2012-10-05 32.659924
2012-10-08 32.220971
2012-10-09 31.959469
2012-10-10 32.034182
2012-10-11 32.491815
2012-10-12 32.314364
2012-10-15 32.342384
2012-10-16 32.650583
2012-10-17 33.089536
2012-10-18 33.612545
2012-10-19 33.705938
2012-10-22 33.724617
2012-10-23 33.248305
2012-10-24 34.004798
2012-10-25 35.022794
2012-10-26 35.022794
2012-10-31 36.517099
2012-11-01 37.226896
2012-11-02 36.573137
2012-11-05 35.713913
2012-11-06 35.583158
2012-11-07 35.200242
2012-11-08 34.397056
2012-11-09 34.172908
2012-11-12 34.294321
2012-11-13 33.995461
2012-11-14 33.621883
2012-11-15 33.640562
2012-11-16 33.52849
2012-11-19 35.209583
2012-11-20 35.695233
2012-11-21 36.311634
2012-11-23 36.685209
2012-11-26 36.563799
2012-11-27 36.98407
2012-11-28 37.142841
2012-11-29 37.637829
2012-11-30 38.263572
2012-12-03 37.927352
2012-12-04 38.067441
2012-12-05 37.525757
2012-12-06 38.08612
2012-12-07 38.039424
2012-12-10 38.039424
2012-12-11 38.786576
2012-12-12 38.973365
2012-12-13 39.169492
2012-12-14 39.22553
2012-12-17 39.412319
2012-12-18 39.645804
2012-12-19 39.571087
2012-12-20 39.832593
2012-12-21 39.795234
2012-12-24 39.954003
2012-12-26 40.094095
2012-12-27 40.103433
2012-12-28 40.159471
2012-12-31 40.598424
2013-01-02 41.709813
2013-01-03 40.906623
2013-01-04 41.009357
2013-01-07 40.075416
2013-01-08 39.561749
2013-01-09 39.272226
2013-01-10 39.907306
2013-01-11 41.186805
2013-01-14 41.31756
2013-01-15 41.326897
2013-01-16 41.373594
2013-01-17 41.326897
2013-01-18 41.625758
2013-01-22 42.204801
2013-01-23 42.550362
2013-01-24 42.625075
2013-01-25 43.633733
2013-01-28 43.857877
2013-01-29 43.521658
2013-01-30 43.549678
2013-01-31 43.288173
2013-02-01 44.567675
2013-02-04 42.625075
2013-02-05 42.251501
2013-02-06 42.027353
2013-02-07 41.597741
2013-02-08 42.167446
2013-02-11 42.214142
2013-02-12 42.615737
2013-02-13 42.87724
2013-02-14 42.05537
2013-02-15 41.831227
2013-02-19 42.727809
2013-02-20 42.466307
2013-02-21 41.168129
2013-02-22 39.094779
2013-02-25 37.1335
2013-02-26 37.637829
2013-02-27 38.581112
2013-02-28 38.57177
2013-03-01 37.66585
2013-03-04 37.28293
2013-03-05 38.13282
2013-03-06 38.599791
2013-03-07 39.477694
2013-03-08 39.066761
2013-03-11 38.945348
2013-03-12 38.459698
2013-03-13 38.646487
2013-03-14 37.992728
2013-03-15 37.217555
2013-03-18 36.731909
2013-03-19 36.395689
2013-03-20 35.984753
2013-03-21 35.657875
2013-03-22 36.330314
2013-03-25 35.601837
2013-03-26 35.760609
2013-03-27 35.40571
2013-03-28 35.293638
2013-04-01 35.265618
2013-04-02 35.555141
2013-04-03 35.676554
2013-04-04 35.769947
2013-04-05 35.480427
2013-04-08 35.882019
2013-04-09 35.359014
2013-04-10 35.302976
2013-04-11 35.545803
2013-04-12 34.527807
2013-04-15 33.519149
2013-04-16 34.378376
2013-04-17 32.921427
2013-04-18 32.164933
2013-04-19 33.070857
2013-04-22 33.575186
2013-04-23 34.276626
2013-04-24 35.733167
2013-04-25 36.078138
2013-04-26 35.714002
2013-04-29 36.883069
2013-04-30 37.180124
2013-05-01 37.074716
2013-05-02 36.777661
2013-05-03 38.147959
2013-05-06 37.908397
2013-05-07 37.601757
2013-05-08 38.080882
2013-05-09 37.764658
2013-05-10 37.553841
2013-05-13 37.208874
2013-05-14 37.946724
2013-05-15 38.128794
2013-05-16 38.349191
2013-05-17 39.575751
2013-05-20 41.348517
2013-05-21 41.061039
2013-05-22 41.108954
2013-05-23 40.773564
2013-05-24 40.716071
2013-05-28 40.275273
2013-05-29 40.361516
2013-05-30 41.406009
2013-05-31 40.936469
2013-06-03 41.223943
2013-06-04 40.371101
2013-06-05 40.160284
2013-06-06 40.495671
2013-06-07 41.013127
2013-06-10 41.703068
2013-06-11 40.33277
2013-06-12 39.374519
2013-06-13 39.757821
2013-06-14 39.575751
2013-06-17 40.236946
2013-06-18 40.275273
2013-06-19 39.067879
2013-06-20 37.295113
2013-06-21 36.796826
2013-06-24 36.154796
2013-06-25 37.189709
2013-06-26 37.35261
2013-06-27 37.755077
2013-06-28 37.35261
2013-07-01 37.889231
2013-07-02 37.333444
2013-07-03 37.122631
2013-07-05 37.54426
2013-07-08 37.8509
2013-07-09 38.454599
2013-07-10 38.79957
2013-07-11 39.997383
2013-07-12 40.246527
2013-07-15 40.553167
2013-07-16 40.687321
2013-07-17 41.061039
2013-07-18 41.492252
2013-07-19 41.406009
2013-07-22 41.118535
2013-07-23 41.635991
2013-07-24 41.808477
2013-07-25 42.718815
2013-07-26 42.23969
2013-07-29 42.651734
2013-07-30 43.504581
2013-07-31 43.849548
2013-08-01 44.711975
2013-08-02 44.434081
2013-08-05 44.874879
2013-08-06 44.702394
2013-08-07 44.338258
2013-08-08 44.73114
2013-08-09 45.066527
2013-08-12 45.689391
2013-08-13 45.996031
2013-08-14 46.283505
2013-08-15 45.976865
2013-08-16 45.468994
2013-08-19 45.401916
2013-08-20 45.181519
2013-08-21 44.961118
2013-08-22 45.938534
2013-08-23 45.718137
2013-08-26 45.516905
2013-08-27 43.945375
2013-08-28 43.111698
2013-08-29 43.245852
2013-08-30 42.565492
2013-09-03 42.36426
2013-09-04 42.000127
2013-09-05 42.297183
2013-09-06 42.220525
2013-09-09 42.450503
2013-09-10 44.558655
2013-09-11 44.606567
2013-09-12 44.386169
2013-09-13 45.03778
2013-09-16 45.286924
2013-09-17 44.501158
2013-09-18 45.785214
2013-09-19 44.616151
2013-09-20 43.677066
2013-09-23 43.485415
2013-09-24 44.022033
2013-09-25 44.481993
2013-09-26 44.11786
2013-09-27 44.204103
2013-09-30 43.456665
2013-10-01 43.868713
2013-10-02 43.533327
2013-10-03 42.642154
2013-10-04 42.594242
2013-10-07 42.939213
2013-10-08 42.325929
2013-10-09 42.431337
2013-10-10 43.907044
2013-10-11 43.849548
2013-10-14 44.098695
2013-10-15 43.744143
2013-10-16 44.558655
2013-10-17 45.545652
2013-10-18 44.941957
2013-10-21 45.03778
2013-10-22 45.698972
2013-10-23 45.229431
2013-10-24 45.679806
2013-10-25 45.200681
2013-10-28 44.472412
2013-10-29 44.165772
2013-10-30 46.523068
2013-10-31 46.954281
2013-11-01 46.915951
2013-11-04 47.615473
2013-11-05 47.098021
2013-11-06 47.52923
2013-11-07 47.203425
2013-11-08 47.241756
2013-11-11 47.21301
2013-11-12 46.935116
2013-11-13 47.174679
2013-11-14 47.280087
2013-11-15 47.931698
2013-11-18 48.104183
2013-11-19 48.391657
2013-11-20 47.893367
2013-11-21 48.621639
2013-11-22 49.024103
2013-11-25 48.583308
2013-11-26 48.976191
2013-11-27 49.656548
2013-11-29 49.85778
2013-12-02 49.637383
2013-12-03 48.592889
2013-12-04 48.851617
2013-12-05 48.420404
2013-12-06 49.167842
2013-12-09 49.110345
2013-12-10 48.822871
2013-12-11 48.707882
2013-12-12 48.008356
2013-12-13 47.998775
2013-12-16 48.870783
2013-12-17 49.158257
2013-12-18 49.809868
2013-12-19 49.876945
2013-12-20 50.059015
2013-12-23 50.566887
2013-12-24 50.605218
2013-12-26 50.873527
2013-12-27 51.688038
2013-12-30 52.5313
2013-12-31 52.416311
2014-01-02 50.84478
2014-01-03 50.35607
2014-01-06 50.53814
2014-01-07 50.739372
2014-01-08 50.384821
2014-01-09 50.49981
2014-01-10 51.42931
2014-01-13 50.47106
2014-01-14 50.413567
2014-01-15 51.132255
2014-01-16 51.362233
2014-01-17 51.161001
2014-01-21 51.371817
2014-01-22 51.036428
2014-01-23 50.308159
2014-01-24 47.989194
2014-01-27 48.104183
2014-01-28 49.416985
2014-01-29 47.912532
2014-01-30 47.471738
2014-01-31 46.408079
2014-02-03 45.746887
2014-02-04 45.622314
2014-02-05 46.360167
2014-02-06 47.395076
2014-02-07 47.912532
2014-02-10 48.180841
2014-02-11 49.311577
2014-02-12 49.924857
2014-02-13 50.81603
2014-02-14 51.352652
2014-02-18 51.343071
2014-02-19 50.978935
2014-02-20 50.787284
2014-02-21 49.273246
2014-02-24 48.966606
2014-02-25 49.129511
2014-02-26 48.698297
2014-02-27 48.506646
2014-02-28 48.832452
2014-03-03 47.538815
2014-03-04 48.295834
2014-03-05 48.008356
2014-03-06 48.228757
2014-03-07 47.826289
2014-03-10 46.666807
2014-03-11 47.098021
2014-03-12 47.021359
2014-03-13 46.331417
2014-03-14 46.235593
2014-03-17 46.868039
2014-03-18 46.954281
2014-03-19 46.848873
2014-03-20 46.676388
2014-03-21 45.823545
2014-03-24 45.9577
2014-03-25 46.75305
2014-03-26 46.983028
2014-03-27 47.069271
2014-03-28 48.267084
2014-03-31 48.659966
2014-04-01 49.033684
2014-04-02 49.024103
2014-04-03 48.535396
2014-04-04 48.803705
2014-04-07 48.679132
2014-04-08 48.746209
2014-04-09 51.534718
2014-04-10 50.557302
2014-04-11 50.241081
2014-04-14 49.88653
2014-04-15 49.129511
2014-04-16 50.547721
2014-04-17 50.796865
2014-04-21 50.863946
2014-04-22 51.419729
2014-04-23 51.170586
2014-04-24 50.96935
2014-04-25 50.288993
2014-04-28 51.093924
2014-04-29 50.154839
2014-04-30 51.228078
2014-05-01 50.96935
2014-05-02 50.059015
2014-05-05 50.336905
2014-05-06 49.781122
2014-05-07 49.493647
2014-05-08 49.829033
2014-05-09 49.838824
2014-05-12 49.848614
2014-05-13 49.094667
2014-05-14 49.740907
2014-05-15 49.69195
2014-05-16 50.132569
2014-05-19 50.367563
2014-05-20 50.299023
2014-05-21 50.710269
2014-05-22 50.592768
2014-05-23 51.111721
2014-05-27 51.581713
2014-05-28 51.376092
2014-05-29 51.581713
2014-05-30 51.425049
2014-06-02 51.992955
2014-06-03 51.503379
2014-06-04 50.749436
2014-06-05 51.895041
2014-06-06 52.012539
2014-06-09 51.640464
2014-06-10 51.004014
2014-06-11 51.141094
2014-06-12 51.493589
2014-06-13 51.239012
2014-06-16 51.082344
2014-06-17 51.405466
2014-06-18 51.650254
2014-06-19 51.895041
2014-06-20 51.787334
2014-06-23 51.4838
2014-06-24 50.98443
2014-06-25 51.180261
2014-06-26 50.465481
2014-06-27 50.817976
2014-06-30 50.769015
2014-07-01 50.955057
2014-07-02 51.611087
2014-07-03 51.219428
2014-07-07 50.015072
2014-07-08 49.192584
2014-07-09 49.006543
2014-07-10 48.840089
2014-07-11 48.957586
2014-07-14 49.388412
2014-07-15 49.594036
2014-07-16 50.083612
2014-07-17 48.4778
2014-07-18 48.654048
2014-07-21 47.909894
2014-07-22 47.851144
2014-07-23 47.968645
2014-07-24 47.83156
2014-07-25 47.253861
2014-07-28 46.078882
2014-07-29 46.137628
2014-07-30 45.775343
2014-07-31 45.324934
2014-08-01 44.943066
2014-08-04 45.559929
2014-08-05 43.80725
2014-08-06 43.94433
2014-08-07 43.327464
2014-08-08 43.670165
2014-08-11 44.179325
2014-08-12 43.719126
2014-08-13 44.208702
2014-08-14 44.061828
2014-08-15 43.905164
2014-08-18 44.022661
2014-08-19 44.619944
2014-08-20 44.404529
2014-08-21 44.962645
2014-08-22 44.59057
2014-08-25 44.747235
2014-08-26 44.864732
2014-08-27 44.903899
2014-08-28 44.414323
2014-08-29 44.032454
2014-09-02 44.052038
2014-09-03 44.502447
2014-09-04 44.874525
2014-09-05 45.559929
2014-09-08 45.060563
2014-09-09 44.47307
2014-09-10 44.208702
2014-09-11 44.247865
2014-09-12 44.110784
2014-09-15 44.012871
2014-09-16 44.492653
2014-09-17 43.631002
2014-09-18 43.94433
2014-09-19 43.621209
2014-09-22 43.317674
2014-09-23 42.446226
2014-09-24 42.230815
2014-09-25 41.261453
2014-09-26 41.36916
2014-09-29 40.781671
2014-09-30 40.419382
2014-10-01 39.312943
2014-10-02 38.989821
2014-10-03 38.627536
2014-10-06 38.627536
2014-10-07 38.64712
2014-10-08 39.195442
2014-10-09 38.098794
2014-10-10 37.060891
2014-10-13 37.805049
2014-10-14 38.421915
2014-10-15 37.961713
2014-10-16 38.627536
2014-10-17 40.282301
2014-10-20 39.547938
2014-10-21 40.01793
2014-10-22 39.636061
2014-10-23 40.409592
2014-10-24 40.223555
2014-10-27 39.890643
2014-10-28 40.59563
2014-10-29 40.282301
2014-10-30 41.104789
2014-10-31 41.702072
2014-11-03 41.848946
2014-11-04 41.662905
2014-11-05 42.250398
2014-11-06 41.976233
2014-11-07 41.447494
2014-11-10 41.682489
2014-11-11 41.574781
2014-11-12 41.006875
2014-11-13 40.869795
2014-11-14 41.134162
2014-11-17 41.30062
2014-11-18 42.66164
2014-11-19 42.612684
2014-11-20 42.58331
2014-11-21 42.622473
2014-11-24 43.572252
2014-11-25 44.267449
2014-11-26 44.228282
2014-11-28 44.287032
2014-12-01 44.580777
2014-12-02 44.003077
2014-12-03 43.709332
2014-12-04 43.621209
2014-12-05 44.639527
2014-12-08 43.983494
2014-12-09 44.110784
2014-12-10 43.533085
2014-12-11 43.87579
2014-12-12 43.23934
2014-12-15 41.643322
2014-12-16 42.730181
2014-12-17 43.219757
2014-12-18 43.836623
2014-12-19 43.768083
2014-12-22 43.386214
2014-12-23 43.278507
2014-12-24 43.464545
2014-12-26 43.415588
2014-12-29 43.200173
2014-12-30 42.769348
2014-12-31 42.162275
2015-01-02 41.848946
2015-01-05 40.262718
2015-01-06 40.703337
2015-01-07 40.918752
2015-01-08 41.95665
2015-01-09 41.24187
2015-01-12 41.075416
2015-01-13 41.87832
2015-01-14 41.93707
2015-01-15 41.525825
2015-01-16 42.935802
2015-01-20 42.955385
2015-01-21 43.092466
2015-01-22 43.660376
2015-01-23 43.80725
2015-01-26 44.610154
2015-01-27 44.541614
2015-01-28 44.061828
2015-01-29 45.256394
2015-01-30 43.601625
2015-02-02 45.03119
2015-02-03 46.52929
2015-02-04 46.127838
2015-02-05 47.18532
2015-02-06 46.411793
2015-02-09 45.383681
2015-02-10 45.804717
2015-02-11 45.971174
2015-02-12 47.488859
2015-02-13 46.764285
2015-02-17 46.891576
2015-02-18 47.567193
2015-02-19 48.34072
2015-02-20 49.075083
2015-02-23 49.104461
2015-02-24 49.104461
2015-02-25 48.360303
2015-02-26 47.900101
2015-02-27 49.153417
2015-03-02 49.62341
2015-03-03 48.272179
2015-03-04 47.998018
2015-03-05 48.311346
2015-03-06 48.046975
2015-03-09 48.46801
2015-03-10 47.723857
2015-03-11 49.04571
2015-03-12 49.075083
2015-03-13 49.662577
2015-03-16 51.336925
2015-03-17 51.356509
2015-03-18 50.445897
2015-03-19 49.995488
2015-03-20 51.013803
2015-03-23 49.946528
2015-03-24 50.416524
2015-03-25 50.308817
2015-03-26 49.995488
2015-03-27 50.26965
2015-03-30 51.150888
2015-03-31 50.181526
2015-04-01 50.26965
2015-04-02 50.739642
2015-04-06 51.229218
2015-04-07 50.26965
2015-04-08 50.387147
2015-04-09 50.514438
2015-04-10 50.769015
2015-04-13 49.554869
2015-04-14 49.995488
2015-04-15 49.525496
2015-04-16 49.270915
2015-04-17 48.419054
2015-04-20 47.528026
2015-04-21 47.508442
2015-04-22 47.381151
2015-04-23 48.174266
2015-04-24 49.554869
2015-04-27 51.405466
2015-04-28 50.700475
2015-04-29 50.015072
2015-04-30 49.76049
2015-05-01 50.20711
2015-05-04 49.557663
2015-05-05 49.018127
2015-05-06 49.008133
2015-05-07 49.65758
2015-05-08 50.596776
2015-05-11 50.027263
2015-05-12 48.98815
2015-05-13 49.357837
2015-05-14 50.337
2015-05-15 49.347843
2015-05-18 50.34699
2015-05-19 51.565949
2015-05-20 51.306169
2015-05-21 51.036403
2015-05-22 50.376963
2015-05-26 49.078073
2015-05-27 49.617613
2015-05-28 49.088067
2015-05-29 48.388663
2015-06-01 47.94904
2015-06-02 48.08892
2015-06-03 48.528543
2015-06-04 48.118893
2015-06-05 47.429484
2015-06-08 47.109757
2015-06-09 46.790031
2015-06-10 48.598483
2015-06-11 48.35869
2015-06-12 47.709244
2015-06-15 46.899934
2015-06-16 46.720087
2015-06-17 46.60019
2015-06-18 47.039817
2015-06-19 46.74007
2015-06-22 48.618467
2015-06-23 48.858263
2015-06-24 48.08892
2015-06-25 48.178844
2015-06-26 48.688407
2015-06-29 46.520261
2015-06-30 46.270474
2015-07-01 47.589347
2015-07-02 47.07978
2015-07-06 45.770901
2015-07-07 45.700961
2015-07-08 43.702668
2015-07-09 44.671837
2015-07-10 45.820857
2015-07-13 45.201388
2015-07-14 44.611891
2015-07-15 43.512828
2015-07-16 44.252198
2015-07-17 44.242204
2015-07-20 43.552794
2015-07-21 43.572778
2015-07-22 42.803435
2015-07-23 43.293018
2015-07-24 41.284731
2015-07-27 40.785158
2015-07-28 41.954162
2015-07-29 41.034945
2015-07-30 40.345535
2015-07-31 40.315558
2015-08-03 40.465432
2015-08-04 40.475421
2015-08-05 41.624441
2015-08-06 41.374655
2015-08-07 41.934178
2015-08-10 42.763468
2015-08-11 41.044938
2015-08-12 40.075765
2015-08-13 40.065772
2015-08-14 40.135712
2015-08-17 39.366372
2015-08-18 38.467139
2015-08-19 38.107445
2015-08-20 37.268162
2015-08-21 37.048353
2015-08-24 36.828539
2015-08-25 37.228195
2015-08-26 38.197369
2015-08-27 38.487122
2015-08-28 37.957576
2015-08-31 37.208216
2015-09-01 36.119146
2015-09-02 35.879349
2015-09-03 36.069186
2015-09-04 35.549633
2015-09-08 37.198222
2015-09-09 37.368079
2015-09-10 37.707789
2015-09-11 37.847669
2015-09-14 37.438019
2015-09-15 37.737762
2015-09-16 37.867652
2015-09-17 37.997539
2015-09-18 36.279009
2015-09-21 30.074309
2015-09-22 25.418287
2015-09-23 27.076869
2015-09-24 27.136818
2015-09-25 25.658081
2015-09-28 23.94954
2015-09-29 23.300095
2015-09-30 24.07943
2015-10-01 23.699753
2015-10-02 23.050309
2015-10-05 23.340062
2015-10-06 24.409148
2015-10-07 26.587288
2015-10-08 26.747151
2015-10-09 28.265854
2015-10-12 30.443992
2015-10-13 29.225034
2015-10-14 29.225034
2015-10-15 28.165939
2015-10-16 27.406588
2015-10-19 26.956971
2015-10-20 26.377466
2015-10-21 27.486519
2015-10-22 27.616408
2015-10-23 27.186774
2015-10-26 28.006076
2015-10-27 27.276698
2015-10-28 27.596426
2015-10-29 27.516494
2015-10-30 27.776271
2015-11-02 26.976954
2015-11-03 25.468243
2015-11-04 25.907868
2015-11-05 26.497365
2015-11-06 26.427425
2015-11-09 26.037756
2015-11-10 25.797961
2015-11-11 25.288396
2015-11-12 25.37832
2015-11-13 25.548175
2015-11-16 25.30838
2015-11-17 25.018628
2015-11-18 25.937841
2015-11-19 26.996938
2015-11-20 25.937841
2015-11-23 26.707184
2015-11-24 27.386604
2015-11-25 28.675504
2015-11-27 28.415726
2015-11-30 29.744591
2015-12-01 29.464829
2015-12-02 28.815384
2015-12-03 29.854495
2015-12-04 29.974394
2015-12-07 29.604709
2015-12-08 29.075162
2015-12-09 30.673797
2015-12-10 30.583874
2015-12-11 30.034342
2015-12-14 29.404881
2015-12-15 29.404881
2015-12-16 30.104282
2015-12-17 30.234172
2015-12-18 30.334087
2015-12-21 30.473967
2015-12-22 31.343225
2015-12-23 31.203344
2015-12-24 31.273283
2015-12-28 31.672944
2015-12-29 31.483105
2015-12-30 31.143395
2015-12-31 30.953557
2016-01-04 30.074309
2016-01-05 28.315811
2016-01-06 28.115981
2016-01-07 26.827083
2016-01-08 27.286689
2016-01-11 27.826229
2016-01-12 27.856203
2016-01-13 27.906161
2016-01-14 27.776271
2016-01-15 26.407441
2016-01-19 26.46739
2016-01-20 25.837928
2016-01-21 26.877039
2016-01-22 27.176785
2016-01-25 26.487373
2016-01-26 27.186774
2016-01-27 27.086861
2016-01-28 26.817091
2016-01-29 26.39745
2016-02-01 26.187628
2016-02-02 25.568158
2016-02-03 25.748005
2016-02-04 25.91786
2016-02-05 26.39745
2016-02-08 25.318371
2016-02-09 24.878747
2016-02-10 24.918713
2016-02-11 25.118541
2016-02-12 24.978662
2016-02-16 26.347493
2016-02-17 27.386604
2016-02-18 27.606416
2016-02-19 26.087715
2016-02-22 26.966963
2016-02-23 26.587288
2016-02-24 26.067731
2016-02-25 25.887885
2016-02-26 26.487373
2016-02-29 27.396596
2016-03-01 28.385751
2016-03-02 29.125119
2016-03-03 29.68464
2016-03-04 30.204197
2016-03-07 29.374906
2016-03-08 27.966109
2016-03-09 28.645529
2016-03-10 28.135964
2016-03-11 29.145102
2016-03-14 28.545614
2016-03-15 28.435707
2016-03-16 29.314957
2016-03-17 29.334941
2016-03-18 29.055179
2016-03-21 28.975247
2016-03-22 29.774564
2016-03-23 28.925291
2016-03-24 28.425718
2016-03-28 28.375759
2016-03-29 28.465682
2016-03-30 29.025204
2016-03-31 28.955264
2016-04-01 28.225888
