"Index" "F.Adjusted"
2011-08-09 8.597323
2011-08-10 8.203308
2011-08-11 8.620962
2011-08-12 8.715526
2011-08-15 8.944051
2011-08-16 8.84161
2011-08-17 8.754927
2011-08-18 8.179671
2011-08-19 7.872341
2011-08-22 7.888103
2011-08-23 8.124508
2011-08-24 8.234828
2011-08-25 8.100866
2011-08-26 8.195427
2011-08-29 8.61308
2011-08-30 8.5658
2011-08-31 8.762806
2011-09-01 8.55004
2011-09-02 8.21119
2011-09-06 8.053586
2011-09-07 8.321516
2011-09-08 8.148149
2011-09-09 7.919625
2011-09-12 7.966903
2011-09-13 8.014184
2011-09-14 8.132386
2011-09-15 8.376675
2011-09-16 8.368793
2011-09-19 8.305754
2011-09-20 8.21119
2011-09-21 7.856583
2011-09-22 7.580771
2011-09-23 7.769899
2011-09-26 7.943264
2011-09-27 7.974785
2011-09-28 7.82506
2011-09-29 7.88022
2011-09-30 7.620173
2011-10-03 7.383768
2011-10-04 7.943264
2011-10-05 8.321516
2011-10-06 8.660364
2011-10-07 8.423957
2011-10-10 8.833728
2011-10-11 8.857368
2011-10-12 8.96769
2011-10-13 8.936169
2011-10-14 9.109533
2011-10-17 8.983452
2011-10-18 9.2829
2011-10-19 9.109533
2011-10-20 9.219858
2011-10-21 9.66115
2011-10-24 9.858157
2011-10-25 9.795114
2011-10-26 9.353823
2011-10-27 9.519306
2011-10-28 9.456267
2011-10-31 9.204099
2011-11-01 8.731283
2011-11-02 8.786447
2011-11-03 8.92041
2011-11-04 8.881011
2011-11-07 8.84161
2011-11-08 9.148936
2011-11-09 8.699765
2011-11-10 8.660364
2011-11-11 8.778566
2011-11-14 8.684005
2011-11-15 8.5658
2011-11-16 8.321516
2011-11-17 8.014184
2011-11-18 7.959022
2011-11-21 7.919625
2011-11-22 7.951142
2011-11-23 7.746257
2011-11-25 7.683214
2011-11-28 7.88022
2011-11-29 7.872341
2011-11-30 8.353037
2011-12-01 8.345154
2011-12-02 8.589439
2011-12-05 8.754927
2011-12-06 8.707643
2011-12-07 8.731283
2011-12-08 8.471236
2011-12-09 8.691883
2011-12-12 8.55004
2011-12-13 8.258471
2011-12-14 7.998425
2011-12-15 8.077226
2011-12-16 8.077226
2011-12-19 7.895983
2011-12-20 8.140269
2011-12-21 8.400314
2011-12-22 8.620962
2011-12-23 8.628841
2011-12-27 8.51852
2011-12-28 8.28999
2011-12-29 8.416076
2011-12-30 8.47912
2012-01-03 8.770684
2012-01-04 8.904647
2012-01-05 9.133178
2012-01-06 9.227739
2012-01-09 9.298661
2012-01-10 9.298661
2012-01-11 9.511426
2012-01-12 9.56659
2012-01-13 9.487786
2012-01-17 9.472025
2012-01-18 9.724193
2012-01-19 9.936956
2012-01-20 9.921198
2012-01-23 9.976361
2012-01-24 10.102442
2012-01-25 10.189126
2012-01-26 10.078802
2012-01-27 9.659513
2012-01-30 9.722801
2012-01-31 9.825646
2012-02-01 9.754447
2012-02-02 9.699068
2012-02-03 10.118358
2012-02-06 10.252848
2012-02-07 10.189558
2012-02-08 10.157912
2012-02-09 10.039247
2012-02-10 9.841469
2012-02-13 9.920577
2012-02-14 9.873112
2012-02-15 9.794001
2012-02-16 10.078802
2012-02-17 10.086715
2012-02-21 9.91267
2012-02-22 9.714888
2012-02-23 9.809823
2012-02-24 9.675333
2012-02-27 9.730709
2012-02-28 9.691155
2012-02-29 9.794001
2012-03-01 10.015513
2012-03-02 10.06298
2012-03-05 9.857288
2012-03-06 9.564579
2012-03-07 9.683246
2012-03-08 9.857288
2012-03-09 9.952222
2012-03-12 9.833558
2012-03-13 10.047157
2012-03-14 10.189558
2012-03-15 10.20538
2012-03-16 9.896847
2012-03-19 9.991782
2012-03-20 9.920577
2012-03-21 9.944313
2012-03-22 9.746531
2012-03-23 9.746531
2012-03-26 9.873112
2012-03-27 9.746531
2012-03-28 9.746531
2012-03-29 9.888934
2012-03-30 9.873112
2012-04-02 9.983868
2012-04-03 9.99969
2012-04-04 9.896847
2012-04-05 9.865201
2012-04-09 9.667423
2012-04-10 9.327243
2012-04-11 9.422179
2012-04-12 9.548758
2012-04-13 9.43009
2012-04-16 9.398445
2012-04-17 9.422179
2012-04-18 9.327243
2012-04-19 9.224399
2012-04-20 9.026621
2012-04-23 8.979153
2012-04-24 9.010798
2012-04-25 9.279775
2012-04-26 9.390534
2012-04-27 9.176933
2012-04-30 8.962405
2012-05-01 8.92268
2012-05-02 8.81939
2012-05-03 8.676372
2012-05-04 8.477739
2012-05-07 8.46979
2012-05-08 8.430065
2012-05-09 8.493627
2012-05-10 8.509518
2012-05-11 8.406229
2012-05-14 8.199648
2012-05-15 8.064575
2012-05-16 8.072521
2012-05-17 7.953341
2012-05-18 7.953341
2012-05-21 8.104302
2012-05-22 8.096357
2012-05-23 8.271155
2012-05-24 8.414173
2012-05-25 8.422119
2012-05-29 8.612806
2012-05-30 8.46979
2012-05-31 8.390337
2012-06-01 8.04074
2012-06-04 7.977178
2012-06-05 8.096357
2012-06-06 8.398282
2012-06-07 8.382392
2012-06-08 8.46979
2012-06-11 8.30294
2012-06-12 8.342664
2012-06-13 8.183759
2012-06-14 8.271155
2012-06-15 8.223483
2012-06-18 8.21554
2012-06-19 8.390337
2012-06-20 8.461847
2012-06-21 8.159923
2012-06-22 8.096357
2012-06-25 7.953341
2012-06-26 7.953341
2012-06-27 7.961286
2012-06-28 8.016905
2012-06-29 7.619634
2012-07-02 7.460726
2012-07-03 7.627578
2012-07-05 7.603743
2012-07-06 7.548125
2012-07-09 7.508398
2012-07-10 7.428945
2012-07-11 7.413054
2012-07-12 7.254146
2012-07-13 7.365382
2012-07-16 7.357437
2012-07-17 7.421
2012-07-18 7.452781
2012-07-19 7.428945
2012-07-20 7.317709
2012-07-23 7.285928
2012-07-24 7.198527
2012-07-25 7.127019
2012-07-26 7.119076
2012-07-27 7.150856
2012-07-30 7.230309
2012-07-31 7.341545
2012-08-01 7.221715
2012-08-02 7.125852
2012-08-03 7.261658
2012-08-06 7.309589
2012-08-07 7.437408
2012-08-08 7.469364
2012-08-09 7.461375
2012-08-10 7.469364
2012-08-13 7.509306
2012-08-14 7.541261
2012-08-15 7.581204
2012-08-16 7.661091
2012-08-17 7.693044
2012-08-20 7.693044
2012-08-21 7.613159
2012-08-22 7.581204
2012-08-23 7.549248
2012-08-24 7.581204
2012-08-27 7.501318
2012-08-28 7.461375
2012-08-29 7.445398
2012-08-30 7.437408
2012-08-31 7.461375
2012-09-04 7.517295
2012-09-05 7.645113
2012-09-06 7.924713
2012-09-07 8.100465
2012-09-10 8.076502
2012-09-11 8.108454
2012-09-12 8.156385
2012-09-13 8.260237
2012-09-14 8.412019
2012-09-17 8.300179
2012-09-18 8.324147
2012-09-19 8.459951
2012-09-20 8.340123
2012-09-21 8.30817
2012-09-24 8.244259
2012-09-25 8.060521
2012-09-26 7.996614
2012-09-27 8.004601
2012-09-28 7.876782
2012-10-01 7.932703
2012-10-02 7.820863
2012-10-03 7.940693
2012-10-04 8.076502
2012-10-05 8.116439
2012-10-08 8.028567
2012-10-09 8.06851
2012-10-10 7.972645
2012-10-11 8.100465
2012-10-12 8.084487
2012-10-15 8.164375
2012-10-16 8.228284
2012-10-17 8.316157
2012-10-18 8.332134
2012-10-19 8.13242
2012-10-22 8.12443
2012-10-23 7.988625
2012-10-24 8.12443
2012-10-25 8.300179
2012-10-26 8.276215
2012-10-31 8.95854
2012-11-01 9.030787
2012-11-02 8.966568
2012-11-05 9.030787
2012-11-06 9.167253
2012-11-07 8.878267
2012-11-08 8.749831
2012-11-09 8.773912
2012-11-12 8.80602
2012-11-13 8.830106
2012-11-14 8.565199
2012-11-15 8.484925
2012-11-16 8.428736
2012-11-19 8.693638
2012-11-20 8.709691
2012-11-21 8.765883
2012-11-23 8.910376
2012-11-26 8.918403
2012-11-27 8.910376
2012-11-28 9.030787
2012-11-29 9.25555
2012-11-30 9.191336
2012-12-03 9.159224
2012-12-04 9.078953
2012-12-05 9.078953
2012-12-06 9.022758
2012-12-07 9.215418
2012-12-10 9.207389
2012-12-11 9.223442
2012-12-12 9.207389
2012-12-13 9.046843
2012-12-14 8.910376
2012-12-17 9.143171
2012-12-18 9.367936
2012-12-19 9.416101
2012-12-20 9.448213
2012-12-21 9.520457
2012-12-24 9.953934
2012-12-26 10.267001
2012-12-27 10.24292
2012-12-28 10.331222
2012-12-31 10.39544
2013-01-02 10.596122
2013-01-03 10.804835
2013-01-04 10.893135
2013-01-07 10.780752
2013-01-08 10.716533
2013-01-09 10.812861
2013-01-10 11.101848
2013-01-11 11.238312
2013-01-14 11.230285
2013-01-15 11.479135
2013-01-16 11.414912
2013-01-17 11.414912
2013-01-18 11.326613
2013-01-22 11.37478
2013-01-23 11.141983
2013-01-24 11.133957
2013-01-25 10.981438
2013-01-28 11.143167
2013-01-29 10.62563
2013-01-30 10.455815
2013-01-31 10.471989
2013-02-01 10.528595
2013-02-04 10.415384
2013-02-05 10.657977
2013-02-06 10.67415
2013-02-07 10.569024
2013-02-08 10.593286
2013-02-11 10.601373
2013-02-12 10.577114
2013-02-13 10.544767
2013-02-14 10.601373
2013-02-15 10.528595
2013-02-19 10.504335
2013-02-20 10.188961
2013-02-21 10.019148
2013-02-22 10.091925
2013-02-25 9.808897
2013-02-26 9.978713
2013-02-27 10.318346
2013-02-28 10.19705
2013-03-01 10.19705
2013-03-04 10.310259
2013-03-05 10.407296
2013-03-06 10.423469
2013-03-07 10.374949
2013-03-08 10.496247
2013-03-11 10.78736
2013-03-12 10.827792
2013-03-13 10.835879
2013-03-14 10.86014
2013-03-15 10.876312
2013-03-18 10.72267
2013-03-19 10.641806
2013-03-20 10.803533
2013-03-21 10.72267
2013-03-22 10.72267
2013-03-25 10.746929
2013-03-26 10.763101
2013-03-27 10.690324
2013-03-28 10.633719
2013-04-01 10.431555
2013-04-02 10.520506
2013-04-03 10.253654
2013-04-04 10.229393
2013-04-05 10.059578
2013-04-08 10.334517
2013-04-09 10.350691
2013-04-10 10.60946
2013-04-11 10.957177
2013-04-12 10.941004
2013-04-15 10.471989
2013-04-16 10.60946
2013-04-17 10.455815
2013-04-18 10.310259
2013-04-19 10.455815
2013-04-22 10.560942
2013-04-23 10.803533
2013-04-24 10.779275
2013-04-25 10.892487
2013-04-26 11.054214
2013-04-29 11.046126
2013-04-30 11.086562
2013-05-01 10.899204
2013-05-02 10.923641
2013-05-03 11.265768
2013-05-06 11.477564
2013-05-07 11.559022
2013-05-08 11.575315
2013-05-09 11.567169
2013-05-10 11.493855
2013-05-13 11.412397
2013-05-14 11.62419
2013-05-15 11.950026
2013-05-16 11.925588
2013-05-17 12.284007
2013-05-20 12.259569
2013-05-21 12.17811
2013-05-22 12.194402
2013-05-23 12.064069
2013-05-24 12.047774
2013-05-28 12.446924
2013-05-29 12.732032
2013-05-30 12.951968
2013-05-31 12.772761
2013-06-03 12.943825
2013-06-04 12.854218
2013-06-05 12.422487
2013-06-06 12.577259
2013-06-07 12.81349
2013-06-10 12.797197
2013-06-11 12.63428
2013-06-12 12.520239
2013-06-13 12.6913
2013-06-14 12.520239
2013-06-17 12.666865
2013-06-18 12.748322
2013-06-19 12.479508
2013-06-20 12.072214
2013-06-21 12.218839
2013-06-24 11.950026
2013-06-25 12.194402
2013-06-26 12.45507
2013-06-27 12.748322
2013-06-28 12.601696
2013-07-01 12.821634
2013-07-02 13.180055
2013-07-03 13.383704
2013-07-05 13.603643
2013-07-08 13.693247
2013-07-09 13.717684
2013-07-10 13.61993
2013-07-11 13.831724
2013-07-12 13.937622
2013-07-15 13.94577
2013-07-16 13.522185
2013-07-17 13.668809
2013-07-18 13.790998
2013-07-19 13.652519
2013-07-22 13.880602
2013-07-23 13.799145
2013-07-24 14.149417
2013-07-25 13.815434
2013-07-26 13.864313
2013-07-29 13.913185
2013-07-30 13.913185
2013-07-31 13.831248
2013-08-01 14.085257
2013-08-02 14.339265
2013-08-05 14.085257
2013-08-06 13.954157
2013-08-07 13.741115
2013-08-08 13.913185
2013-08-09 13.945959
2013-08-12 13.986933
2013-08-13 13.978737
2013-08-14 13.839441
2013-08-15 13.462521
2013-08-16 13.356004
2013-08-19 13.208512
2013-08-20 13.364197
2013-08-21 13.315033
2013-08-22 13.446136
2013-08-23 13.47891
2013-08-26 13.446136
2013-08-27 13.011862
2013-08-28 13.126575
2013-08-29 13.51988
2013-08-30 13.265868
2013-09-03 13.388779
2013-09-04 13.855827
2013-09-05 14.175385
2013-09-06 13.929571
2013-09-09 14.183582
2013-09-10 14.380237
2013-09-11 14.372045
2013-09-12 14.249131
2013-09-13 14.216359
2013-09-16 14.216359
2013-09-17 14.290104
2013-09-18 14.445786
2013-09-19 14.470369
2013-09-20 14.249131
2013-09-23 14.093451
2013-09-24 14.142613
2013-09-25 14.085257
2013-09-26 14.150805
2013-09-27 13.970542
2013-09-30 13.823054
2013-10-01 14.085257
2013-10-02 14.101644
2013-10-03 13.888604
2013-10-04 14.003316
2013-10-07 13.77389
2013-10-08 13.51988
2013-10-09 13.618207
2013-10-10 13.872215
2013-10-11 14.019705
2013-10-14 14.077063
2013-10-15 13.90499
2013-10-16 14.167194
2013-10-17 14.306491
2013-10-18 14.363848
2013-10-21 14.339265
2013-10-22 14.421205
2013-10-23 14.355653
2013-10-24 14.55231
2013-10-25 14.421205
2013-10-28 14.396626
2013-10-29 14.429398
2013-10-30 14.289309
2013-10-31 14.099771
2013-11-01 13.918477
2013-11-04 14.009126
2013-11-05 14.083292
2013-11-06 13.934958
2013-11-07 13.638293
2013-11-08 13.885515
2013-11-11 13.918477
2013-11-12 13.778384
2013-11-13 14.091533
2013-11-14 14.083292
2013-11-15 14.066812
2013-11-18 13.992643
2013-11-19 13.901996
2013-11-20 13.943201
2013-11-21 14.083292
2013-11-22 14.017366
2013-11-25 13.959682
2013-11-26 13.901996
2013-11-27 14.033846
2013-11-29 14.075048
2013-12-02 14.058568
2013-12-03 13.646539
2013-12-04 13.695982
2013-12-05 13.794869
2013-12-06 13.761908
2013-12-09 13.646539
2013-12-10 13.621819
2013-12-11 13.522926
2013-12-12 13.506445
2013-12-13 13.671257
2013-12-16 13.893758
2013-12-17 13.761908
2013-12-18 12.896634
2013-12-19 12.608212
2013-12-20 12.707099
2013-12-23 12.484604
2013-12-24 12.517566
2013-12-26 12.632935
2013-12-27 12.608212
2013-12-30 12.591729
2013-12-31 12.715342
2014-01-02 12.723582
2014-01-03 12.781266
2014-01-06 12.838949
2014-01-07 12.674139
2014-01-08 12.805987
2014-01-09 13.053211
2014-01-10 13.242743
2014-01-13 13.275705
2014-01-14 13.514684
2014-01-15 13.761908
2014-01-16 13.786628
2014-01-17 13.613573
2014-01-21 13.522926
2014-01-22 13.638293
2014-01-23 13.539409
2014-01-24 13.044967
2014-01-27 12.94608
2014-01-28 12.954322
2014-01-29 12.676045
2014-01-30 12.667737
2014-01-31 12.426845
2014-02-03 12.08627
2014-02-04 12.352084
2014-02-05 12.235789
2014-02-06 12.33547
2014-02-07 12.435153
2014-02-10 12.327165
2014-02-11 12.426845
2014-02-12 12.460073
2014-02-13 12.526524
2014-02-14 12.659431
2014-02-18 12.784034
2014-02-19 12.667737
2014-02-20 12.684354
2014-02-21 12.592978
2014-02-24 12.609591
2014-02-25 12.584671
2014-02-26 12.676045
2014-02-27 12.784034
2014-02-28 12.784034
2014-03-03 12.626204
2014-03-04 12.767421
2014-03-05 12.983393
2014-03-06 13.016621
2014-03-07 12.975086
2014-03-10 12.883713
2014-03-11 12.709273
2014-03-12 12.79234
2014-03-13 12.609591
2014-03-14 12.526524
2014-03-17 12.692659
2014-03-18 12.867099
2014-03-19 12.858792
2014-03-20 12.916942
2014-03-21 12.850487
2014-03-24 12.784034
2014-03-25 12.734193
2014-03-26 12.667737
2014-03-27 12.667737
2014-03-28 12.833873
2014-03-31 12.958473
2014-04-01 13.556556
2014-04-02 13.672853
2014-04-03 13.614704
2014-04-04 13.398728
2014-04-07 13.240901
2014-04-08 13.373811
2014-04-09 13.157833
2014-04-10 12.983393
2014-04-11 12.983393
2014-04-14 13.041542
2014-04-15 13.157833
2014-04-16 13.348891
2014-04-17 13.290742
2014-04-21 13.27413
2014-04-22 13.373811
2014-04-23 13.481796
2014-04-24 13.556556
2014-04-25 13.107996
2014-04-28 13.265825
2014-04-29 13.390424
2014-04-30 13.520184
2014-05-01 13.319263
2014-05-02 13.310893
2014-05-05 13.176948
2014-05-06 13.026258
2014-05-07 12.942541
2014-05-08 13.235546
2014-05-09 13.202062
2014-05-12 13.260661
2014-05-13 13.277405
2014-05-14 13.185317
2014-05-15 13.135089
2014-05-16 13.19369
2014-05-19 13.327635
2014-05-20 13.202062
2014-05-21 13.319263
2014-05-22 13.319263
2014-05-23 13.411354
2014-05-27 13.528553
2014-05-28 13.654129
2014-05-29 13.846678
2014-05-30 13.762962
2014-06-02 13.762962
2014-06-03 13.855049
2014-06-04 14.05597
2014-06-05 13.963881
2014-06-06 14.298745
2014-06-09 14.231771
2014-06-10 14.240146
2014-06-11 14.148053
2014-06-12 13.829933
2014-06-13 13.863419
2014-06-16 13.922022
2014-06-17 14.05597
2014-06-18 14.089454
2014-06-19 14.047596
2014-06-20 13.955506
2014-06-23 14.131314
2014-06-24 14.206656
2014-06-25 14.399205
2014-06-26 14.399205
2014-06-27 14.466177
2014-06-30 14.432692
2014-07-01 14.407577
2014-07-02 14.41595
2014-07-03 14.499663
2014-07-07 14.499663
2014-07-08 14.323861
2014-07-09 14.591752
2014-07-10 14.482921
2014-07-11 14.625239
2014-07-14 14.692212
2014-07-15 14.683841
2014-07-16 14.901503
2014-07-17 14.851273
2014-07-18 14.834528
2014-07-21 14.817786
2014-07-22 14.918245
2014-07-23 14.884758
2014-07-24 14.93499
2014-07-25 14.750812
2014-07-28 14.767557
2014-07-29 14.708953
2014-07-30 14.721602
2014-07-31 14.350613
2014-08-01 14.173548
2014-08-04 14.350613
2014-08-05 14.224138
2014-08-06 14.316882
2014-08-07 14.181979
2014-08-08 14.409634
2014-08-11 14.477087
2014-08-12 14.510812
2014-08-13 14.687876
2014-08-14 14.696309
2014-08-15 14.595128
2014-08-18 14.696309
2014-08-19 14.637286
2014-08-20 14.679444
2014-08-21 14.671013
2014-08-22 14.477087
2014-08-25 14.527676
2014-08-26 14.493948
2014-08-27 14.637286
2014-08-28 14.687876
2014-08-29 14.679444
2014-09-02 14.839643
2014-09-03 14.730031
2014-09-04 14.5614
2014-09-05 14.451791
2014-09-08 14.165114
2014-09-09 14.021777
2014-09-10 14.021777
2014-09-11 14.047074
2014-09-12 13.988053
2014-09-15 13.886872
2014-09-16 13.929029
2014-09-17 13.937461
2014-09-18 13.979621
2014-09-19 14.038643
2014-09-22 13.794127
2014-09-23 13.633924
2014-09-24 13.836281
2014-09-25 13.659219
2014-09-26 13.768831
2014-09-29 12.740172
2014-09-30 12.470362
2014-10-01 12.301728
2014-10-02 12.276433
2014-10-03 12.301728
2014-10-06 12.242709
2014-10-07 11.88858
2014-10-08 11.981327
2014-10-09 11.669358
2014-10-10 11.627198
2014-10-13 11.416409
2014-10-14 11.618767
2014-10-15 11.483862
2014-10-16 11.7874
2014-10-17 11.821125
2014-10-20 11.9476
2014-10-21 12.023486
2014-10-22 11.913876
2014-10-23 12.141526
2014-10-24 11.618767
2014-10-27 11.652493
2014-10-28 11.93917
2014-10-29 11.832836
2014-10-30 11.866862
2014-10-31 11.985956
2014-11-03 11.900888
2014-11-04 11.866862
2014-11-05 11.858356
2014-11-06 12.071021
2014-11-07 12.054009
2014-11-10 11.909395
2014-11-11 12.224143
2014-11-12 12.402783
2014-11-13 12.700519
2014-11-14 12.879161
2014-11-17 13.219429
2014-11-18 13.185402
2014-11-19 13.134361
2014-11-20 13.151376
2014-11-21 13.125855
2014-11-24 13.330015
2014-11-25 13.338522
2014-11-26 13.278976
2014-11-28 13.381057
2014-12-01 13.415084
2014-12-02 13.52567
2014-12-03 13.619246
2014-12-04 13.449111
2014-12-05 13.355536
2014-12-08 13.125855
2014-12-09 13.125855
2014-12-10 12.896174
2014-12-11 12.998256
2014-12-12 12.751561
2014-12-15 12.147583
2014-12-16 11.985956
2014-12-17 12.292197
2014-12-18 12.59844
2014-12-19 12.785588
2014-12-22 12.947216
2014-12-23 13.040788
2014-12-24 13.015267
2014-12-26 13.142867
2014-12-29 13.202415
2014-12-30 13.185402
2014-12-31 13.185402
2015-01-02 13.06631
2015-01-05 12.555905
2015-01-06 12.436813
2015-01-07 12.794093
2015-01-08 13.117348
2015-01-09 12.938708
2015-01-12 12.947216
2015-01-13 12.938708
2015-01-14 12.853642
2015-01-15 12.640973
2015-01-16 12.777081
2015-01-20 12.768573
2015-01-21 12.734546
2015-01-22 12.785588
2015-01-23 12.683506
2015-01-26 12.82812
2015-01-27 12.632466
2015-01-28 12.426223
2015-01-29 12.761371
2015-01-30 12.641061
2015-02-02 13.122296
2015-02-03 13.44885
2015-02-04 13.637907
2015-02-05 13.620722
2015-02-06 13.629312
2015-02-09 13.680876
2015-02-10 13.826965
2015-02-11 13.964459
2015-02-12 14.058991
2015-02-13 14.007427
2015-02-17 13.844153
2015-02-18 13.930087
2015-02-19 14.119144
2015-02-20 14.093364
2015-02-23 14.076178
2015-02-24 14.058991
2015-02-25 14.187893
2015-02-26 14.076178
2015-02-27 14.041803
2015-03-02 14.239454
2015-03-03 13.895713
2015-03-04 13.775404
2015-03-05 13.844153
2015-03-06 13.689469
2015-03-09 13.775404
2015-03-10 13.509007
2015-03-11 13.534785
2015-03-12 13.895713
2015-03-13 13.921494
2015-03-16 14.170705
2015-03-17 14.084769
2015-03-18 14.144924
2015-03-19 14.041803
2015-03-20 14.162111
2015-03-23 14.239454
2015-03-24 14.23086
2015-03-25 13.904307
2015-03-26 13.758217
2015-03-27 13.732435
2015-03-30 13.88712
2015-03-31 13.869931
2015-04-01 13.672283
2015-04-02 13.775404
2015-04-06 13.749623
2015-04-07 13.663687
2015-04-08 13.732435
2015-04-09 13.706655
2015-04-10 13.775404
2015-04-13 13.637907
2015-04-14 13.723843
2015-04-15 13.809775
2015-04-16 13.698063
2015-04-17 13.543379
2015-04-20 13.672283
2015-04-21 13.59494
2015-04-22 13.672283
2015-04-23 13.543379
2015-04-24 13.551973
2015-04-27 13.663687
2015-04-28 13.801184
2015-04-29 13.896605
2015-04-30 13.705765
2015-05-01 13.714439
2015-05-04 13.688415
2015-05-05 13.471551
2015-05-06 13.428179
2015-05-07 13.454203
2015-05-08 13.592996
2015-05-11 13.575646
2015-05-12 13.497576
2015-05-13 13.367458
2015-05-14 13.246017
2015-05-15 13.428179
2015-05-18 13.514924
2015-05-19 13.445529
2015-05-20 13.272038
2015-05-21 13.454203
2015-05-22 13.246017
2015-05-26 13.176617
2015-05-27 13.289386
2015-05-28 13.263364
2015-05-29 13.159269
2015-06-01 13.324085
2015-06-02 13.237339
2015-06-03 13.185293
2015-06-04 13.055175
2015-06-05 12.82096
2015-06-08 12.925058
2015-06-09 12.907708
2015-06-10 13.037826
2015-06-11 13.254687
2015-06-12 13.211316
2015-06-15 13.055175
2015-06-16 13.011802
2015-06-17 13.029151
2015-06-18 13.133246
2015-06-19 13.107223
2015-06-22 13.12457
2015-06-23 13.263364
2015-06-24 13.445529
2015-06-25 13.393482
2015-06-26 13.358784
2015-06-29 13.029151
2015-06-30 13.020476
2015-07-01 13.003126
2015-07-02 12.899034
2015-07-06 12.829636
2015-07-07 12.881684
2015-07-08 12.465305
2015-07-09 12.430609
2015-07-10 12.560726
2015-07-13 12.699518
2015-07-14 12.846987
2015-07-15 12.794937
2015-07-16 12.638798
2015-07-17 12.74289
2015-07-20 12.638798
2015-07-21 12.586752
2015-07-22 12.508679
2015-07-23 12.673494
2015-07-24 12.482656
2015-07-27 12.621448
2015-07-28 12.864334
2015-07-29 13.328782
2015-07-30 13.232388
2015-07-31 12.995782
2015-08-03 13.092176
2015-08-04 13.065887
2015-08-05 12.969493
2015-08-06 12.995782
2015-08-07 12.969493
2015-08-10 13.135993
2015-08-11 12.881861
2015-08-12 12.864334
2015-08-13 12.890624
2015-08-14 12.951965
2015-08-17 12.864334
2015-08-18 12.995782
2015-08-19 12.943205
2015-08-20 12.645254
2015-08-21 12.145753
2015-08-24 11.558623
2015-08-25 11.304489
2015-08-26 11.576148
2015-08-27 11.88286
2015-08-28 12.040596
2015-08-31 12.154517
2015-09-01 12.023069
2015-09-02 12.154517
2015-09-03 12.128228
2015-09-04 11.88286
2015-09-08 11.979255
2015-09-09 11.856568
2015-09-10 12.031834
2015-09-11 12.014306
2015-09-14 12.075647
2015-09-15 12.540097
2015-09-16 12.829283
2015-09-17 12.79423
2015-09-18 12.513807
2015-09-21 12.548859
2015-09-22 12.198335
2015-09-23 11.988017
2015-09-24 11.961728
2015-09-25 11.856568
2015-09-28 11.497279
2015-09-29 11.523569
2015-09-30 11.891622
2015-10-01 11.979255
2015-10-02 12.259675
2015-10-05 12.434938
2015-10-06 12.540097
2015-10-07 12.925676
2015-10-08 13.135993
2015-10-09 13.118466
2015-10-12 13.12723
2015-10-13 13.092176
2015-10-14 13.15352
2015-10-15 13.337543
2015-10-16 13.390123
2015-10-19 13.46023
2015-10-20 13.477757
2015-10-21 13.504045
2015-10-22 13.653019
2015-10-23 13.731889
2015-10-26 13.74065
2015-10-27 13.048361
2015-10-28 13.251965
2015-10-29 13.039509
2015-10-30 13.110329
2015-11-02 13.057213
2015-11-03 13.110329
2015-11-04 12.96869
2015-11-05 12.897873
2015-11-06 12.85361
2015-11-09 12.685414
2015-11-10 12.641153
2015-11-11 12.667711
2015-11-12 12.428696
2015-11-13 12.322469
2015-11-16 12.428696
2015-11-17 12.526072
2015-11-18 12.800496
2015-11-19 12.897873
2015-11-20 12.924429
2015-11-23 12.880167
2015-11-24 12.880167
2015-11-25 12.880167
2015-11-27 12.862462
2015-11-30 12.685414
2015-12-01 12.889019
2015-12-02 12.623448
2015-12-03 12.375582
2015-12-04 12.570333
2015-12-07 12.499516
2015-12-08 12.366731
2015-12-09 12.295913
2015-12-10 12.35788
2015-12-11 12.074605
2015-12-14 12.056899
2015-12-15 12.278207
2015-12-16 12.71197
2015-12-17 12.375582
2015-12-18 12.216241
2015-12-21 12.154275
2015-12-22 12.570333
2015-12-23 12.71197
2015-12-24 12.667711
2015-12-28 12.552629
2015-12-29 12.596891
2015-12-30 12.543777
2015-12-31 12.472959
2016-01-04 12.366731
2016-01-05 12.145422
2016-01-06 11.605429
2016-01-07 11.242483
2016-01-08 11.100844
2016-01-11 11.30445
2016-01-12 11.37527
2016-01-13 10.799866
2016-01-14 10.791012
2016-01-15 10.596263
2016-01-19 10.578556
2016-01-20 10.534292
2016-01-21 10.631671
2016-01-22 10.746751
2016-01-25 10.605112
2016-01-26 10.852979
2016-01-27 10.843828
2016-01-28 10.715714
2016-01-29 10.926186
2016-02-01 11.045148
2016-02-02 10.532697
2016-02-03 10.486941
2016-02-04 10.550999
2016-02-05 10.477792
2016-02-08 10.605904
2016-02-09 10.386283
2016-02-10 10.377131
2016-02-11 10.221566
2016-02-12 10.569302
2016-02-16 10.862129
2016-02-17 11.228167
2016-02-18 11.219015
2016-02-19 11.0726
2016-02-22 11.493544
2016-02-23 11.365431
2016-02-24 11.054299
2016-02-25 11.337977
2016-02-26 11.411184
2016-02-29 11.447788
2016-03-01 11.978541
2016-03-02 12.097504
2016-03-03 12.390331
2016-03-04 12.436087
2016-03-07 12.463538
2016-03-08 12.106653
2016-03-09 12.07005
2016-03-10 12.033446
2016-03-11 12.161559
2016-03-14 12.143258
2016-03-15 12.106653
2016-03-16 12.353729
2016-03-17 12.326276
2016-03-18 12.481842
2016-03-21 12.500142
2016-03-22 12.436087
2016-03-23 12.134107
2016-03-24 11.951088
2016-03-28 11.978541
