"Index" "MSFT.Adjusted"
"2017-07-13" 70.125801
"2017-07-14" 71.112671
"2017-07-17" 71.669609
"2017-07-18" 71.620766
"2017-07-19" 72.167931
"2017-07-20" 72.519676
"2017-07-21" 72.099533
"2017-07-24" 71.913887
"2017-07-25" 72.490372
"2017-07-26" 72.353577
"2017-07-27" 71.483971
"2017-07-28" 71.366714
"2017-07-31" 71.0345
"2017-08-01" 70.917267
"2017-08-02" 70.604591
"2017-08-03" 70.497116
"2017-08-04" 71.014961
"2017-08-07" 70.741386
"2017-08-08" 71.122452
"2017-08-09" 70.809776
"2017-08-10" 69.774063
"2017-08-11" 70.839088
"2017-08-14" 71.904114
"2017-08-15" 71.923759
"2017-08-16" 72.346153
"2017-08-17" 71.118286
"2017-08-18" 71.206688
"2017-08-21" 70.872696
"2017-08-22" 71.864822
"2017-08-23" 71.43261
"2017-08-24" 71.403145
"2017-08-25" 71.53083
"2017-08-28" 71.540665
"2017-08-29" 71.756775
"2017-08-30" 72.699776
"2017-08-31" 73.446312
"2017-09-01" 72.63102
"2017-09-05" 72.306847
"2017-09-06" 72.100578
"2017-09-07" 73.023933
"2017-09-08" 72.670311
"2017-09-11" 73.436501
"2017-09-12" 73.357918
"2017-09-13" 73.878525
"2017-09-14" 73.446312
"2017-09-15" 73.976761
"2017-09-18" 73.829422
"2017-09-19" 74.104462
"2017-09-20" 73.613312
"2017-09-21" 72.896225
"2017-09-22" 73.092697
"2017-09-25" 71.963051
"2017-09-26" 71.963051
"2017-09-27" 72.54261
"2017-09-28" 72.562256
"2017-09-29" 73.171272
"2017-10-02" 73.289154
"2017-10-03" 72.945351
"2017-10-04" 73.367737
"2017-10-05" 74.625076
"2017-10-06" 74.654549
"2017-10-09" 74.939415
"2017-10-10" 74.939415
"2017-10-11" 75.067108
"2017-10-12" 75.754723
"2017-10-13" 76.118172
"2017-10-16" 76.27533
"2017-10-17" 76.216393
"2017-10-18" 76.236046
"2017-10-19" 76.530739
"2017-10-20" 77.414795
"2017-10-23" 77.434448
"2017-10-24" 77.463921
"2017-10-25" 77.237976
"2017-10-26" 77.365685
"2017-10-27" 82.326286
"2017-10-30" 82.404861
"2017-10-31" 81.707436
"2017-11-01" 81.707436
"2017-11-02" 82.562035
"2017-11-03" 82.650444
"2017-11-06" 82.974594
"2017-11-07" 82.778137
"2017-11-08" 83.062996
"2017-11-09" 82.601318
"2017-11-10" 82.385223
"2017-11-13" 82.444153
"2017-11-14" 82.562035
"2017-11-15" 81.920334
"2017-11-16" 82.137527
"2017-11-17" 81.34774
"2017-11-20" 81.476082
"2017-11-21" 82.650887
"2017-11-22" 82.048676
"2017-11-24" 82.196762
"2017-11-27" 82.798973
"2017-11-28" 83.796066
"2017-11-29" 82.275734
"2017-11-30" 83.095139
"2017-12-01" 83.18399
"2017-12-04" 80.044594
"2017-12-05" 80.548073
"2017-12-06" 81.722885
"2017-12-07" 81.436584
"2017-12-08" 83.085274
"2017-12-11" 84.141602
"2017-12-12" 84.487129
"2017-12-13" 84.260071
"2017-12-14" 83.608505
"2017-12-15" 85.740913
"2017-12-18" 85.276909
"2017-12-19" 84.73394
"2017-12-20" 84.427887
"2017-12-21" 84.40815
"2017-12-22" 84.418022
"2017-12-26" 84.309425
"2017-12-27" 84.615471
"2017-12-28" 84.625343
"2017-12-29" 84.447639
"2018-01-02" 84.852402
"2018-01-03" 85.247299
"2018-01-04" 85.997597
"2018-01-05" 87.063805
"2018-01-08" 87.152649
"2018-01-09" 87.093422
"2018-01-10" 86.698524
"2018-01-11" 86.955208
"2018-01-12" 88.455803
"2018-01-16" 87.221756
"2018-01-17" 88.988899
"2018-01-18" 88.949409
"2018-01-19" 88.850685
"2018-01-22" 90.440132
"2018-01-23" 90.726418
"2018-01-24" 90.647446
"2018-01-25" 91.150932
"2018-01-26" 92.858841
"2018-01-29" 92.720627
"2018-01-30" 91.555695
"2018-01-31" 93.796707
"2018-02-01" 93.05629
"2018-02-02" 90.607948
"2018-02-05" 86.876228
"2018-02-06" 90.163704
"2018-02-07" 88.465668
"2018-02-08" 83.924408
"2018-02-09" 87.053932
"2018-02-12" 87.991791
"2018-02-13" 88.682854
"2018-02-14" 90.071472
"2018-02-15" 91.906433
"2018-02-16" 91.251793
"2018-02-20" 91.965942
"2018-02-21" 90.745941
"2018-02-22" 90.983994
"2018-02-23" 93.295044
"2018-02-26" 94.643974
"2018-02-27" 93.433899
"2018-02-28" 93.007401
"2018-03-01" 92.094879
"2018-03-02" 92.293259
"2018-03-05" 92.878456
"2018-03-06" 92.561058
"2018-03-07" 93.096672
"2018-03-08" 93.662033
"2018-03-09" 95.754875
"2018-03-12" 95.983002
"2018-03-13" 93.642204
"2018-03-14" 93.086746
"2018-03-15" 93.41407
"2018-03-16" 93.83065
"2018-03-19" 92.134552
"2018-03-20" 92.372604
"2018-03-21" 91.72789
"2018-03-22" 89.059769
"2018-03-23" 86.470993
"2018-03-26" 93.017319
"2018-03-27" 88.742371
"2018-03-28" 88.663017
"2018-03-29" 90.527733
"2018-04-02" 87.800087
"2018-04-03" 88.980415
"2018-04-04" 91.579109
"2018-04-05" 91.6287
"2018-04-06" 89.496193
"2018-04-09" 90.031799
"2018-04-10" 92.124634
"2018-04-11" 91.11293
"2018-04-12" 92.818947
"2018-04-13" 92.323013
"2018-04-16" 93.404144
"2018-04-17" 95.288696
"2018-04-18" 95.655685
"2018-04-19" 95.328369
"2018-04-20" 94.227394
"2018-04-23" 94.574547
"2018-04-24" 92.362686
"2018-04-25" 91.559273
"2018-04-26" 93.493423
"2018-04-27" 95.040726
"2018-04-30" 92.75943
"2018-05-01" 94.227394
"2018-05-02" 92.749519
"2018-05-03" 93.304962
"2018-05-04" 94.386093
"2018-05-07" 95.437477
"2018-05-08" 95.030807
"2018-05-09" 96.151627
"2018-05-10" 97.113739
"2018-05-11" 96.905441
"2018-05-14" 97.232758
"2018-05-15" 96.528534
"2018-05-16" 96.777573
"2018-05-17" 95.811295
"2018-05-18" 95.990601
"2018-05-21" 97.225845
"2018-05-22" 97.126228
"2018-05-23" 98.281784
"2018-05-24" 97.933121
"2018-05-25" 97.982933
"2018-05-29" 97.634277
"2018-05-30" 98.570671
"2018-05-31" 98.46109
"2018-06-01" 100.403618
"2018-06-04" 101.280243
"2018-06-05" 101.798256
"2018-06-06" 102.097099
"2018-06-07" 100.493271
"2018-06-08" 101.240395
"2018-06-11" 100.662628
"2018-06-12" 100.921623
"2018-06-13" 100.463387
"2018-06-14" 101.031204
"2018-06-15" 99.746147
"2018-06-18" 100.473351
"2018-06-19" 100.473351
"2018-06-20" 101.479485
"2018-06-21" 100.752274
"2018-06-22" 100.025078
"2018-06-25" 98.012817
"2018-06-26" 98.700172
"2018-06-27" 97.166077
"2018-06-28" 98.2519
"2018-06-29" 98.231979
"2018-07-02" 99.62661
"2018-07-03" 98.670288
"2018-07-05" 99.377571
"2018-07-06" 100.772202
"2018-07-09" 101.459557
"2018-07-10" 101.728523
"2018-07-11" 101.589058
"2018-07-12" 103.790588
"2018-07-13" 105.025833
"2018-07-16" 104.507828
"2018-07-17" 105.543831
"2018-07-18" 104.717018
"2018-07-19" 103.999779
"2018-07-20" 105.86261
"2018-07-23" 107.556091
"2018-07-24" 107.247284
"2018-07-25" 110.405128
"2018-07-26" 109.199768
"2018-07-27" 107.267204
"2018-07-30" 104.966064
"2018-07-31" 105.67334
"2018-08-01" 105.872574
"2018-08-02" 107.157623
"2018-08-03" 107.625824
"2018-08-06" 107.715477
"2018-08-07" 108.462601
"2018-08-08" 109.070267
"2018-08-09" 109.249573
"2018-08-10" 108.582146
"2018-08-13" 107.795174
"2018-08-14" 109.139999
"2018-08-15" 107.660004
"2018-08-16" 107.639999
"2018-08-17" 107.580002
"2018-08-20" 106.870003
"2018-08-21" 105.980003
"2018-08-22" 107.059998
"2018-08-23" 107.559998
"2018-08-24" 108.400002
"2018-08-27" 109.599998
"2018-08-28" 110.260002
"2018-08-29" 112.019997
"2018-08-30" 111.949997
"2018-08-31" 112.330002
"2018-09-04" 111.709999
"2018-09-05" 108.489998
"2018-09-06" 108.739998
"2018-09-07" 108.209999
"2018-09-10" 109.379997
"2018-09-11" 111.239998
"2018-09-12" 111.709999
"2018-09-13" 112.910004
"2018-09-14" 113.370003
"2018-09-17" 112.139999
"2018-09-18" 113.209999
"2018-09-19" 111.699997
"2018-09-20" 113.57
"2018-09-21" 114.260002
"2018-09-24" 114.669998
"2018-09-25" 114.449997
"2018-09-26" 113.980003
"2018-09-27" 114.410004
"2018-09-28" 114.370003
"2018-10-01" 115.610001
"2018-10-02" 115.150002
"2018-10-03" 115.169998
"2018-10-04" 112.790001
"2018-10-05" 112.129997
"2018-10-08" 110.849998
"2018-10-09" 112.260002
"2018-10-10" 106.160004
"2018-10-11" 105.910004
"2018-10-12" 109.57
"2018-10-15" 107.599998
"2018-10-16" 111
"2018-10-17" 110.709999
"2018-10-18" 108.5
"2018-10-19" 108.660004
