STATIONS_ID MESS_DATUM_BEGINN MESS_DATUM_ENDE QN_4 MO_N MO_TT MO_TX MO_TN MO_FK MX_TX MX_FX MX_TN MO_SD_S QN_6 MO_RR MX_RS eor
3987 19130201 19130228 5 4.69 1.6 5.6 -2 2.9 11.1 NA -9.5 96.3 5 25.4 7.5 eor
3987 19130301 19130331 5 5.08 6.3 11.4 1.6 3.46 23.2 NA -6.7 125.4 5 24.8 5.5 eor
3987 19130401 19130430 5 4.18 9 14.7 3.6 2.66 29 NA -6.4 188.4 5 13.2 3.2 eor
3987 19130501 19130531 5 4.1 13.4 19.9 7.6 2.68 30.6 NA -0.6 249.5 5 27.1 14.8 eor
3987 19130601 19130630 5 5.07 16 21.4 10.8 2.94 28.4 NA 3.6 205.7 5 44.5 9.6 eor
3987 19130701 19130731 5 5.26 16.1 21.6 11.5 2.93 28 NA 7.7 187.6 5 46.7 8.6 eor
3987 19130801 19130831 5 4.83 15.8 21.3 11.1 2.67 27.7 NA 7.1 188.8 5 70 18 eor
3987 19130901 19130930 5 4.25 13.1 18.9 9.1 2.58 25.1 NA 4.6 161.5 5 40.3 14.4 eor
3987 19131001 19131031 5 4.73 9.4 14.4 5.5 2.53 21.4 NA -1.4 123.1 5 17.8 5.3 eor
3987 19131101 19131130 5 6.39 6.6 9.3 4.2 3.62 16.5 NA -1.9 39.7 5 50.6 11.5 eor
3987 19131201 19131231 5 6.92 2.6 4.4 0.8 4.09 10 NA -3.7 11.7 5 90.3 11.5 eor
3987 19140101 19140131 5 6.01 -2.6 -0.2 -5.4 3.06 9.8 NA -13 55.5 5 34.9 8.9 eor
3987 19140201 19140228 5 4.61 3.8 8.6 0.2 3.11 12.7 NA -4.5 105.8 5 12.2 6.8 eor
3987 19140301 19140331 5 6.12 4.9 9.4 1.3 3.46 17.3 NA -3.4 94.2 5 74.2 10.2 eor
3987 19140401 19140430 5 4.09 10.3 16.5 5 2.95 24.1 NA 0.5 215.1 5 39.5 17.2 eor
3987 19140501 19140531 5 5.32 11.7 17.1 7.1 2.75 28.6 NA 0.3 196 5 111.2 24.3 eor
3987 19140601 19140630 5 5.13 15.8 21 11.2 2.84 28.7 NA 6.1 193.9 5 70.6 21.3 eor
3987 19140701 19140731 5 4.8 19.2 25.2 14.6 2.67 31.7 NA 8.7 208.5 5 133.4 25.1 eor
3987 19140801 19140831 5 3.67 18.1 24.7 12.9 2.28 31.2 NA 9.4 259.2 5 23.9 5.9 eor
3987 19140901 19140930 5 4.33 13.1 19.3 9 3.14 28.6 NA 3.9 189.8 5 70.9 20.7 eor
3987 19141001 19141031 5 6.94 8.1 10.9 5.6 2.64 18.2 NA 0.7 40 5 47.8 9.8 eor
3987 19141101 19141130 5 6.37 3.4 5.8 1.3 3.47 10.5 NA -4.9 38.8 5 20.9 7 eor
3987 19141201 19141231 5 5.94 3.6 6 1.3 3.5 14.3 NA -7.2 45.9 5 48.4 9.4 eor
3987 19150101 19150131 5 6.48 -0.1 2.2 -2.4 3.55 8.8 NA -11 45.3 5 63.6 12.1 eor
3987 19150201 19150228 5 5.44 0.8 4.4 -2.2 3.06 10.5 NA -9.4 75.6 5 16.8 3.5 eor
3987 19150301 19150331 5 6.08 0.9 4.9 -2.2 3.43 20.1 NA -10.2 104.5 5 104.6 29.5 eor
3987 19150401 19150430 5 4.78 7.3 13 2.6 2.57 22.6 NA -2.4 166.1 5 40.2 6.5 eor
3987 19150501 19150531 5 3.48 13.7 20.8 6.9 2.99 27.5 NA 1.3 321.3 5 11.8 5.2 eor
3987 19150601 19150630 5 3.17 18.5 25.4 11.2 2.82 35 NA 4.6 339.7 5 11.5 5.4 eor
3987 19150701 19150731 5 5.38 17.3 23 12.2 3.12 31.1 NA 9 221.1 5 49.8 20.8 eor
3987 19150801 19150831 5 5.46 16 21.5 12.3 2.8 29.2 NA 8.1 163.8 5 80.2 24.6 eor
3987 19150901 19150930 5 4.13 12.1 18 7.8 3.18 24 NA 0.6 187.5 5 72.2 32.7 eor
3987 19151001 19151031 5 6.73 6.1 8.9 3.9 2.26 15 NA -9 48.9 5 38.5 7.9 eor
3987 19151101 19151130 5 6.64 2 4.6 -0.4 3.32 13.6 NA -12.4 32.5 5 27.5 7.2 eor
3987 19151201 19151231 5 6.39 2.4 5.2 -0.3 3.66 13.6 NA -15.6 45 5 67.2 10.1 eor
3987 19160101 19160131 5 6.26 3.5 5.9 1 4.41 10.2 NA -5.5 33.2 5 102.9 19.2 eor
3987 19160201 19160229 5 5.46 0.5 4 -2.2 3.54 9.2 NA -7.7 79.1 5 38.7 13.1 eor
3987 19160301 19160331 5 6.89 3.7 7.3 1 3.02 15.7 NA -1.4 68.5 5 19.2 6.7 eor
3987 19160401 19160430 5 4.25 9 15.2 3.9 3.21 24.2 NA -0.4 209.5 5 31.5 7.5 eor
3987 19160501 19160531 5 4.81 13.3 19.6 8 3.15 29.2 NA 0.6 225.5 5 33.1 8.5 eor
3987 19160601 19160630 5 6.11 13.8 19.3 9.6 2.86 29.5 NA 5.7 173.5 5 108.1 29.4 eor
3987 19160701 19160731 5 5.81 16.6 21.9 13 2.85 28.3 NA 11 172.7 5 65.4 17 eor
3987 19160801 19160831 5 5.21 16.4 21.9 12.5 3.12 28.6 NA 7.5 160 5 74.2 22.3 eor
3987 19160901 19160930 5 4.26 12.3 18.4 8.3 3 24.4 NA 2 184.8 5 30.9 14.9 eor
3987 19161001 19161031 5 5.41 8.3 12.7 4.9 3.57 19.3 NA -3.1 89.6 5 35.5 11.7 eor
3987 19161101 19161130 5 5.91 4.6 7.7 1.9 3.22 15.4 NA -5.9 56 5 37.4 12 eor
3987 19161201 19161231 5 7.29 2.1 3.9 0.4 3.29 10.1 NA -6.5 16.8 5 84.5 14.7 eor
3987 19170101 19170131 5 6.64 -2.9 -0.5 -5.1 3.11 8.3 NA -15 41.5 5 60 11.5 eor
3987 19170201 19170228 5 4.8 -4.2 -0.6 -7.7 2.66 4.9 NA -23.5 96.8 5 12.1 4.1 eor
3987 19170301 19170331 5 5.87 -0.8 3 -4 3.35 9.2 NA -13.3 106.3 5 42.5 15.9 eor
3987 19170401 19170430 5 5.85 5.3 10 0.9 3.43 15.5 NA -2.4 126.4 5 31.4 8.6 eor
3987 19170501 19170531 5 3.64 15.5 22.5 8.6 3.2 29.7 NA 0.6 304.4 5 5.2 1.9 eor
3987 19170601 19170630 5 2.79 20.2 27.2 13.2 2.54 34.9 NA 8.6 339.8 5 59.8 22.4 eor
3987 19170701 19170731 5 4.89 18.3 24.2 12.7 2.91 30.4 NA 7.9 232.4 5 40 14.5 eor
3987 19170801 19170831 5 4.85 17.7 23.9 13.2 2.61 31.3 NA 9.9 180 5 83.7 17.4 eor
3987 19170901 19170930 5 4.15 15.1 21.2 10.4 3.51 28.4 NA 3.8 192.1 5 12.1 5.9 eor
3987 19171001 19171031 5 5.81 8.2 12.3 4.9 3.34 25.5 NA -0.2 85.4 5 87.1 17 eor
3987 19171101 19171130 5 5.96 5.5 8.7 2.4 3.91 12.4 NA -2.5 50.7 5 32.1 9.6 eor
3987 19171201 19171231 5 6.25 -1.5 1.3 -4.1 3.52 9.6 NA -13.1 41.6 5 42.1 13.3 eor
3987 19180101 19180131 5 6.22 0.7 3.6 -2 3.61 11.5 NA -10.6 43.8 5 87.3 16.8 eor
3987 19180201 19180228 5 5.61 1.6 4.7 -1.3 3.8 10.4 NA -9.1 84 5 42.3 8.2 eor
3987 19180301 19180331 5 5.13 4.1 9.3 -0.1 3.39 18 NA -5.5 134.7 5 10.9 2.6 eor
3987 19180401 19180430 5 5.33 10.8 17.1 5.9 2.7 24.3 NA 0.5 146.6 5 41 10.8 eor
3987 19180501 19180531 5 3.4 14.7 21.4 7.9 2.88 30.9 NA 1.6 297.4 5 12.5 6.2 eor
3987 19180601 19180630 5 4.85 13.6 19.3 8.2 3.11 26.3 NA 2.6 195.8 5 66.7 12.7 eor
3987 19180701 19180731 5 5.83 17.4 23.1 12.9 2.92 29.7 NA 7.8 187.3 5 69.3 24.8 eor
3987 19180801 19180831 5 5.53 16.1 22.1 12.2 2.78 33.1 NA 7.8 157.1 5 76.2 12 eor
3987 19180901 19180930 5 4.62 13.4 19.2 9.7 3.58 28.7 NA 5.7 137.5 5 46.9 8.1 eor
3987 19181001 19181031 5 5.61 8.8 13.2 5.6 2.56 18.1 NA -1.5 94.9 5 56.9 15 eor
3987 19181101 19181130 5 5.85 2.7 5.9 0.3 2.47 14.8 NA -6.2 72.9 5 16.1 3.3 eor
3987 19181201 19181231 5 6.97 3.5 5.6 1.4 3.24 10 NA -3 18.6 5 83.5 9.3 eor
3987 19190101 19190131 5 6.62 0.6 3.1 -1.7 2.73 9.7 NA -12.5 33.3 5 24.5 5.1 eor
3987 19190201 19190228 5 6.88 -0.1 3 -2.8 2.5 12.4 NA -15.3 36.5 5 15.3 5.3 eor
3987 19190301 19190331 5 5.9 3 7.4 -0.4 3.21 21 NA -7.2 88 5 47.3 12 eor
3987 19190401 19190430 5 5.29 6.3 12 2.1 2.69 16.8 NA -3.3 127.2 5 61.1 19.1 eor
3987 19190501 19190531 5 4.03 11.6 17.6 5.8 2.73 25.7 NA 0.3 249.5 5 20.4 11.7 eor
3987 19190601 19190630 5 5.14 16 21.9 10.9 2.79 32.3 NA 6.3 208.6 5 58.3 11.3 eor
3987 19190701 19190731 5 5.25 15.8 21.3 11.4 2.49 27.4 NA 5.8 179.8 5 38.6 8.2 eor
3987 19190801 19190831 5 4.77 16.6 22.7 11.8 3.25 31.1 NA 6 194.4 5 33.4 12.5 eor
3987 19190901 19190930 5 3.57 15.8 22.5 10.4 2.81 34.1 NA 1.6 213.9 5 20.5 6.1 eor
3987 19191001 19191031 5 6.28 6.8 10.5 4.1 2.78 21.1 NA -1.6 72.9 5 67 35.5 eor
3987 19191101 19191130 5 6.81 -0.9 1.3 -2.9 3.23 10.5 NA -12 16.3 5 90.7 14.6 eor
3987 19191201 19191231 5 6.99 -0.1 2.2 -2.7 3.64 9.6 NA -15.6 25.8 5 97.3 13.3 eor
3987 19200101 19200131 5 6.15 1.7 4 -0.6 3.65 10 NA -5.5 43.3 5 63.8 10.5 eor
3987 19200201 19200229 5 4.43 3 7.1 -0.4 3.49 16.1 NA -7 106.6 5 18.6 7.5 eor
3987 19200301 19200331 5 4.79 7 12.1 2.5 3.37 20.6 NA -4 148.8 5 12.9 4.2 eor
3987 19200401 19200430 5 6.11 10.5 15.6 7.1 2.9 22 NA 2.4 113.5 5 100.5 34.2 eor
3987 19200501 19200531 5 4.75 14.7 20.5 9.3 2.54 29.5 NA 0.5 213 5 47.1 17.6 eor
3987 19200601 19200630 5 5.01 15.1 20.8 10.3 2.84 28.3 NA 5.2 198.6 5 34.7 6.9 eor
3987 19200701 19200731 5 4.34 18.8 24.8 13.8 2.59 32.5 NA 9.7 241.7 5 61.5 26.6 eor
3987 19200801 19200831 5 4.9 15.9 21.6 12.1 2.89 30.5 NA 7.2 168 5 148.2 51.1 eor
3987 19200901 19200930 5 5.85 13.2 17.8 9.8 3.04 23.5 NA 4.3 103.1 5 31.6 9.5 eor
3987 19201001 19201031 5 2.86 6 12.3 1.7 3.12 21.1 NA -7.8 198.1 5 3.6 2.3 eor
3987 19201101 19201130 5 4.07 0.5 4.2 -2.8 3.15 14.2 NA -9.7 105.4 5 11.3 3.6 eor
3987 19201201 19201231 5 7.26 -0.3 1.5 -2.3 3.38 11.9 NA -10.7 12.9 5 51.9 7.3 eor
3987 19210101 19210131 5 6.47 4.2 6.6 1.4 4.34 12.4 NA -7.4 39.6 5 86.1 18.6 eor
3987 19210201 19210228 5 4.96 1.2 4.7 -1.6 3.52 9.9 NA -8.4 104.6 5 31.6 12.7 eor
3987 19210301 19210331 5 4.54 7 13.1 2 3.35 21.5 NA -5.6 169.7 5 6 2 eor
3987 19210401 19210430 5 4.75 8.6 14.5 3.8 3.15 24 NA -1.5 193 5 14.8 4.5 eor
3987 19210501 19210531 5 3.65 15.1 21.3 8.8 2.64 29.5 NA 0.5 273.3 5 88.1 24.6 eor
3987 19210601 19210630 5 5.52 14.9 20.1 10.1 3.4 33.3 NA 5.3 202.7 5 67 17.3 eor
3987 19210701 19210731 5 4.19 19.2 25.8 12.9 2.8 34.3 NA 6.2 297.3 5 14.4 11.3 eor
3987 19210801 19210831 5 3.63 18.3 25.1 12.5 3.41 35.6 NA 7.1 273.4 5 62.9 24.4 eor
3987 19210901 19210930 5 3.35 13.7 20.2 8.7 2.95 28.8 NA 2.4 225.4 5 26.9 8.9 eor
3987 19211001 19211031 5 3.97 11.1 16.6 6.6 3.34 24.7 NA 0.8 165.9 5 56.9 12.8 eor
3987 19211101 19211130 5 4.77 -0.3 2.6 -2.7 3.32 10.4 NA -11.1 90.7 5 34.9 10.8 eor
3987 19211201 19211231 5 5.84 0.1 2.5 -2.5 4.52 10.4 NA -17.6 51 5 69.1 16 eor
3987 19220101 19220131 5 5.54 -3.9 -1.1 -6.8 3.94 9.4 NA -17.1 64.9 5 55.5 15 eor
3987 19220201 19220228 5 4.98 -1.9 2.3 -5.4 3.52 15.2 NA -17.1 88.1 5 24.3 5.1 eor
3987 19220301 19220331 5 5.74 3.6 7.7 0.5 3.5 18.5 NA -4.5 108.7 5 40.2 6.5 eor
3987 19220401 19220430 5 5.03 5.9 11 1.9 3.34 28.3 NA -4.9 156.9 5 60.6 11.9 eor
3987 19220501 19220531 5 4.01 14.3 20.6 8.2 3.05 34 NA 1.5 284.4 5 23.9 4.5 eor
3987 19220601 19220630 5 4.91 16.2 22.2 10.9 2.84 29.4 NA 5.2 226.7 5 34.6 6.9 eor
3987 19220701 19220731 5 5.91 16.6 21.8 12.1 3.43 36.8 NA 7.5 169.9 5 153.8 44.8 eor
3987 19220801 19220831 5 4.66 15.6 21.3 11.4 3.01 30.2 NA 7.8 210.3 5 41.4 6 eor
3987 19220901 19220930 5 5.51 11.6 16.2 8.2 3.16 20.8 NA 1.2 118.1 5 68 15 eor
3987 19221001 19221031 5 5.13 4.9 9 1.8 2.35 15.4 NA -3.3 120.1 5 37.6 9.5 eor
3987 19221101 19221130 5 6.4 2.4 4.9 0.3 3.56 9.7 NA -5.7 52.5 5 53.6 11.9 eor
3987 19221201 19221231 5 6.4 2.4 4.4 0.2 3.55 10.3 NA -10.5 36.1 5 60 14.7 eor
3987 19230101 19230131 5 6.79 1.9 4 0 3.82 7 NA -4 33 5 53.9 8.3 eor
3987 19230201 19230228 5 5.69 -0.4 2.6 -3.1 3.27 12.1 NA -11.2 74 5 21.1 4.4 eor
3987 19230301 19230331 5 4.6 5.3 10 1.6 2.85 19.5 NA -1.9 160.7 5 17.2 3.1 eor
3987 19230401 19230430 5 4.89 6.9 12.2 2.1 3.38 21.9 NA -4.6 182.2 5 50.6 13.4 eor
3987 19230501 19230531 5 5.99 12.2 17.3 8.1 2.9 31.1 NA 3.6 149.5 5 55.1 15.2 eor
3987 19230601 19230630 5 6.85 11.7 15.6 8.4 3.51 23.3 NA 4.6 89 5 60.8 10 eor
3987 19230701 19230731 5 4.53 19.1 24.7 13.8 3.17 35.3 NA 9.4 257.6 5 64.5 13.5 eor
3987 19230801 19230831 5 4.85 15.8 21.8 11.5 3.51 28.6 NA 8.6 213 5 38 8.6 eor
3987 19230901 19230930 5 4.98 13.9 19.1 9.8 3.13 28.7 NA 5.3 170.7 5 26.1 8.1 eor
3987 19231001 19231031 5 5.28 10.7 14.9 7.7 3.61 25.1 NA 2.1 114.1 5 67.2 13.8 eor
3987 19231101 19231130 5 5.76 3.5 6.5 1.1 3.31 15.4 NA -4.4 81 5 17.8 6 eor
3987 19231201 19231231 5 6.34 -2.6 -0.4 -4.7 3.25 7.9 NA -16.2 30.3 5 49.9 15.7 eor
3987 19240101 19240131 5 4.93 -3.3 -0.5 -6.5 3.15 5.6 NA -14.2 88.9 5 19.8 3.6 eor
3987 19240201 19240229 5 5.56 -3 0.1 -6.1 3.59 5.4 NA -12.6 91 5 27.3 9 eor
3987 19240301 19240331 5 4.61 2.5 7.4 -1.3 3.04 17.5 NA -8.9 167.8 5 9.4 3.3 eor
3987 19240401 19240430 5 5.55 6.2 10.9 2.4 3.3 21.3 NA -3.1 140.9 5 67.8 12.3 eor
3987 19240501 19240531 5 4.96 14.4 20.3 9.3 2.95 28.8 NA 0.3 213.6 5 52.3 13.5 eor
3987 19240601 19240630 5 5.19 16.2 21.8 10.9 2.77 30.5 NA 3.7 222.8 5 38.2 14.3 eor
3987 19240701 19240731 5 4.64 17.6 23.3 12.6 2.9 32.4 NA 8.5 259 5 89.9 20.7 eor
3987 19240801 19240831 5 5.07 15.8 21.5 12 2.77 28.5 NA 8.3 195.6 5 86 40.1 eor
3987 19240901 19240930 5 5.26 14.3 19.2 10.7 3.21 27.4 NA 3.9 128.9 5 58.5 14.1 eor
3987 19241001 19241031 5 4.17 10 15.3 6.1 3.27 21.9 NA -2.2 157.9 5 10.3 2.5 eor
3987 19241101 19241130 5 4.05 3.1 6.8 -0.1 3.39 16 NA -7.2 117.1 5 11.8 6.4 eor
3987 19241201 19241231 5 5.64 1.6 4.3 -0.8 2.87 8.6 NA -8 64.2 5 20.2 4.5 eor
3987 19250101 19250131 5 6.15 3 5.3 0.7 3.84 11.7 NA -4.4 49 5 45.7 8 eor
3987 19250201 19250228 5 5.64 4.4 8.1 1.4 3.97 15.8 NA -5.7 84.8 5 32.3 8.4 eor
3987 19250301 19250331 5 6.07 1.9 5.9 -1.5 3.25 17 NA -10.4 102.5 5 46.2 12.4 eor
3987 19250401 19250430 5 4.08 8.7 14.6 3.7 3.37 21 NA -0.3 219.1 5 44.3 13.3 eor
3987 19250501 19250531 5 3.63 15.6 22.2 9.4 2.88 27.6 NA 3.2 301.9 5 29.9 9.5 eor
3987 19250601 19250630 5 4.54 15.4 21.1 10.1 3.12 29.3 NA 6.6 251.7 5 51.5 11.8 eor
3987 19250701 19250731 5 4.44 19.5 25.5 14.3 2.88 32.6 NA 9.5 256.5 5 49.8 10.6 eor
3987 19250801 19250831 5 5.66 17.4 22.6 13.7 2.78 34.6 NA 10.6 161.6 5 50.4 22.4 eor
3987 19250901 19250930 5 5.69 11.5 16.1 8.4 3.05 23.6 NA 3.6 108.4 5 98.4 14.2 eor
3987 19251001 19251031 5 5.22 8.7 13.1 5 3.22 20 NA -2.8 118.7 5 27.5 8.8 eor
3987 19251101 19251130 5 6.51 2.2 4.4 0.3 2.79 13.5 NA -10.4 47.2 5 46.6 9.7 eor
3987 19251201 19251231 5 6.42 -0.5 1.9 -3.4 3.82 13.9 NA -13.4 40.3 5 55.6 8.9 eor
3987 19260101 19260131 5 6.72 -0.5 1.6 -2.8 3.09 8.5 NA -12.6 32.1 5 66.8 25.5 eor
3987 19260201 19260228 5 7.19 3.4 6 1.3 2.75 12.9 NA -5.8 33.5 5 50.8 12.7 eor
3987 19260301 19260331 5 5.14 3.7 7.8 0.2 3.29 14.7 NA -6.1 140.9 5 49.6 9.7 eor
3987 19260401 19260430 5 4.38 11 16.8 5.6 2.6 27.8 NA -2.2 203.2 5 14.9 5.2 eor
3987 19260501 19260531 5 5.43 12.1 17.3 7.1 2.25 24.6 NA 1 180.3 5 18.6 6.7 eor
3987 19260601 19260630 5 6.09 14.9 19.7 11.1 2.23 24.7 NA 8.3 148.4 5 115.6 24.1 eor
3987 19260701 19260731 5 5.02 19 23.8 15 2.67 32 NA 10 217 5 157.2 43.6 eor
3987 19260801 19260831 5 4.7 16.7 21.8 12.9 2.82 26.4 NA 8.6 227 5 50.2 12.2 eor
3987 19260901 19260930 5 4.37 14.7 20.4 10.5 2.58 29.4 NA 4.3 189.7 5 47.1 7.2 eor
3987 19261001 19261031 5 5.76 7.5 11.2 4.9 2.88 19.6 NA -2 81 5 87.7 18.8 eor
3987 19261101 19261130 5 6.26 6.5 9.4 4.1 2.85 15.4 NA -2.1 61.8 5 68.9 32.5 eor
3987 19261201 19261231 5 7.21 1.3 3 -0.5 3.09 8 NA -9.6 26.6 5 60.8 11.4 eor
3987 19270101 19270131 5 6.49 2.1 4.2 0.3 2.95 8.2 NA -7.1 43.9 5 46.6 7.5 eor
3987 19270201 19270228 5 6.14 0.6 3.5 -1.8 2.38 12.8 NA -9.5 74.9 5 19.4 5.8 eor
3987 19270301 19270331 5 4.94 7.1 11.8 3.7 2.62 21.1 NA -2.4 144.9 5 24.8 10.7 eor
3987 19270401 19270430 5 6.08 7 11.5 3.4 3.07 20.4 NA -0.4 142.4 5 103.8 18.7 eor
3987 19270501 19270531 5 4.41 10.7 16 5.6 2.88 29 NA -0.5 238.1 5 61.8 19.6 eor
3987 19270601 19270630 5 5.21 14.3 19.8 9.6 2.66 32.3 NA 5.7 198.3 5 92.2 25.6 eor
3987 19270701 19270731 5 5.32 18.9 24.3 14.6 2.28 30.3 NA 10.5 207.2 5 165.8 83.1 eor
3987 19270801 19270831 5 4.88 17.3 22.2 13.5 2.56 30.8 NA 9.7 191.8 5 142.4 54.5 eor
3987 19270901 19270930 5 4.65 14.4 19.1 10.2 3.26 27.6 NA 5.2 178.1 5 34.6 9.2 eor
3987 19271001 19271031 5 5.07 9.5 13.3 6 3.03 18.3 NA -1 120.8 5 26.1 4.7 eor
3987 19271101 19271130 5 6.97 2 3.8 0.1 2.98 14.9 NA -9.5 31.7 5 30.1 7.8 eor
3987 19271201 19271231 5 5.15 -3.6 -1.4 -6.1 3.13 7.7 NA -20 74.2 5 21.9 5 eor
3987 19280101 19280131 5 5.79 1.1 3.7 -1.3 3.58 7.8 NA -9.9 68.5 5 60.2 11.5 eor
3987 19280201 19280229 5 5.11 2.3 5.6 -0.6 3.61 11.7 NA -5.7 98.7 5 51.7 9.3 eor
3987 19280301 19280331 5 3.26 2.7 8.4 -2.1 3.32 17.2 NA -7.8 209.9 5 24.4 14.3 eor
3987 19280401 19280430 5 5.19 7.9 12.9 3.3 2.87 26.9 NA -2.3 164.2 5 47.6 12.3 eor
3987 19280501 19280531 5 4.53 10.8 16.1 6.1 2.75 25.5 NA -0.2 250.2 5 60 18.3 eor
3987 19280601 19280630 5 4.94 14.3 19.8 9.1 3.21 28.3 NA 1.9 253 5 61.4 12.6 eor
3987 19280701 19280731 5 4.23 18.8 24.8 13.1 2.95 35.1 NA 7.9 271.3 5 32 5.8 eor
3987 19280801 19280831 5 5.45 16.3 21.8 12.1 2.95 28.2 NA 7 164.5 5 43.8 11.8 eor
3987 19280901 19280930 5 3.27 13.4 20.1 8.3 2.16 31 NA 2.8 221.3 5 0.4 0.4 eor
3987 19281001 19281031 5 5.19 9.3 13.7 5.6 2.84 20.5 NA -1.3 134.1 5 54 14.6 eor
3987 19281101 19281130 5 6.35 6.8 9.2 4.7 3.42 15.4 NA -2.9 51.7 5 93.4 19.4 eor
3987 19281201 19281231 5 6.08 -0.9 1 -2.8 2.95 6.4 NA -11.2 42.2 5 34 9.3 eor
3987 19290101 19290131 5 5.77 -4.8 -2.1 -7.8 3.16 3 NA -15.1 75.1 5 34 7.8 eor
3987 19290201 19290228 5 3.96 -10.9 -6.4 -15.4 2.82 1.5 NA -26.8 116.8 5 19.7 6.3 eor
3987 19290301 19290331 5 5.28 2.7 6.8 -0.7 2.99 17.7 NA -11.7 114.9 5 11.5 3.3 eor
3987 19290401 19290430 5 5.09 4.7 9.3 1 3.47 21.5 NA -6.6 161.9 5 21.3 7.4 eor
3987 19290501 19290531 5 3.85 14.4 20.2 8.9 2.55 28.2 NA -0.4 272 5 38.7 16.6 eor
3987 19290601 19290630 5 4.36 15.3 20.2 10 2.91 31.4 NA 4.5 257.8 5 85.8 22.1 eor
3987 19290701 19290731 5 4.8 18.6 24.1 13.2 2.55 34.7 NA 7.4 237.7 5 25.8 7.7 eor
3987 19290801 19290831 5 4.1 18.6 24.7 12.9 2.37 32.1 NA 8.2 259 5 12 4.8 eor
3987 19290901 19290930 5 2.85 16.2 23.2 10.3 2.77 32.8 NA 3.3 245.6 5 8.8 5.4 eor
3987 19291001 19291031 5 6.06 10.3 14.4 6.8 2.98 24.2 NA 1.2 95.1 5 102.5 12.8 eor
3987 19291101 19291130 5 4.64 5.3 8.5 2.5 2.82 12.5 NA -1.2 99.8 5 10.8 3.6 eor
3987 19291201 19291231 5 5.55 3.4 5.8 1.1 3.85 13.1 NA -8.3 61.7 5 51.6 12.9 eor
3987 19300101 19300131 5 4.88 2.1 4.8 -0.2 3.29 10.8 NA -5.1 68.2 5 34.2 11.6 eor
3987 19300201 19300228 5 5.16 -0.1 3 -2.9 2.97 9.8 NA -7.2 84.8 5 4.5 2 eor
3987 19300301 19300331 5 5.14 4 8.9 0.2 3.3 16.4 NA -4.2 134.5 5 28.9 7.3 eor
3987 19300401 19300430 5 5.75 9.1 13.8 5.3 2.87 24.1 NA -0.7 138.2 5 54.7 11.7 eor
3987 19300501 19300531 5 4.96 13 18.5 7.9 2.66 24.4 NA 1.6 219.4 5 60.2 17.1 eor
3987 19300601 19300630 5 3.25 19.6 25.7 12.8 2.69 32.8 NA 6 330 5 18.4 9 eor
3987 19300701 19300731 5 5.57 17.4 22.4 12.8 3.43 33.7 NA 9.7 174 5 176.7 48.4 eor
3987 19300801 19300831 5 4.26 16.4 21.8 12 3.26 30.7 NA 9.2 220.3 5 72.9 17.3 eor
3987 19300901 19300930 5 5.78 13.3 17.7 10.3 3.32 21.8 NA 6.3 106 5 81.4 33.3 eor
3987 19301001 19301031 5 5.14 9.1 13.1 5.8 3.48 20.1 NA 1.1 104.8 5 64.7 14.7 eor
3987 19301101 19301130 5 5.79 5.7 8.4 3 4.19 13.5 NA -3 50.5 5 77.3 12.3 eor
3987 19301201 19301231 5 6.69 0.3 2 -1.4 2.59 5.7 NA -6.1 32.6 5 17.3 4.1 eor
3987 19310101 19310131 5 6.92 0 2.1 -2 3.68 11 NA -8.3 31.3 5 55.9 9.4 eor
3987 19310201 19310228 5 6.54 -1.1 1.2 -3.3 2.87 7.8 NA -9.3 35.1 5 37.6 10 eor
3987 19310301 19310331 5 3.45 -0.1 4.9 -3.7 2.94 14.2 NA -10.6 212.5 5 13.1 3 eor
3987 19310401 19310430 5 4.73 5.7 10.9 1.8 2.96 20 NA -6.2 174.1 5 60.3 9.5 eor
3987 19310501 19310531 5 4.32 16.7 22.7 11.1 2.65 32.2 NA 4.8 261 5 96.7 34 eor
3987 19310601 19310630 5 4.75 16.4 21.7 11.4 2.62 28.9 NA 6 252.5 5 71.8 17.3 eor
3987 19310701 19310731 5 5.28 18.2 23.2 13.9 3.01 31.3 NA 8.5 186.2 5 146.6 56.5 eor
3987 19310801 19310831 5 4.94 16.5 21.6 12.6 2.97 32.4 NA 7.1 194.1 5 68.1 21.1 eor
3987 19310901 19310930 5 5.73 11.2 15.7 8.2 2.88 25.2 NA 2.6 141.8 5 76.7 21.7 eor
3987 19311001 19311031 5 4.59 7.6 12.3 4.4 3.15 22.6 NA -4 131.7 5 39.6 9.2 eor
3987 19311101 19311130 5 5.47 4.2 7.4 1.5 2.88 17 NA -10.1 73.6 5 9.2 4.6 eor
3987 19311201 19311231 5 6.3 0.8 3 -1.6 3.45 11 NA -12.5 39.3 5 51.8 13.9 eor
3987 19320101 19320131 5 5.81 1.7 4.2 -1.1 3.05 11.2 NA -8.7 56.3 5 49 21.9 eor
3987 19320201 19320229 5 4.44 -1.5 2.4 -5.3 3.1 6.8 NA -16.2 118.9 5 7.5 1.8 eor
3987 19320301 19320331 5 4.08 0.8 5.7 -3.5 2.64 15.1 NA -11.6 174.9 5 5.7 3.4 eor
3987 19320401 19320430 5 5.53 8.2 13.3 3.9 3.06 23.2 NA -0.5 131 5 41.5 8.7 eor
3987 19320501 19320531 5 5.13 14.1 19.4 9.7 2.62 31.7 NA 2 194.8 5 98.5 19.8 eor
