STATIONS_ID MESS_DATUM_BEGINN MESS_DATUM_ENDE QN_4 MO_N MO_TT MO_TX MO_TN MO_FK MX_TX MX_FX MX_TN MO_SD_S QN_6 MO_RR MX_RS eor
3987 19320601 19320630 5 4.19 15.4 20.7 9.8 2.24 29.3 NA 5.3 244.6 5 43.4 10.4 eor
3987 19320701 19320731 5 5.4 19.7 25 15.4 2.51 32 NA 10.3 207.6 5 39.4 5.1 eor
3987 19320801 19320831 5 4.1 19.8 26.2 14.8 2.45 37.2 NA 10.3 219.3 5 39.2 15.6 eor
3987 19320901 19320930 5 4.75 15.4 20.7 11.5 2.82 28.8 NA 3.3 160.6 5 68.2 16.3 eor
3987 19321001 19321031 5 5.9 9 13 6 3.42 20.4 NA 2.1 89.4 5 75.5 10.8 eor
3987 19321101 19321130 5 5.11 4.2 7.1 1.6 3.12 16.2 NA -2.7 71.2 5 28.5 6.5 eor
3987 19321201 19321231 5 5.15 0.9 3.3 -1.5 2.49 10 NA -6.1 74.6 5 3.2 0.9 eor
3987 19330101 19330131 5 6.13 -3.4 -0.9 -6.3 2.9 7.5 NA -18.7 52.2 5 16.8 7.8 eor
3987 19330201 19330228 5 6.35 -0.1 3.1 -3.3 3.64 9.8 NA -11.9 55.5 5 43.5 14.3 eor
3987 19330301 19330331 5 4.03 5.6 11.6 0.5 3.15 21.5 NA -8.9 191.2 5 21.7 4.6 eor
3987 19330401 19330430 5 5.26 7 11.9 2.1 3.05 21.1 NA -4.6 152.7 5 31.4 5.3 eor
3987 19330501 19330531 5 5.15 12.7 18.7 7.3 2.39 26.9 NA 3.6 213.2 5 67 27.8 eor
3987 19330601 19330630 5 4.95 15.6 21.6 10.3 2.6 26.7 NA 6.7 230.3 5 100.4 44 eor
3987 19330701 19330731 5 5.23 19.2 24.8 14 2.86 33.7 NA 9.2 231.1 5 34.9 6.5 eor
3987 19330801 19330831 5 4.15 17.4 23.8 12.2 2.84 30.5 NA 8.4 255.3 5 49.8 17.5 eor
3987 19330901 19330930 5 3.98 14 20.3 9 2.76 25.9 NA 2.3 205 5 22.3 5.8 eor
3987 19331001 19331031 5 5.55 9.2 13.5 5.3 3.19 25 NA 0.8 100 5 64.4 22.1 eor
3987 19331101 19331130 5 7.13 2.7 4.9 0.6 2.97 9.7 NA -2.5 30.4 5 39.6 11.3 eor
3987 19331201 19331231 5 5.98 -4.1 -1.7 -6.9 2.64 4.8 NA -19.5 57.5 5 14.9 2.9 eor
3987 19340101 19340131 5 5.7 0.9 3.7 -1.8 3 10.8 NA -8.8 63.8 5 38.9 8.7 eor
3987 19340201 19340228 5 6.53 2.4 5 -0.2 3.68 11.7 NA -10.2 45.8 5 20.9 7.7 eor
3987 19340301 19340331 5 5.68 5.1 9.6 1.5 2.81 15 NA -2.2 96.4 5 17.3 3 eor
3987 19340401 19340430 5 4.27 11.3 17.9 5 2.92 27.6 NA -1.2 242.9 5 48.5 16.7 eor
3987 19340501 19340531 5 4.43 14.4 20.6 8.7 2.97 27.7 NA 2.6 262.9 5 16.2 4.3 eor
3987 19340601 19340630 5 4.39 18 24.5 11.6 2.73 32.5 NA 4.7 303 5 25.1 5.3 eor
3987 19340701 19340731 5 4.59 19.7 26.3 13.1 2.93 33.2 NA 10 300.7 5 46 11.2 eor
3987 19340801 19340831 5 5.15 17.7 23.5 13 2.64 30.6 NA 7.8 218.2 5 94 20.4 eor
3987 19340901 19340930 5 3.14 16.4 22.8 11.4 2.72 28.4 NA 5.8 252.9 5 42.2 31.7 eor
3987 19341001 19341031 5 5.15 10.3 15 6.8 3.39 23.9 NA -0.6 123.8 5 51.4 14.9 eor
3987 19341101 19341130 5 6.4 4.8 7.4 2.1 2.77 16.2 NA -2.6 42.4 5 42.4 20.5 eor
3987 19341201 19341231 5 6.88 4 5.9 1.6 2.69 11.9 NA -6.5 32.2 5 48 15.3 eor
3987 19350101 19350131 5 7.32 -0.9 0.9 -3.1 2.73 7.2 NA -14.1 12.3 5 45.8 8.9 eor
3987 19350201 19350228 5 5.91 2.2 5.6 -0.9 3.81 13.4 NA -10.7 74.3 5 61.6 14.9 eor
3987 19350301 19350331 5 4.62 2.7 7.5 -1.3 3.25 19.5 NA -12.5 174.4 5 45.2 9.7 eor
3987 19350401 19350430 5 5.84 8 12.9 4.2 2.96 21.2 NA -2.3 164.8 5 82.8 13.1 eor
3987 19350501 19350531 5 4.29 11.2 16.9 5.4 2.67 26.3 NA -3.6 271.5 5 44.4 17 eor
3987 19350601 19350630 5 4.56 18.7 24.8 12.5 2.73 34.5 NA 3.6 298.7 5 67.7 33.6 eor
3987 19350701 19350731 5 5.01 18.7 24.1 13 3.01 31.1 NA 9.2 272.6 5 26.3 5.4 eor
3987 19350801 19350831 5 4.55 17.4 23.4 12.1 2.35 33.7 NA 7.7 226.1 5 76 30.9 eor
3987 19350901 19350930 5 5.21 14.6 20.2 10.1 3.29 30.3 NA 4.1 194.4 5 35.6 9.3 eor
3987 19351001 19351031 5 5.26 9.1 13.2 6 3.17 22.2 NA -1.9 101.8 5 69.4 21.4 eor
3987 19351101 19351130 5 5.91 5.3 8.4 2.5 2.87 17.3 NA -1.4 84.3 5 37 14.2 eor
3987 19351201 19351231 5 6.69 0.5 2.6 -1.6 2.96 10.9 NA -10.4 34.6 5 25.4 6.2 eor
3987 19360101 19360131 5 6.25 3.2 5.6 0.4 3.89 10.5 NA -3.9 64.9 5 31.5 8.3 eor
3987 19360201 19360229 5 6.72 -0.6 2 -3 3.52 7.4 NA -13.7 38.4 5 57.1 16.4 eor
3987 19360301 19360331 5 6.19 4.8 8.9 1.1 2.95 18.9 NA -4.2 103.9 5 25.7 6.6 eor
3987 19360401 19360430 5 5.52 7 12.3 2.2 3.18 20.6 NA -3 159.5 5 39.5 9.6 eor
3987 19360501 19360531 5 5.85 13.7 18.7 8.7 2.58 24.6 NA 2.9 180 5 34.1 10.8 eor
3987 19360601 19360630 5 4.43 17.8 23.6 11.7 2.58 30.8 NA 5.2 276.8 5 38.6 25.8 eor
3987 19360701 19360731 5 5.31 18.3 24 13.6 2.73 34.7 NA 9.6 216.6 5 96.9 23.9 eor
3987 19360801 19360831 5 4.67 17 22.8 12.3 3.02 29.3 NA 8.3 233.3 5 56.8 32.7 eor
3987 19360901 19360930 5 4.12 13.2 19.1 8.9 3.25 25.8 NA 1.5 186.9 5 44.2 8 eor
3987 19361001 19361031 5 6.38 6.5 10.3 3.2 3.61 14.2 NA -2.5 78.9 5 51.4 8.7 eor
3987 19361101 19361130 5 6.93 3.7 6.1 1.7 3.16 12.7 NA -3.9 45.8 5 37.9 11.1 eor
3987 19361201 19361231 5 4.85 1.5 4.5 -1 3.64 11.4 NA -5.7 80.3 5 27 3.1 eor
3987 19370101 19370131 5 5.55 -3.4 -0.9 -6 4.35 9.4 NA -14.4 82.7 5 22 5.7 eor
3987 19370201 19370228 5 6.98 1.9 4.6 -0.7 3.8 11 NA -13.6 47 5 66.3 13.1 eor
3987 19370301 19370331 5 6.7 3 6.5 0.1 3.62 15 NA -4.3 100.5 5 66.4 20.8 eor
3987 19370401 19370430 5 6.41 8.5 12.5 5.2 3.03 18.7 NA 0.8 97.4 5 80 11.5 eor
3987 19370501 19370531 5 4.57 16.5 23.1 10.3 2.74 32.6 NA 3.7 283.1 5 35.2 11.9 eor
3987 19370601 19370630 5 5.01 17.9 23.6 12.3 3.06 35 NA 4 234.6 5 35.9 12.1 eor
3987 19370701 19370731 5 5.45 18.1 22.9 13.8 3.1 31.3 NA 8.9 203.8 5 88.4 33.9 eor
3987 19370801 19370831 5 4.44 18 23.9 13.7 2.38 30.8 NA 8.5 211.8 5 105.1 58.8 eor
3987 19370901 19370930 5 4.61 14.6 20.3 10.1 3.02 27.5 NA 4.6 184.8 5 38.7 10.2 eor
3987 19371001 19371031 5 5.7 10.1 14.2 6.8 2.95 18.4 NA 1.6 106.7 5 23 5.1 eor
3987 19371101 19371130 5 6.2 3.2 5.5 0.6 3.33 13.4 NA -5.2 51.8 5 32 4.9 eor
3987 19371201 19371231 5 6.61 -1.1 1.3 -3.7 2.84 8.5 NA -10.7 34.2 5 43.9 14.5 eor
3987 19380101 19380131 5 6.79 1.4 3.9 -1.2 4.05 10.7 NA -16 25.7 5 89.9 16.3 eor
3987 19380201 19380228 5 5.22 1.6 5.1 -1.6 3.51 12.4 NA -6.1 102.2 5 18.1 9 eor
3987 19380301 19380331 5 4.72 8 13 3.7 4.29 21.7 NA -3.3 171.8 5 23.4 5.7 eor
3987 19380401 19380430 5 5.55 5.7 10.4 1.8 3.69 15.5 NA -3.8 161.6 5 26.5 5 eor
3987 19380501 19380531 5 4.14 12 18 6 3.3 28.9 NA -0.6 271.8 5 52.5 10 eor
3987 19380601 19380630 5 5.21 16.7 22 11.4 3.25 31.5 NA 6.9 233.3 5 33.3 12.5 eor
3987 19380701 19380731 5 4.75 18.3 24.1 13.1 2.71 33.9 NA 8.5 258.3 5 49.1 20.6 eor
3987 19380801 19380831 5 4.74 19.3 25.2 14.9 3.19 32.2 NA 8.3 229.1 5 57.7 15.8 eor
3987 19380901 19380930 5 3.67 14.4 20.4 9.6 3.26 26.1 NA 3.8 205.9 5 56.8 24.4 eor
3987 19381001 19381031 5 6.06 9.4 12.9 6.6 3.65 18.5 NA -2.6 72.8 5 62.7 20.9 eor
3987 19381101 19381130 5 6.32 7.7 10.7 4.9 3.85 16.3 NA -2.6 74.1 5 33.1 7.9 eor
3987 19381201 19381231 5 6.41 -1.9 0.4 -4.1 3.89 10 NA -16.9 41.8 5 40.7 10 eor
3987 19390101 19390131 5 6.74 2.6 5.1 -0.1 3.65 12.6 NA -8.2 39.5 5 49.2 10.5 eor
3987 19390201 19390228 5 5.84 2.6 6.3 -0.5 3.66 14.2 NA -6.6 83.5 5 18.9 5.5 eor
3987 19390301 19390331 5 5.73 1.7 5.5 -1.3 3.33 11.2 NA -6.5 114.1 5 77.4 15.6 eor
3987 19390401 19390430 5 5.15 9 14.4 4.5 3.58 24.9 NA -2.5 157 5 46 7.3 eor
3987 19390501 19390531 5 6.16 11.3 16 7 3.01 22.5 NA 0.8 162.6 5 60.9 26 eor
3987 19390601 19390630 5 4.57 17.6 23.4 11.8 2.48 31 NA 5.4 266 5 51.4 11.5 eor
3987 19390701 19390731 5 5.59 18.6 23.9 13.6 3.14 31.6 NA 8 237 5 53.9 9.2 eor
3987 19390801 19390831 5 4.57 18.9 25 14.1 2.74 31.3 NA 9.6 238.9 5 67.7 24.7 eor
3987 19390901 19390930 5 5.51 14.1 19.4 10.5 2.64 29.1 NA 0.1 134.6 5 70.9 16.9 eor
3987 19391001 19391031 5 6.28 6.3 9.8 3.5 2.99 19 NA -2.3 86.3 5 94.3 27.9 eor
3987 19391101 19391130 5 5.88 5 8.2 2.4 3.64 14.9 NA -7.2 76.7 5 89.3 26.8 eor
3987 19391201 19391231 5 5.81 -1.8 0.9 -4.1 3.6 10.3 NA -13.6 65.6 5 40.9 15.4 eor
3987 19400101 19400131 5 5.05 -9.9 -6.4 -13.5 2.93 1.9 NA -22.5 95.2 5 22.6 6.7 eor
3987 19400201 19400229 5 5.55 -7.2 -2.9 -11.5 3.43 11.7 NA -21.1 109.5 5 32.8 6.8 eor
3987 19400301 19400331 5 6.01 1.9 6.3 -1.6 4.06 15.6 NA -9 120.3 5 68.5 14.6 eor
3987 19400401 19400430 5 4.63 8.3 13.8 3 3.56 24.8 NA -4.5 218.2 5 22.1 7.8 eor
3987 19400501 19400531 5 5.66 12.6 18.1 7.7 3.06 27.7 NA 1.7 192.2 5 22.5 5.5 eor
3987 19400601 19400630 5 4.45 18.7 25.1 11.8 2.71 30.2 NA 8.4 315 5 81.1 69.2 eor
3987 19400701 19400731 5 5.55 17.1 22.9 12.6 3.13 29.9 NA 8.9 228.2 5 74.7 15.1 eor
3987 19400801 19400831 5 5.88 15.1 19.8 11.2 3.38 29.3 NA 5.7 170.3 5 100.2 14.5 eor
3987 19400901 19400930 5 5.42 12.1 16.8 8.6 3.32 24.5 NA 2.1 132.8 5 40.5 11.3 eor
3987 19401001 19401031 5 4.94 7.8 12.4 3.9 3.27 19.8 NA -4.3 136 5 11.7 4.3 eor
3987 19401101 19401130 5 6.17 5.6 8.9 2.5 3.83 14.8 NA -2.5 66.9 5 68.7 17.3 eor
3987 19401201 19401231 5 6.28 -2.6 -0.1 -5.4 3.32 4.3 NA -15.1 53 5 44.2 11.3 eor
3987 19410101 19410131 5 6.01 -7 -4.4 -10 3.25 0.9 NA -21.8 60 5 39 7.6 eor
3987 19410201 19410228 5 7.14 -0.5 2.4 -3.5 3.2 10.5 NA -15 43.5 5 32.5 6.6 eor
3987 19410301 19410331 5 6.18 2.7 7 -0.7 3.52 14.5 NA -8.2 113.8 5 34.9 5.3 eor
3987 19410401 19410430 5 6.03 5.5 9.8 1.5 3.18 16.8 NA -4.8 117.4 5 24.3 4.8 eor
3987 19410501 19410531 5 5.84 10.1 15.1 5.3 3.2 25.5 NA -2.3 182.8 5 64 17.8 eor
3987 19410601 19410630 5 4.37 17 22.4 11.5 2.81 32.1 NA 5.8 265.1 5 63.3 35.9 eor
3987 19410701 19410731 5 5.03 19.6 25.1 14.6 2.75 32.4 NA 8.4 260 5 70.4 23.2 eor
3987 19410801 19410831 5 5.55 15.5 20.6 11.8 3.12 27.8 NA 8.2 162.5 5 90.9 20.6 eor
3987 19410901 19410930 5 4.07 12.4 18.1 8.1 2.97 23.8 NA 3.6 212.6 5 53 15.7 eor
3987 19411001 19411031 5 5.52 7.8 12.1 4.7 3.67 21.3 NA -1.6 102.7 5 119.4 20.2 eor
3987 19411101 19411130 5 6.16 1.2 3.7 -0.9 3.73 10.6 NA -8.1 57.2 5 14.5 2.3 eor
3987 19411201 19411231 5 6.64 1.6 3.8 -0.7 3.86 11.1 NA -10.3 27.1 5 55.6 6.5 eor
3987 19420101 19420131 5 5.51 -8.1 -5.1 -11.2 2.97 5.2 NA -22.2 66.6 5 13 4.7 eor
3987 19420201 19420228 5 7.49 -5.2 -2.6 -8.2 3.12 2.4 NA -13.2 14.9 5 24.2 8.2 eor
3987 19420301 19420331 5 4.81 -0.3 4.9 -4.8 3.54 13.9 NA -17.3 160 5 28.9 11.7 eor
3987 19420401 19420430 5 4.19 7.7 13.6 2.5 3.69 19.5 NA -4.2 224.2 5 15.5 5.6 eor
3987 19420501 19420531 5 5.48 13 18.6 7.7 3.18 28.5 NA 1.2 209.8 5 52 17.5 eor
3987 19420601 19420630 5 4.85 14.7 19.9 9.6 3.07 30.8 NA 6 239.9 5 24.9 6.6 eor
3987 19420701 19420731 5 5.55 16.8 22.1 12.3 3.16 32.6 NA 9.3 207.4 5 117.7 18.8 eor
3987 19420801 19420831 5 3.84 19 25.4 14 2.5 32.8 NA 9.9 268.9 5 40.4 10.8 eor
3987 19420901 19420930 5 4.97 15.4 20.7 11.6 3.3 29.4 NA 6.8 176.5 5 62.3 20.8 eor
3987 19421001 19421031 5 5.27 10.7 15.6 6.9 3.61 24.6 NA 1 127.1 5 44.8 10.1 eor
3987 19421101 19421130 5 6.49 3.4 5.7 1.2 3.4 12.8 NA -5.7 30.4 5 61.6 16.4 eor
3987 19421201 19421231 5 5.46 2.5 5.1 -0.3 3.66 10.7 NA -8.1 73.8 5 24.3 5.4 eor
3987 19430101 19430131 5 6.46 -0.9 1.6 -3.6 3.65 10 NA -16.5 54.1 5 34.6 10 eor
3987 19430201 19430228 5 5.78 3.2 6.5 0.2 4.13 12.2 NA -3.6 73.5 5 26.8 4.9 eor
3987 19430301 19430331 5 3.68 5.9 12 0.3 3.79 20.4 NA -4.8 206.4 5 14.1 4.6 eor
3987 19430401 19430430 5 5.35 10 15.2 5.3 3.87 25.7 NA -0.8 182.2 5 33.4 10.5 eor
3987 19430501 19430531 5 3.5 13.6 20 6.6 3.14 30.4 NA 0.9 319.9 5 17.3 4.6 eor
3987 19430601 19430630 5 5.82 15.5 20.6 10.7 3.04 29.8 NA 7.8 197.5 5 87.6 23.3 eor
3987 19430701 19430731 5 4.85 18.7 24.7 13 2.88 32.2 NA 7.9 266.8 5 26.1 8.4 eor
3987 19430801 19430831 5 4.79 19.3 25.2 14.1 3.43 37.4 NA 9.4 237.3 5 58.6 14.4 eor
3987 19430901 19430930 5 4.79 14.2 20 10 2.82 29 NA 4 174.1 5 61.3 22.7 eor
3987 19431001 19431031 5 3.32 10.1 16.5 5.5 3.35 22.8 NA -0.8 203.4 5 8.5 6.7 eor
3987 19431101 19431130 5 6.21 2.4 5.2 -0.4 3.24 15.6 NA -4.3 44.7 5 51 13.7 eor
3987 19431201 19431231 5 6.22 -0.2 1.9 -2.4 3.03 6.9 NA -8.6 38.6 5 22.8 5.3 eor
3987 19440101 19440131 5 7.01 3.5 5.5 1 4.38 10 NA -5 26.1 5 71.3 19.5 eor
3987 19440201 19440229 5 6.82 0 2.3 -2.3 3.21 10.3 NA -8.2 50.9 5 44.5 14.5 eor
3987 19440301 19440331 5 6.39 1.6 4.9 -1.3 3.65 8.6 NA -4.4 106.1 5 54 6.8 eor
3987 19440401 19440430 5 5.14 8.7 14.1 3.9 3.34 20.9 NA -5.7 182.8 5 38.8 15 eor
3987 19440501 19440531 5 4.76 12.4 18 7.1 3.24 32 NA 1.6 229.2 5 42.1 14.3 eor
3987 19440601 19440630 5 5.55 15.3 20.6 10.1 2.97 27.1 NA 4.6 190.1 5 32.9 7.6 eor
3987 19440701 19440731 5 4.81 19 25 13.9 2.82 34 NA 10.3 228.3 5 54.3 13 eor
3987 19440801 19440831 5 3.17 21.1 28 15.1 2.92 34.1 NA 7.8 301.5 5 9.4 6.8 eor
3987 19440901 19440930 5 4.19 13.9 20 9.2 3.35 29.1 NA 3.5 196.6 5 23.1 6.3 eor
3987 19441001 19441031 5 5.79 9.1 13.1 6.2 3.02 19.3 NA 2 101.6 5 58.2 15.8 eor
3987 19441101 19441130 5 6.47 4.6 7.2 2.6 3.56 13.2 NA -3.3 46.3 5 77.2 13.5 eor
3987 19441201 19441231 5 5.25 -1.1 1.7 -3.8 3.21 6.5 NA -14.2 84.9 5 29.1 6.8 eor
3987 19450101 19450131 5 5.99 -3.2 -0.5 -6.5 3.29 5.5 NA -12.6 55.2 5 22 5.5 eor
3987 19450201 19450228 5 6.73 3.9 6.5 1.5 3.93 12.6 NA -3.3 33.3 5 72.1 12.5 eor
3987 19450301 19450331 5 5.2 6.6 11 3 3.95 20.7 NA -5 123.6 5 21.1 3.5 eor
3987 19450401 19450430 5 NA 8.9 14.1 4.2 3.44 21.8 NA -0.8 NA 5 64.3 13.4 eor
3987 19450501 19450531 5 NA 14.3 19.6 8.9 2.94 32.1 NA 0.2 NA 5 52.6 13.3 eor
3987 19450601 19450630 5 NA 17.2 22.4 12.2 3.08 30.2 NA 6.7 241.1 5 59 11.4 eor
3987 19450701 19450731 5 NA 18.5 23.4 14.3 3.29 33 NA 9.3 220.3 5 42.6 16.6 eor
3987 19450801 19450831 5 NA 17.2 22.2 13.5 3.05 31.1 NA 9.2 165.4 5 115.8 37.7 eor
3987 19450901 19450930 5 NA 14.2 19.9 10.1 2.95 27.1 NA 4.9 199.8 5 21.4 8.5 eor
3987 19451001 19451031 5 NA 10.1 13.8 6.9 3.58 18.2 NA 1.5 99.6 5 30.6 15.8 eor
3987 19451101 19451130 5 NA 3.8 5.5 2.3 3.08 17.8 NA -1.9 21 5 49.9 16.9 eor
3987 19451201 19451231 5 NA 1 3.3 -1.2 3.5 9 NA -15.9 35.7 5 55.6 9.7 eor
3987 19460101 19460131 5 4.84 -1.2 1.9 -4.5 3.77 11.8 NA -10.7 88.4 5 30.5 12.7 eor
3987 19460201 19460228 5 7.01 2 4.4 -0.2 4.37 9.9 NA -8 40.9 5 101.2 11.9 eor
3987 19460301 19460331 5 5.79 3.4 6.9 0.4 3.5 18.5 NA -7.6 91.7 5 18.7 5.7 eor
3987 19460401 19460430 5 4.01 11 17.1 5.3 2.76 25.8 NA -2.2 234.2 5 12.5 3.7 eor
3987 19460501 19460531 5 4.25 15.5 21.7 9.9 2.63 29.4 NA 2.5 288.5 5 39.8 11.7 eor
3987 19460601 19460630 5 5.83 15.9 20.8 11.5 2.87 28.9 NA 7.3 188.9 5 122.1 51.9 eor
3987 19460701 19460731 5 4.5 20.1 25.9 14.5 2.54 36 NA 9.2 282.2 5 34.7 13.1 eor
3987 19460801 19460831 5 5.72 16.9 21.9 13.2 2.66 29.5 NA 9.8 173.4 5 65.5 11 eor
3987 19460901 19460930 5 4.26 14.9 20.4 10.5 2.96 24.6 NA 6.5 192.5 5 42.6 8.9 eor
3987 19461001 19461031 5 5.68 6.5 10.5 3.4 2.98 19.1 NA -4.3 110.2 5 47.9 10.5 eor
3987 19461101 19461130 5 6.28 3.6 6.3 1.2 2.93 13 NA -2.8 49.7 5 12.6 4.6 eor
3987 19461201 19461231 5 5.37 -2.7 -0.5 -5.2 2.85 8.3 NA -16.2 63.6 5 11.3 4.8 eor
3987 19470101 19470131 5 4.84 -5.6 -2.7 -8.8 3.32 10.4 NA -19.8 91.1 5 25.4 5.3 eor
3987 19470201 19470228 5 5.49 -8.4 -5.6 -12.1 3.43 0.6 NA -18.8 69.1 5 17.8 4.7 eor
3987 19470301 19470331 5 6.28 1.8 5.9 -1.9 3.43 17.7 NA -13.5 88.1 5 50.4 12.3 eor
3987 19470401 19470430 5 4.64 9.9 15.4 5.1 3.45 22.7 NA -0.3 211.8 5 44.5 14.5 eor
3987 19470501 19470531 5 4.2 15.8 21.8 9.6 2.97 30.9 NA 1.2 288.6 5 19.8 10.8 eor
3987 19470601 19470630 5 4.17 19.2 25.4 13.3 2.4 35.5 NA 5.6 308.3 5 68.3 21.2 eor
3987 19470701 19470731 5 4.52 19.6 25.6 14.5 2.63 33.2 NA 10.4 307.7 5 58.5 21.1 eor
3987 19470801 19470831 5 3.73 18.8 25.1 13.4 2.61 33.2 NA 6.4 279.8 5 66 43.2 eor
3987 19470901 19470930 5 3.73 18 24.5 13.1 2.88 33.7 NA 7.8 218.8 5 16.1 4.3 eor
3987 19471001 19471031 5 4.23 7.8 13.2 3.8 2.86 24.9 NA -4.8 174.7 5 16.7 9.7 eor
3987 19471101 19471130 5 6.72 5 7.5 2.4 3.42 13.8 NA -5.1 39.1 5 115.9 27.9 eor
3987 19471201 19471231 5 6.61 1.3 3.2 -0.6 3.22 8.4 NA -8 34 5 87.9 16.5 eor
3987 19480101 19480131 5 6.49 2.5 5.3 -0.4 3.64 12.2 NA -6.8 36.1 5 95 34 eor
3987 19480201 19480229 5 5.99 -0.1 2.9 -2.9 3.38 12 NA -14.5 74.7 5 63.6 10.7 eor
3987 19480301 19480331 5 4.26 5.4 10.7 0.9 3.29 19.8 NA -6.8 196.6 5 23.5 12.1 eor
3987 19480401 19480430 5 4.25 11.3 17 6 3.07 25.7 NA 0 221.1 5 23.5 5.1 eor
3987 19480501 19480531 5 5.08 14.8 21 8.9 2.69 27.5 NA 3 246 5 43.2 16.5 eor
3987 19480601 19480630 5 4.79 17.4 23.6 11.6 2.77 33 NA 6.6 275.5 5 55.7 15.9 eor
3987 19480701 19480731 5 5.05 17.6 23.2 12.5 2.71 32.6 NA 6.4 246.8 5 78.4 16.7 eor
3987 19480801 19480831 5 5.41 17.8 23 13.4 2.99 33.8 NA 7.7 215.4 5 151.5 68 eor
3987 19480901 19480930 5 4.9 15.4 21.1 11.1 3.37 30 NA 3.9 197 5 6.8 5.3 eor
3987 19481001 19481031 5 5.85 9 13.2 5.6 3.32 20.4 NA 0.6 105.7 5 50.7 16.8 eor
3987 19481101 19481130 5 6.37 4.6 7.4 1.9 2.93 13.2 NA -6 64.5 5 31.1 10.6 eor
3987 19481201 19481231 5 5.12 1.5 4.2 -1.1 3.18 10.5 NA -8.4 75.8 5 9.7 3 eor
3987 19490101 19490131 5 5.72 1.5 4.1 -1.1 3.67 9.8 NA -6.3 73.3 5 33.4 9.7 eor
3987 19490201 19490228 5 5.29 2.2 5.5 -1 3.54 15.4 NA -7.3 80.4 5 32.2 9.6 eor
3987 19490301 19490331 5 3.98 2.2 7.1 -2 3.65 20.4 NA -11.8 189.9 5 41.7 18.9 eor
3987 19490401 19490430 5 4.53 10.7 16.6 5.5 3.64 26.9 NA -0.1 211.9 5 42.9 12.4 eor
3987 19490501 19490531 5 5.29 14 19.9 8.4 2.82 28.9 NA 0.7 245.1 5 59.1 12.2 eor
3987 19490601 19490630 5 6.21 14.7 19.5 10.2 2.86 28.2 NA 5.5 184.4 5 97.9 48.2 eor
3987 19490701 19490731 5 5.37 18.2 23.8 13.4 2.72 31 NA 10.7 230.4 5 28.3 7.2 eor
3987 19490801 19490831 5 4.49 18 24.8 12.3 2.8 34.9 NA 6 289.2 5 34.8 13.1 eor
3987 19490901 19490930 5 3.35 17.1 24.1 11.9 2.48 30.7 NA 8.8 243.6 5 19.1 8.5 eor
3987 19491001 19491031 5 3.74 11.2 16.9 6.5 3.11 23.3 NA -3.3 163.5 5 5.5 3.6 eor
3987 19491101 19491130 5 5.99 4.1 7.1 1.4 2.82 11.9 NA -5 78.2 5 44.5 11.7 eor
3987 19491201 19491231 5 6.54 3.4 5.8 1.1 3.64 11.1 NA -4 40.4 5 71 17.1 eor
3987 19500101 19500131 5 5.71 -2 0.9 -5 3.36 8.6 NA -12.1 76.9 5 54 11.9 eor
3987 19500201 19500228 5 6.18 2.5 5.8 -0.2 3.85 16.1 NA -10.6 62.4 5 70.9 23.8 eor
3987 19500301 19500331 5 5.15 5.1 9.7 1.1 2.94 18.7 NA -12.1 159.7 5 23.1 4.9 eor
3987 19500401 19500430 5 5.67 7.4 12.5 3.5 3.27 18.8 NA 0.1 153.3 5 76.6 25.5 eor
3987 19500501 19500531 5 5.08 15.1 20.9 10 2.62 32.6 NA 3.7 232.5 5 73 19 eor
3987 19500601 19500630 5 4.46 18.4 24.4 12.7 2.64 32.2 NA 6.5 294.1 5 39.5 8.7 eor
3987 19500701 19500731 5 5.06 18.4 23.8 13.7 2.74 30.6 NA 9.2 259.8 5 90.1 27.3 eor
3987 19500801 19500831 5 4.77 18.9 25 14.1 2.35 32.7 NA 9.8 276.1 5 44 10.4 eor
3987 19500901 19500930 5 5.65 13.7 18.4 10 3.15 27.9 NA 5.3 133.1 5 27.2 9.4 eor
3987 19501001 19501031 5 5.63 8.3 12.4 5.1 3.04 19.5 NA -2 126 5 28.8 5.8 eor
3987 19501101 19501130 5 7.09 4.3 6.6 2.2 3.11 13.4 NA -1.6 29 5 54.7 10.6 eor
3987 19501201 19501231 5 6.35 -1.7 0.3 -3.8 2.95 9.5 NA -15.5 30.3 5 20.4 4 eor
3987 19510101 19510131 5 6.62 0.8 3.1 -2 3.5 11.2 NA -12.6 44 5 61.3 14.6 eor
3987 19510201 19510228 5 6.57 1.8 5.1 -0.8 2.88 12 NA -10.3 60.7 5 31.4 7.9 eor
3987 19510301 19510331 5 5.5 1.8 6.2 -1.8 3.53 14.8 NA -9.4 136.7 5 66.4 15.2 eor
3987 19510401 19510430 5 4.7 8.5 14.1 3.2 3.12 27.7 NA -2.3 222.4 5 39.5 9.7 eor
3987 19510501 19510531 5 6.01 11.9 17 7.6 2.84 24.4 NA 1.2 185.3 5 65.5 19.1 eor
3987 19510601 19510630 5 5.53 16.7 22.2 11.8 2.59 29.4 NA 6.8 236.9 5 90.1 25.3 eor
3987 19510701 19510731 5 5.32 18.3 23.9 13.1 2.61 32.3 NA 7.6 253.2 5 32.4 15.4 eor
3987 19510801 19510831 5 5.42 18.8 25 14 2.54 33.4 NA 8.4 206.8 5 62.4 28.5 eor
3987 19510901 19510930 5 4.33 15.3 21.4 10.9 2.86 31.5 NA 5.3 214.4 5 41 11 eor
