STATIONS_ID MESS_DATUM_BEGINN MESS_DATUM_ENDE QUALITAETS_NIVEAU ART LUFTTEMPERATUR_MAXIMUM LUFTTEMPERATUR LUFTTEMPERATUR_MINIMUM WINDSTAERKE BEDECKUNGSGRAD ART.1 SONNENSCHEINDAUER ART.2 NIEDERSCHLAGSHOEHE ART.3 max.LUFTTEMPERATUR_MAXIMUM. min.LUFTTEMPERATUR_MINIMUM. max.WINDSPITZE_MAXIMUM. ART.4 max.NIEDERSCHLAGSHOEHE. eor
5792 20000301 20000331 10 1 -7.2 -9.8 -12.5 5 6.11 2 125.7 2 448.7 6 -1.6 -21.4 36 6 81 eor
5792 20000401 20000430 10 1 -1.6 -4.8 -7.5 4.27 5.46 2 188.2 2 85.8 6 7.1 -14.8 34 6 43.8 eor
5792 20000501 20000531 10 1 3.4 -0.5 -2.6 3.55 6.1 2 173 2 172.4 6 10.1 -9.3 33 6 32.2 eor
5792 20000601 20000630 10 1 5.9 2.5 -0.2 3.4 5.44 2 202.2 2 114.6 6 14.4 -6.1 25 6 20.4 eor
5792 20000701 20000731 10 1 2.8 0.2 -2 4.11 6.92 2 111.1 2 267.1 6 12.3 -7.8 43 6 51.8 eor
5792 20000801 20000831 10 1 7.9 4.3 1.9 3.4 4.88 2 218.8 2 178.9 6 14.1 -2.6 36 6 37.4 eor
5792 20000901 20000930 10 1 3.9 0.9 -1.5 4.14 5.25 2 183.8 2 156.2 6 11.9 -6.6 36 6 36.6 eor
5792 20001001 20001031 10 1 0.6 -1.8 -4 4.52 6.01 2 135.5 2 139.4 6 6.7 -10 39 6 31 eor
5792 20001101 20001130 10 1 -4.4 -6.8 -9.3 5.1 5.61 2 124.4 2 83 6 5.6 -13.7 47 6 17.6 eor
5792 20001201 20001231 10 1 -5.2 -7.8 -9.9 4.87 5.35 2 121.4 2 105.7 6 3.4 -19.9 38 6 18.1 eor
5792 20010101 20010131 10 1 -7.1 -10.1 -12.7 4.79 5.4 2 125.8 2 100.4 6 -0.5 -20.3 40 6 15.4 eor
5792 20010201 20010228 10 1 -8 -10.9 -13.3 4.59 5.61 2 132 2 211.2 6 1.4 -24.2 36 6 48 eor
5792 20010301 20010331 10 1 -4.7 -7.2 -9.8 5.37 6.78 2 90.4 2 228.6 6 0.6 -18.2 43 6 28 eor
5792 20010401 20010430 10 1 -6 -8.9 -11.7 4.03 6.71 2 126.2 2 366.9 6 4.6 -20.8 32.8 6 36 eor
5792 20010501 20010531 10 1 2.9 -0.2 -2.5 3.48 5.64 2 208.4 2 72.6 6 7.7 -8.9 33.9 6 29.5 eor
5792 20010601 20010630 10 1 1.6 -1.2 -3.7 4.13 6.3 2 148.5 2 346.2 6 11.3 -12 28.6 6 55.9 eor
5792 20010701 20010731 10 1 6.5 3.2 0.7 3.65 5.59 2 179.7 2 102.2 6 13.4 -3.7 31 6 39.2 eor
5792 20010801 20010831 10 1 8.5 5.1 2.2 3.45 5.09 2 204.3 2 171.2 6 14.4 -5.7 33.7 6 37.7 eor
5792 20010901 20010930 10 1 -1.6 -3.6 -5.7 4.57 6.95 2 57.7 2 346.1 6 5.8 -10.7 32.1 6 63.3 eor
5792 20011001 20011031 10 1 3.6 1 -1.7 4.45 4.39 2 219.5 2 58 6 9.8 -8.5 29.2 6 14.1 eor
5792 20011101 20011130 10 1 -4.7 -7.6 -10.7 4.4 4.77 2 145.5 2 286.4 6 5.1 -19.5 40.5 6 35.1 eor
5792 20011201 20011231 10 1 -10.2 -13.2 -16.1 4.94 5.01 2 112.1 2 241.9 6 -2.5 -29.7 42.5 6 29.4 eor
5792 20020101 20020131 10 1 -5.7 -8.5 -11.2 4.68 3.88 2 186.8 2 56.2 6 1.4 -23.1 43.7 6 22.1 eor
5792 20020201 20020228 10 1 -6 -8.6 -11.1 5.68 6.52 2 78.6 2 183.2 6 3.3 -20.9 43.5 6 23.3 eor
5792 20020301 20020331 10 1 -4.6 -7.3 -9.7 4.42 4.79 2 227.3 2 307.6 6 0.1 -19.1 46.6 6 74.9 eor
5792 20020401 20020430 10 1 -4.4 -7.3 -10 3.63 5.52 2 185.7 2 147.6 6 1.1 -14.3 26.6 6 35.4 eor
5792 20020501 20020531 10 1 1.7 -1.2 -3.8 4.1 6.12 2 185.7 2 83.3 6 10.1 -9.7 42.6 6 14.8 eor
5792 20020601 20020630 10 1 6.7 3.2 0.5 3.87 5.72 2 196 2 158.2 6 15.8 -7.3 32.9 6 28.2 eor
5792 20020701 20020731 10 1 6.6 3.4 0.5 3.94 5.7 2 188.2 2 225.1 6 12.8 -5.7 26.4 6 29.2 eor
5792 20020801 20020831 10 1 5.8 3.1 1.1 3.19 5.88 2 134.1 2 187.4 6 10.4 -5 23 6 38.5 eor
5792 20020901 20020930 10 1 1.1 -1.4 -3.5 3.57 5.32 2 157.1 2 234.5 6 9.2 -12.6 21.6 6 58 eor
5792 20021001 20021031 10 1 -0.5 -3.3 -6.2 5.26 6.09 2 135.1 2 161.3 6 7.8 -12.9 49.9 6 50.7 eor
5792 20021101 20021130 10 1 -4 -6.4 -8.4 5.53 6.41 2 84.1 2 306.6 6 0.1 -15.2 64.8 6 55.4 eor
5792 20021201 20021231 10 1 -5.8 -8 -9.9 4.61 5.33 2 112.2 2 175.2 6 -0.9 -15.1 37.7 6 27.2 eor
5792 20030101 20030131 10 1 -9.5 -12.1 -15.1 4.71 5.35 2 117.9 2 202.9 6 -0.9 -24.8 54.9 6 31.7 eor
5792 20030201 20030228 10 1 -10.3 -12.8 -15.2 4.36 2.8 2 214.9 2 193 6 -1.3 -24.1 36.5 6 49.9 eor
5792 20030301 20030331 10 1 -4.8 -7.9 -10.7 3.9 4.4 2 236.2 2 88.4 6 4.5 -18.2 31.3 6 31.1 eor
5792 20030401 20030430 10 1 -4.4 -7.4 -10.4 4.3 5.78 2 194.5 2 201.3 6 5.4 -24.2 42.9 6 33.8 eor
5792 20030501 20030531 10 1 3.3 -0.2 -3 4.1 6 2 200.4 2 149.2 6 11.6 -12.6 31.7 6 21.8 eor
5792 20030601 20030630 10 1 9 5.5 3.1 3.43 5.78 2 195.6 2 97 6 14 -0.5 25.2 6 24 eor
5792 20030701 20030731 10 1 6.8 3.7 0.9 3.55 6.09 2 144.9 2 144.1 6 14.8 -3 36.5 6 23 eor
5792 20030801 20030831 10 1 10.4 6.6 4.3 3.35 4.43 2 236.6 2 93.8 6 16.3 -6.4 40 6 20.2 eor
5792 20030901 20030930 10 1 3.7 0.7 -1.9 3.3 4.48 2 205.8 2 148.2 6 12 -8.1 33.4 6 54.8 eor
5792 20031001 20031031 10 1 -2.6 -5.3 -7.8 4.74 4.81 2 164.8 2 302 6 6.7 -18 49.7 6 81.3 eor
5792 20031101 20031130 10 1 -1.2 -4.2 -7.1 4.83 4.75 2 151.3 2 78 6 6.3 -13.1 40.9 6 16.8 eor
5792 20031201 20031231 10 1 -5.6 -8.5 -11.5 5.12 5.28 2 117.4 2 183.1 6 2.9 -25.9 39.3 6 55.9 eor
5792 20040101 20040131 10 1 -10 -13.1 -16 5.32 6.64 2 86.8 2 322.3 6 -3.4 -22.3 52 6 37.7 eor
5792 20040201 20040229 10 1 -8.1 -11.2 -13.8 5.17 5.78 2 124.5 2 134.3 6 0.3 -23.1 38.2 6 28.4 eor
5792 20040301 20040331 10 1 -7.2 -9.8 -12.4 4.16 4.95 2 198.7 2 205.8 6 3.1 -22.6 35.8 6 100.9 eor
5792 20040401 20040430 10 1 -3.4 -6.7 -9 3.87 6.02 2 176.6 2 134.6 6 6.4 -15.5 30.2 6 21.9 eor
5792 20040501 20040531 10 1 -1.6 -4.6 -7.1 3.55 6.27 2 141.7 2 146 6 5.4 -14.2 26.8 6 31.6 eor
5792 20040601 20040630 10 1 2.7 0.1 -2.4 3.93 6.29 2 140.8 2 230.5 6 11.7 -6.5 29.1 6 56.9 eor
5792 20040701 20040731 10 1 5.1 2.4 -0.1 4 5.96 2 160.7 2 223.2 6 11.1 -5.9 38.6 6 44.8 eor
5792 20040801 20040831 10 1 6.8 3.6 1.4 4 6.09 2 161.4 2 205 6 13.6 -4.3 37.3 6 36.6 eor
5792 20040901 20040930 10 1 4.6 1.2 -1.4 3.83 4.96 2 188.8 2 160.1 6 12.6 -9.1 33.7 6 35.9 eor
5792 20041001 20041031 10 1 1.4 -0.9 -2.8 4.61 6 2 148.5 2 59.2 6 9.1 -11.4 32.9 6 10.2 eor
5792 20041101 20041130 10 1 -5.1 -8 -10.5 5.09 6.09 2 94.9 2 194.1 6 4.1 -20.5 47.8 6 38.7 eor
5792 20041201 20041231 10 1 -4.5 -7.4 -10 NA 3.88 2 172.1 2 78.1 6 5.2 -19.8 36.8 6 22.5 eor
5792 20050101 20050131 10 1 -9.5 -12.3 -15.1 4.84 4.99 2 133 2 245.2 6 1.1 -25.9 38.2 6 47.4 eor
5792 20050201 20050228 10 1 -13.4 -16 -18.2 4.07 4.74 2 153.2 2 204 6 -4.5 -29.4 44.7 6 33.7 eor
5792 20050301 20050331 10 1 -7.6 -10 -12.1 4.35 5.77 2 181 2 198.3 6 4.2 -25.4 37 6 36.8 eor
5792 20050401 20050430 10 1 -3.6 -6.4 -8.7 4.1 5.74 2 160.1 2 180.3 6 2.8 -16.6 30.2 6 39.7 eor
5792 20050501 20050531 10 1 1.1 -2 -4.7 3.9 5.79 2 195.9 2 248.5 6 12.2 -12.6 30.7 6 39.6 eor
5792 20050601 20050630 10 1 4.1 1.5 -0.6 3.53 6.25 2 148 2 118.2 6 12.7 -11.3 37.1 6 15.3 eor
5792 20050701 20050731 10 1 5.9 2.6 0.1 4.1 6.28 2 145.9 2 208.2 6 16.3 -7.4 30.1 6 51.4 eor
5792 20050801 20050831 10 1 4 1.3 -1 3.68 6.29 2 118.2 2 295.1 6 11.5 -7.2 31.6 6 45.8 eor
5792 20050901 20050930 10 1 4.5 1.4 -0.8 3.2 5.08 2 178.4 2 102.1 6 9.7 -10.6 28.1 6 26.9 eor
5792 20051001 20051031 10 1 3.7 0.8 -1.4 3.81 3.76 2 228.1 2 48 6 10 -7.7 26.7 6 20.8 eor
5792 20051101 20051130 10 1 -5.8 -8.3 -10.7 3.83 NA 2 145.1 2 135.6 6 4.9 -20.3 33.6 6 41.9 eor
5792 20051201 20051231 10 1 -10 -12.9 -15.3 4.48 5.32 2 124.8 2 261.4 6 -1.9 -24.7 42.5 6 58.1 eor
5792 20060101 20060131 10 1 -8.1 -10.7 -13.1 4.26 3.54 2 198.6 2 156.2 6 -1.1 -19 36.3 6 48.2 eor
5792 20060201 20060228 10 1 -9.9 -12.5 -14.6 4.68 5.4 2 136.1 2 146.3 6 3.3 -21.2 36.4 6 24.4 eor
5792 20060301 20060331 10 1 -8.3 -11.2 -14.1 4.83 5.84 2 125.7 2 202.1 6 2.8 -25.9 44.2 6 38.7 eor
5792 20060401 20060430 10 1 -4 -6.8 -9.1 4.03 6.07 2 138.4 2 212.1 6 2.5 -16 30.3 6 29.5 eor
5792 20060501 20060531 10 1 0 -2.8 -5.1 4.19 6.47 2 151.3 2 202.7 6 6 -11.8 32 6 32.6 eor
5792 20060601 20060630 10 1 4.8 1.5 -1.2 3.27 5.62 2 213 2 195 6 12.7 -12.4 31.3 6 32.5 eor
5792 20060701 20060731 10 1 10.2 6.6 4.4 2.61 4.4 2 253.3 2 111 6 14.5 1.4 25.2 6 16.5 eor
5792 20060801 20060831 10 1 1.3 -0.8 -2.8 4.23 7.12 2 79 2 285.2 6 8.6 -7.5 31.3 6 50.6 eor
5792 20060901 20060930 10 1 6.9 4.2 2 3.6 4.57 2 215.8 2 66.9 6 14.7 -2 27.8 6 14.3 eor
5792 20061001 20061031 10 1 3.7 0.9 -2 4.45 4.68 2 196.7 2 56.4 6 8.8 -9 38.2 6 16.8 eor
5792 20061101 20061130 10 1 -2.2 -5 -8.2 4.97 5.37 2 130.1 2 220.2 6 5 -21.5 36.6 6 40.1 eor
5792 20061201 20061231 10 1 -3.7 -6.3 -8.5 4.74 3.37 2 188.3 2 64.2 6 4.5 -15.9 38.3 6 26.2 eor
5792 20070101 20070131 10 1 -5.5 -8.5 -11.5 5.74 5.92 2 98.7 2 207.5 6 0.8 -23.1 50.9 6 34.7 eor
5792 20070201 20070228 10 1 -5.4 -8.2 -10.8 5.04 5.39 2 138.5 2 166.6 6 1.3 -14.3 37 6 33 eor
5792 20070301 20070331 10 1 -5.9 -8.9 -11.3 4.35 5.12 2 179.6 2 199.9 6 1.2 -18.8 39.7 6 57 eor
5792 20070401 20070430 10 1 1.4 -2.1 -4.3 3.2 3.36 2 281.8 2 14.1 6 8.2 -10.3 20.8 6 5.2 eor
5792 20070501 20070531 10 1 2 -1.1 -3.6 4.06 6.05 2 165.3 2 303.9 6 9.7 -10.8 40 6 44.4 eor
5792 20070601 20070630 10 1 5.7 2.3 -0.4 3.63 6.31 2 157.8 2 152.2 6 11.8 -5.3 36 6 33.2 eor
5792 20070701 20070731 10 1 6.3 2.9 0.2 4.32 5.74 2 192.8 2 212.1 6 16.4 -6.3 28.1 6 48.3 eor
5792 20070801 20070831 10 1 6.1 2.9 0.6 3.48 5.62 2 171.3 2 179.8 6 12.6 -6.2 31.3 6 22.7 eor
5792 20070901 20070930 10 1 0.4 -2 -4.5 4.27 5.66 2 141.2 2 310.8 6 6.7 -10.5 30.7 6 59 eor
5792 20071001 20071031 10 1 0.4 -2.6 -5.1 3.71 4.46 2 199.1 2 99.9 6 9.7 -16.9 31.4 6 23 eor
5792 20071101 20071130 10 1 -5.9 -8.6 -11.1 4.9 5.39 2 107.8 2 306.6 6 4.5 -20.4 36.6 6 47.1 eor
5792 20071201 20071231 10 1 -7.1 -9.9 -12.3 5.03 4.54 2 132.3 2 180.9 6 0.8 -18.8 42 6 41.2 eor
5792 20080101 20080131 10 1 -4.9 -8 -10.9 5.45 5.26 2 157.4 2 108.2 6 0.5 -20 36.9 6 28.1 eor
5792 20080201 20080229 10 1 -5.3 -7.8 -10.3 4.54 3.59 2 201 2 84 6 1.4 -18.4 40.1 6 31.4 eor
5792 20080301 20080331 10 1 -8.7 -11.4 -14.4 5 6.62 2 113 2 306.9 6 -1 -23.1 53.1 6 35.7 eor
5792 20080401 20080430 10 1 -4.7 -7.5 -9.9 4.27 6.61 2 136 2 360.8 6 2.8 -19.4 31.7 6 64.2 eor
5792 20080501 20080531 10 1 2.3 -0.7 -2.8 3.55 5.6 2 185.7 2 49.4 6 12 -10 32.2 6 14.7 eor
5792 20080601 20080630 10 1 5.3 2.4 0.2 3.37 6.34 2 136.7 2 109.3 6 13.9 -7.9 22.1 6 15.7 eor
5792 20080701 20080731 10 1 5.8 2.7 0.2 3.58 6.03 2 156.3 2 280.1 6 12.2 -4.9 27 6 48.4 eor
5792 20080801 20080831 10 1 6.9 3.8 0.8 3.68 5.42 2 212.5 2 210.7 6 12.3 -5.7 28.8 6 53.4 eor
5792 20080901 20080930 10 1 2.5 -0.5 -3.2 3.7 5.58 2 166.2 2 102.3 6 11.6 -11 34 6 27.3 eor
5792 20081001 20081031 10 1 1 -1.4 -4.2 4.35 5.11 2 170.2 2 89.4 6 8.7 -12.4 37.5 6 26.9 eor
5792 20081101 20081130 10 1 -4.7 -7.6 -10.3 4.4 5.19 2 149.1 2 140.2 6 4.2 -21.2 43.5 6 48.5 eor
5792 20081201 20081231 10 1 -7.5 -9.9 -12.5 5.03 5.1 2 122.9 2 221.6 6 -2.2 -18.5 47 6 69.6 eor
5792 20090101 20090131 10 1 -7.7 -10.8 -13.5 4.13 3.8 2 170.2 2 56.4 6 -2 -19.1 40.4 6 14.3 eor
5792 20090201 20090228 10 1 -10.8 -13.5 -16.2 4.64 6.19 2 95.4 2 307.4 6 -1.2 -24.4 43.1 6 41.3 eor
5792 20090301 20090331 10 1 -8.2 -10.9 -13.6 4.65 6.44 2 118.8 2 326.2 6 1.1 -20.2 34.3 6 33 eor
5792 20090401 20090430 10 1 -1.5 -4.3 -6.5 3.77 4.83 2 219 2 82.6 6 2.3 -12.7 33.4 6 28.5 eor
5792 20090501 20090531 10 1 2.3 -0.4 -3.1 3.94 5.91 2 198.5 2 128 6 10.3 -11.4 30.1 6 19.5 eor
5792 20090601 20090630 10 1 2.4 0.1 -2.2 3.97 6.93 2 102.2 2 231.8 6 9.2 -5.8 30.8 6 43.6 eor
5792 20090701 20090731 10 1 6.1 3.4 0.7 4.06 6.14 2 149.8 2 154.6 6 12.9 -5.9 39.5 6 53 eor
5792 20090801 20090831 10 1 8.6 5.3 2.5 3.35 5.09 2 206.2 2 167.6 6 14.4 -7.3 26.3 6 42 eor
5792 20090901 20090930 10 1 4.4 1.8 -0.4 3.23 5.06 2 196.3 2 82 6 12.2 -8.1 27 6 16.4 eor
5792 20091001 20091031 10 1 -1.5 -4 -6.2 4.13 5.6 2 157.8 2 249.6 6 9.5 -18.3 37.9 6 59.3 eor
5792 20091101 20091130 10 1 -2.7 -5.4 -7.6 5.07 5.5 2 120.1 2 117.4 6 4 -13 46 6 21.3 eor
5792 20091201 20091231 10 1 -9.1 -12 -14.6 4.77 5.98 2 102 2 167.5 6 -2 -27.4 51.7 6 29.8 eor
5792 20100101 20100131 10 1 -10.7 -13.4 -15.6 4.1 5.48 2 129.4 2 105.2 6 -3 -23.4 29.9 6 18.9 eor
5792 20100201 20100228 10 1 -9.4 -12.4 -15.2 4.86 5.48 2 149.2 2 86.8 6 -1.7 -22.9 41.9 6 21.3 eor
5792 20100301 20100331 10 1 -8.6 -11 -13.6 4.77 5.69 2 180.2 2 143 6 -0.5 -24.2 29.4 6 21.2 eor
5792 20100401 20100430 10 1 -3.5 -6.4 -8.8 3.33 5.39 2 199.4 2 139.7 6 6.9 -17.4 25.1 6 24.3 eor
5792 20100501 20100531 10 1 -1.6 -3.7 -5.7 3.65 7.27 2 91.2 2 248 6 4.5 -11.5 29 6 22.6 eor
5792 20100601 20100630 10 1 4.4 1.6 -0.7 3.4 5.59 2 188.7 2 205 6 11 -7.3 29.1 6 62.8 eor
5792 20100701 20100731 10 1 7.6 4.7 2.1 3.23 5.43 2 200.9 2 173.5 6 14.8 -4.6 21.3 6 32.7 eor
5792 20100801 20100831 10 1 4.6 2.1 -0.4 4.23 6.69 2 111.7 2 297.3 6 12.8 -7.6 42.1 6 57.1 eor
5792 20100901 20100930 10 1 1.1 -1.3 -3.9 3.7 6.02 2 152.4 2 102.7 6 7.5 -9.8 30.3 6 28.3 eor
5792 20101001 20101031 10 1 0.1 -2.9 -5.4 4.1 4.55 2 200.8 2 166.7 6 8.9 -15.7 37 6 63.4 eor
5792 20101101 20101130 10 1 -5.2 -7.6 -10 4.77 6.16 2 113.5 2 114.7 6 4.2 -21.2 43.7 6 14.7 eor
5792 20101201 20101231 10 1 -10.3 -13.3 -15.9 5.23 6.16 2 78.2 2 166.5 6 -0.6 -25.3 44.4 6 31 eor
5792 20110101 20110131 10 1 -8 -10.5 -12.8 4.68 4.7 2 151.8 2 144.7 6 2 -21.6 33.9 6 27.9 eor
5792 20110201 20110228 10 1 -7.2 -9.5 -11.7 4.18 4.94 2 157.8 2 63.4 6 1.6 -23 24.9 6 11.6 eor
5792 20110301 20110331 10 1 -5.1 -7.5 -9.7 4.23 4.56 2 230.6 2 119.6 6 5.3 -16.8 37 6 64.3 eor
5792 20110401 20110430 10 1 -0.9 -4.1 -6.4 3.3 5.06 2 220.9 2 82.2 6 4.9 -15.8 24.3 6 38.6 eor
5792 20110501 20110531 10 1 2.6 -0.8 -3.6 3.23 5.52 2 227.5 2 215.9 6 8.8 -12 21.3 6 41.1 eor
5792 20110601 20110630 10 1 4.3 1.6 -0.7 3.83 6.86 2 123.9 2 176.2 6 12.1 -5.7 26.4 6 29.7 eor
5792 20110701 20110731 3 1 3.7 1.1 -1.5 3.71 6.63 2 128.5 2 183.1 6 12.2 -6.6 34.2 6 26.2 eor
5792 20110801 20110831 10 1 8.3 4.9 2.3 4.16 4.7 2 239.2 2 161.8 6 15.9 -5.5 28.7 6 36.2 eor
5792 20110901 20110930 10 1 6.6 3.6 1.1 4 4.44 2 217 2 129.5 6 12.8 -7.6 27.8 6 33.6 eor
5792 20111001 20111031 7 1 2.1 -1 -3.7 3.74 3.4 2 238.4 2 155.4 6 10.7 -13.2 29.4 6 59 eor
5792 20111101 20111130 3 1 1.7 -1.2 -3.2 3.6 3.3 2 232.7 2 0 6 5.3 -9 36.3 6 0 eor
5792 20111201 20111231 3 1 -6.5 -9.5 -12.5 5.32 6.55 2 74.2 2 362.9 6 2.6 -20.4 50.6 6 50.2 eor
5792 20120101 20120131 3 1 -8.6 -11.3 -14.1 4.97 5.85 2 96.6 2 384.2 6 -2.5 -19.8 49.4 6 49.1 eor
5792 20120201 20120229 3 1 -11.9 -14.6 -17.3 4.38 5.54 2 143.1 2 129.5 6 -1.2 -27.7 28.6 6 47.3 eor
5792 20120301 20120331 3 1 -3.3 -5.9 -8.4 3.77 3.94 2 263.1 2 81.3 6 3.6 -16.1 28.1 6 20.8 eor
5792 20120401 20120430 3 1 -4 -6.5 -9.2 4.5 6.25 2 186 2 178.9 6 6.6 -18.9 48.5 6 28.7 eor
5792 20120501 20120531 3 1 1.3 -1.6 -4.1 3.55 6.12 2 185.7 2 150.1 6 10.2 -13.2 25.1 6 43.4 eor
5792 20120601 20120630 3 1 6 3.1 0.4 4.27 6.09 2 193.6 2 194.9 6 15.4 -6.5 28.4 6 30.3 eor
5792 20120701 20120731 3 1 6.7 3.9 1.2 4.1 6.16 2 159.9 2 167.7 6 13.4 -4.7 34.8 6 35.8 eor
5792 20120801 20120831 3 1 8.6 5.7 2.7 3.71 5.13 2 217.9 2 265.2 6 16.7 -4.1 34.6 6 41 eor
5792 20120901 20120930 3 1 5.2 2.1 -0.7 4.2 5.22 2 205 2 123.4 6 12 -10.8 35 6 36.5 eor
5792 20121001 20121031 3 1 2.1 -0.8 -3.4 4.52 4.77 2 180.9 2 118 6 10.4 -17.5 29.2 6 27.9 eor
5792 20121101 20121130 3 1 -0.8 -3.6 -6.2 4.4 4.93 2 160 2 75.4 6 7.3 -17 44 6 31.3 eor
5792 20121201 20121231 3 1 -8.4 -11.5 -14.1 5.06 6.49 2 75.3 2 284.5 6 2.3 -22.6 38.9 6 36.9 eor
5792 20130101 20130131 3 1 -8.1 -10.6 -13.3 4.61 6.18 2 96.4 2 208 6 -2.1 -21.8 41.4 6 42.1 eor
5792 20130201 20130228 3 1 -11.8 -14.5 -16.7 4.25 5.46 2 118.9 2 195.9 6 -2.9 -23.7 36.3 6 32.9 eor
5792 20130301 20130331 3 1 -7.1 -9.6 -11.9 4.45 5.84 2 147.2 2 102.4 6 0.2 -23.4 35.3 6 18.6 eor
5792 20130401 20130430 3 1 -1.8 -4.4 -6.9 4.23 5.73 2 181.1 2 44.3 6 5.7 -17.2 36.6 6 13.5 eor
5792 20130501 20130531 3 1 -1 -3.7 -5.9 3.65 6.82 2 115.4 2 297.8 6 5.2 -12.9 31.1 6 46.2 eor
5792 20130601 20130630 3 1 3.4 0.7 -1.7 NA 6.28 2 153.9 2 276.7 6 15 -7.3 21.5 6 71 eor
5792 20130701 20130731 3 1 8.2 4.9 2.4 3.06 NA 2 221.2 2 83.4 6 15.5 -2.4 34 6 13.6 eor
5792 20130801 20130831 3 1 7 4 1.1 3.35 5.63 2 185 2 118.3 6 15.8 -4.4 32.9 6 22.1 eor
5792 20130901 20130930 3 1 2.7 0.6 -2 4.1 6.04 2 128.4 2 241.7 6 11.5 -9.4 35.3 6 46.1 eor
5792 20131001 20131031 3 1 1.6 -1 -3.5 4.65 5.34 2 179.2 2 123.8 6 7.4 -12.1 34.1 6 53.3 eor
5792 20131101 20131130 3 1 -4.3 -7.4 -10.5 4.57 5.35 2 124.5 2 165.2 6 3.3 -22.5 35.3 6 31.2 eor
5792 20131201 20131231 3 1 -4.1 -6.6 -9.2 4.87 4.18 2 169.9 2 47.9 6 2.1 -17.8 40.4 6 10.7 eor
5792 20140101 20140131 3 1 -5.9 -8.5 -10.9 4.84 6.01 2 110.7 2 121.4 6 1.1 -17.6 36 6 21.3 eor
5792 20140201 20140228 3 1 -5.7 -9 -12 4.71 5.54 2 142.9 2 82.8 6 -1 -16 47.7 6 19.8 eor
5792 20140301 20140331 3 1 -3.4 -6.1 -8.6 3.97 4.12 2 240.7 2 138.6 6 3.9 -16.5 28.2 6 40.6 eor
5792 20140401 20140430 3 1 -2.4 -4.8 -7.2 3.47 6.52 2 130.6 2 176.6 6 2.8 -16.2 33.6 6 36.5 eor
5792 20140501 20140531 3 1 -1.1 -3.3 -5.5 3.74 6.72 2 149.2 2 271.1 6 7.4 -12 34.2 6 37.8 eor
5792 20140601 20140630 3 1 3.9 1.1 -1.4 3.2 5.96 2 170.5 2 128.3 6 13.8 -6.7 23.8 6 45.4 eor
5792 20140701 20140731 3 1 5.7 3.2 0.9 3.39 6.46 2 122.7 2 381.4 6 12.3 -5.3 39.4 6 72.9 eor
5792 20140801 20140831 3 1 3.6 1.4 -0.9 4 6.83 2 105.6 2 173.6 6 9.7 -7.1 36.5 6 27.2 eor
5792 20140901 20140930 3 1 3.6 1 -1.2 3.07 6.19 2 131.2 2 122.3 6 7.6 -10.7 23.1 6 16.1 eor
5792 20141001 20141031 3 1 1.4 -0.7 -2.9 4.52 5.18 2 154.1 2 151.7 6 7.9 -13.2 32.5 6 62.1 eor
5792 20141101 20141130 3 1 -0.5 -2.7 -4.2 4.6 5.76 2 133 2 51 6 6 -10.6 48.2 6 19.1 eor
5792 20141201 20141231 3 1 -6.7 -9.1 -11.5 4.84 6.29 2 69.3 2 171.1 6 0.5 -22.4 35.7 6 22.9 eor
5792 20150101 20150131 3 1 -7.6 -10.8 -13.5 5.13 6.02 2 110 2 201.6 6 -1.8 -19.9 45.4 6 37.4 eor
5792 20150201 20150228 3 1 -7.6 -10.8 -13.2 4.21 4.06 2 170.1 2 78.6 6 0.5 -21.5 32.8 6 17.3 eor
5792 20150301 20150331 3 1 -5.7 -8.5 -11.4 4.42 5.33 2 180.9 2 178.7 6 -0.8 -17.9 53.4 6 32.7 eor
5792 20150401 20150430 3 1 -3.8 -6.7 -9.5 4 5.48 2 222.3 2 156.3 6 3.3 -18.7 37.6 6 23.2 eor
5792 20150501 20150531 3 1 0.7 -1.7 -4.1 4.06 7 2 126 2 314 6 8.1 -9.1 41.8 6 54.4 eor
5792 20150601 20150630 3 1 5.1 2.2 -0.5 3.5 6.26 2 168.5 2 167.2 6 11.3 -6.6 34.2 6 33.5 eor
5792 20150701 20150731 3 1 9.9 6.5 3.2 3.71 5.13 2 219.3 2 105.9 6 15.8 -4.9 28.2 6 18.5 eor
5792 20150801 20150831 3 1 8.8 6 3.6 3.23 4.86 2 197.6 2 146.2 6 14 -2 31.4 6 29.7 eor
5792 20150901 20150930 3 1 2 -0.9 -3.6 3.87 5.67 2 157.1 2 137.4 6 10.2 -9.2 47.3 6 26.8 eor
5792 20151001 20151031 3 1 0.5 -2.1 -4.6 3.87 4.74 2 186.6 2 80.1 6 6 -11.3 25.7 6 28.8 eor
5792 20151101 20151130 3 1 -1.5 -4.1 -6.9 4.77 4.88 2 149.1 2 110 6 7.4 -18.8 43.8 6 33.9 eor
5792 20151201 20151231 3 1 -0.5 -3.2 -6.1 4.16 3.76 2 189.7 2 44.1 6 3.4 -13.7 29.7 6 18.4 eor
